ACCOUNT,UNDERLYING,ASSET,RUN_DATE,PRODUCT_CODE,LONG_SHORT,PUT_CALL,STRIKE_PRICE,QUANTITY,EXPIRE_DATE,LOT_SIZE,PRICE_TODAY,IS_AMERICAN
SHAH,ZN,ZN,2025-05-22,FUTURE,L,,109.75,500,,1000,109.65625,N
SHAH,ZN,ZN4,2025-05-22,FUTR-OP,S,P,109.5,100,2025-05-23,1000,109.65625,Y
SHAH,ZN,ZN4,2025-05-22,FUTR-OP,L,P,109.25,200,2025-05-23,1000,109.65625,Y
SHAH,ZN,VY5,2025-05-22,FUTR-OP,L,P,109.5,150,2025-05-27,1000,109.65625,Y
SHAH,ZN,VY5,2025-05-22,FUTR-OP,L,P,109.25,100,2025-05-27,1000,109.65625,Y
SHAH,ZN,VY5,2025-05-22,FUTR-OP,L,P,108.75,200,2025-05-27,1000,109.65625,Y
SHAH,ZN,WY5,2025-05-22,FUTR-OP,L,P,109.5,50,2025-05-28,1000,109.65625,Y
SHAH,ZN,WY5,2025-05-22,FUTR-OP,L,P,109.75,100,2025-05-28,1000,109.65625,Y
SHAH,FGBL,FGBL,2025-05-22,FUTURE,L,,129.5,10,,1000,129.61,N
