scenario_header,uprice,point_header_original,shock_value,shock_type,Notional,ab_Epsilon,ab_Th PnL,ab_Theta,ab_Vega,ab_WVega,ab_Zeta,ab_sDeltaPath,ab_sGammaPath,ab_sOEV
w/o first,110.0859375,-15%,-0.15,percentage,110564843.75,-0.0,,0.0,0.0,0.0,-0.14,-3200000.0,0.0,0.0
w/o first,110.0859375,-10%,-0.1,percentage,110564843.75,-0.0,,0.0,0.0,0.0,-0.17,-3200000.0,0.0,-35.02
w/o first,110.0859375,-5%,-0.05,percentage,110564843.75,0.0,,0.0,-0.0,-0.0,-0.18,-3200000.0,0.0,-31.43
w/o first,110.0859375,-2.5%,-0.025,percentage,110564843.75,0.0,,0.0,0.0,0.0,-0.21,-3200000.0,0.0,520.08
w/o first,110.0859375,-2,-2.0,absolute_usd,110564843.75,0.0,,0.0,0.0,0.0,-0.22,-3200000.0,0.0,910.71
w/o first,110.0859375,-1.5,-1.5,absolute_usd,110564843.75,0.0,,0.0,0.0,0.0,-0.22,-3200000.0,0.0,948.76
w/o first,110.0859375,-1,-1.0,absolute_usd,110564843.75,0.0,,0.0,0.0,0.0,-0.23,-3200000.0,-0.0,1101.42
w/o first,110.0859375,-0.5,-0.5,absolute_usd,110564843.75,0.0,,-0.0,-0.0,-0.0,-0.18,-1100000.0,-0.0,-477.93
w/o first,110.0859375,-0.25,-0.25,absolute_usd,110564843.75,-0.15,,0.0,0.0,0.0,10.62,-399999.83,25.16,206.48
w/o first,110.0859375,0,0.0,absolute_usd,110564843.75,4458.85,,92.54,9.74,13.45,-86511.22,995174.81,415341.35,16464974.47
w/o first,110.0859375,0.25,0.25,absolute_usd,110564843.75,-0.0,,-0.0,-0.0,-0.0,0.0,1000000.0,-0.0,-0.0
w/o first,110.0859375,0.5,0.5,absolute_usd,110564843.75,0.0,,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0
w/o first,110.0859375,1,1.0,absolute_usd,110564843.75,0.0,,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0
w/o first,110.0859375,1.5,1.5,absolute_usd,110564843.75,0.0,,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0
w/o first,110.0859375,2,2.0,absolute_usd,110564843.75,0.0,,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0
w/o first,110.0859375,2.5%,0.025,percentage,110564843.75,0.0,,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0
w/o first,110.0859375,5%,0.05,percentage,110564843.75,0.0,,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0
w/o first,110.0859375,10%,0.1,percentage,110564843.75,0.0,,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0
w/o first,110.0859375,15%,0.15,percentage,110564843.75,0.0,,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0
w/o first,110.0859375,20%,0.2,percentage,110564843.75,0.0,,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0
w/o first,110.0859375,25%,0.25,percentage,110564843.75,0.0,,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0
w/o first,110.0859375,30%,0.3,percentage,110564843.75,0.0,,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0
27MAY25,110.0859375,-30%,-0.3,percentage,185937.5,-0.0,,0.0,0.0,0.0,-0.03,-2100000.0,0.0,0.0
27MAY25,110.0859375,-25%,-0.25,percentage,185937.5,-0.0,,0.0,0.0,0.0,0.26,-2100000.0,0.0,0.0
27MAY25,110.0859375,-20%,-0.2,percentage,185937.5,-0.0,,0.0,0.0,0.0,0.27,-2100000.0,0.0,0.0
27MAY25,110.0859375,-15%,-0.15,percentage,185937.5,-0.0,,0.0,0.0,0.0,0.19,-2100000.0,0.0,0.0
27MAY25,110.0859375,-10%,-0.1,percentage,185937.5,-0.0,,0.0,0.0,0.0,0.26,-2100000.0,0.0,0.0
27MAY25,110.0859375,-5%,-0.05,percentage,185937.5,-0.0,,0.0,0.0,0.0,0.37,-2100000.0,0.0,757.41
27MAY25,110.0859375,-2.5%,-0.025,percentage,185937.5,-0.0,,0.0,0.0,0.0,0.37,-2100000.0,0.0,1609.5
27MAY25,110.0859375,-2,-2.0,absolute_usd,185937.5,-0.0,,0.0,0.0,0.0,0.39,-2100000.0,0.0,1893.53
27MAY25,110.0859375,-1.5,-1.5,absolute_usd,185937.5,-0.0,,0.0,0.0,0.0,0.42,-2100000.0,0.0,1893.53
27MAY25,110.0859375,-1,-1.0,absolute_usd,185937.5,-0.0,,0.0,0.0,0.0,0.4,-2100000.0,-0.0,1846.19
27MAY25,110.0859375,-0.5,-0.5,absolute_usd,185937.5,-0.0,,0.0,0.0,0.0,0.39,-2100000.0,-0.0,1840.28
27MAY25,110.0859375,-0.25,-0.25,absolute_usd,185937.5,-0.0,,0.0,0.0,0.0,0.0,-700000.0,0.0,0.0
27MAY25,110.0859375,0,0.0,absolute_usd,185937.5,126.78,,4.1,0.24,0.44,-4252.75,-159.92,21686.69,360137.0
27MAY25,110.0859375,0.25,0.25,absolute_usd,185937.5,-0.0,,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0
27MAY25,110.0859375,0.5,0.5,absolute_usd,185937.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27MAY25,110.0859375,1,1.0,absolute_usd,185937.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27MAY25,110.0859375,1.5,1.5,absolute_usd,185937.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27MAY25,110.0859375,2,2.0,absolute_usd,185937.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27MAY25,110.0859375,2.5%,0.025,percentage,185937.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27MAY25,110.0859375,5%,0.05,percentage,185937.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27MAY25,110.0859375,10%,0.1,percentage,185937.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27MAY25,110.0859375,15%,0.15,percentage,185937.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27MAY25,110.0859375,20%,0.2,percentage,185937.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27MAY25,110.0859375,25%,0.25,percentage,185937.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27MAY25,110.0859375,30%,0.3,percentage,185937.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28MAY25,110.0859375,-30%,-0.3,percentage,317187.5,-0.0,,0.0,0.0,0.0,-0.01,-3150000.0,0.0,0.0
28MAY25,110.0859375,-25%,-0.25,percentage,317187.5,-0.0,,0.0,0.0,0.0,-0.09,-3150000.0,0.0,0.0
28MAY25,110.0859375,-20%,-0.2,percentage,317187.5,0.0,,0.0,0.0,0.0,-0.15,-3150000.0,0.0,0.0
28MAY25,110.0859375,-15%,-0.15,percentage,317187.5,-0.0,,0.0,0.0,0.0,-0.13,-3150000.0,0.0,0.0
28MAY25,110.0859375,-10%,-0.1,percentage,317187.5,-0.0,,0.0,0.0,0.0,-0.16,-3150000.0,0.0,-35.02
28MAY25,110.0859375,-5%,-0.05,percentage,317187.5,0.0,,0.0,0.0,0.0,-0.17,-3150000.0,0.0,70.03
28MAY25,110.0859375,-2.5%,-0.025,percentage,317187.5,0.0,,0.0,0.0,0.0,-0.19,-3150000.0,0.0,621.55
28MAY25,110.0859375,-2,-2.0,absolute_usd,317187.5,0.0,,0.0,0.0,0.0,-0.2,-3150000.0,0.0,980.47
28MAY25,110.0859375,-1.5,-1.5,absolute_usd,317187.5,0.0,,0.0,0.0,0.0,-0.2,-3150000.0,0.0,980.47
28MAY25,110.0859375,-1,-1.0,absolute_usd,317187.5,0.0,,0.0,0.0,0.0,-0.21,-3150000.0,-0.0,1148.98
28MAY25,110.0859375,-0.5,-0.5,absolute_usd,317187.5,0.0,,-0.0,-0.0,-0.0,-0.17,-1750000.0,-0.0,-485.86
28MAY25,110.0859375,-0.25,-0.25,absolute_usd,317187.5,-0.15,,0.0,0.0,0.0,10.63,-1049999.83,25.16,196.97
28MAY25,110.0859375,0,0.0,absolute_usd,317187.5,4458.85,,92.54,9.74,13.45,-86511.22,-4825.19,415341.35,16464974.47
28MAY25,110.0859375,0.25,0.25,absolute_usd,317187.5,-0.0,,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0
28MAY25,110.0859375,0.5,0.5,absolute_usd,317187.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28MAY25,110.0859375,1,1.0,absolute_usd,317187.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28MAY25,110.0859375,1.5,1.5,absolute_usd,317187.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28MAY25,110.0859375,2,2.0,absolute_usd,317187.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28MAY25,110.0859375,2.5%,0.025,percentage,317187.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28MAY25,110.0859375,5%,0.05,percentage,317187.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28MAY25,110.0859375,10%,0.1,percentage,317187.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28MAY25,110.0859375,15%,0.15,percentage,317187.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28MAY25,110.0859375,20%,0.2,percentage,317187.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28MAY25,110.0859375,25%,0.25,percentage,317187.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28MAY25,110.0859375,30%,0.3,percentage,317187.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30MAY25,110.0859375,-30%,-0.3,percentage,169531.25,-0.0,,0.0,0.0,0.0,0.01,-1050000.0,0.0,0.0
30MAY25,110.0859375,-25%,-0.25,percentage,169531.25,-0.0,,-0.0,-0.0,-0.0,-0.03,-1050000.0,-0.0,-50.73
30MAY25,110.0859375,-20%,-0.2,percentage,169531.25,-0.0,,-0.0,-0.0,-0.0,-0.01,-1050000.0,-0.0,-50.73
30MAY25,110.0859375,-15%,-0.15,percentage,169531.25,-0.0,,0.0,0.0,0.0,-0.02,-1050000.0,0.0,0.0
30MAY25,110.0859375,-10%,-0.1,percentage,169531.25,-0.0,,-0.0,0.0,0.0,-0.01,-1050000.0,0.0,0.0
30MAY25,110.0859375,-5%,-0.05,percentage,169531.25,-0.0,,0.0,-0.0,-0.0,-0.01,-1050000.0,0.0,-101.46
30MAY25,110.0859375,-2.5%,-0.025,percentage,169531.25,-0.0,,-0.0,-0.0,-0.0,-0.02,-1050000.0,0.0,-101.46
30MAY25,110.0859375,-2,-2.0,absolute_usd,169531.25,-0.0,,-0.0,-0.0,-0.0,-0.02,-1050000.0,0.0,-69.76
30MAY25,110.0859375,-1.5,-1.5,absolute_usd,169531.25,-0.0,,0.0,-0.0,-0.0,-0.02,-1050000.0,0.0,-31.71
30MAY25,110.0859375,-1,-1.0,absolute_usd,169531.25,-0.0,,-0.0,-0.0,-0.0,-0.02,-1050000.0,0.0,-47.56
30MAY25,110.0859375,-0.5,-0.5,absolute_usd,169531.25,0.0,,-0.0,0.0,0.0,-0.01,-350000.0,0.0,7.93
30MAY25,110.0859375,-0.25,-0.25,absolute_usd,169531.25,0.0,,-0.0,0.0,0.0,-0.01,-350000.0,0.0,9.51
30MAY25,110.0859375,0,0.0,absolute_usd,169531.25,0.0,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
30MAY25,110.0859375,0.25,0.25,absolute_usd,169531.25,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30MAY25,110.0859375,0.5,0.5,absolute_usd,169531.25,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30MAY25,110.0859375,1,1.0,absolute_usd,169531.25,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30MAY25,110.0859375,1.5,1.5,absolute_usd,169531.25,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30MAY25,110.0859375,2,2.0,absolute_usd,169531.25,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30MAY25,110.0859375,2.5%,0.025,percentage,169531.25,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30MAY25,110.0859375,5%,0.05,percentage,169531.25,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30MAY25,110.0859375,10%,0.1,percentage,169531.25,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30MAY25,110.0859375,15%,0.15,percentage,169531.25,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30MAY25,110.0859375,20%,0.2,percentage,169531.25,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30MAY25,110.0859375,25%,0.25,percentage,169531.25,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30MAY25,110.0859375,30%,0.3,percentage,169531.25,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02JUN25,110.0859375,-30%,-0.3,percentage,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02JUN25,110.0859375,-25%,-0.25,percentage,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02JUN25,110.0859375,-20%,-0.2,percentage,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02JUN25,110.0859375,-15%,-0.15,percentage,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02JUN25,110.0859375,-10%,-0.1,percentage,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02JUN25,110.0859375,-5%,-0.05,percentage,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02JUN25,110.0859375,-2.5%,-0.025,percentage,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02JUN25,110.0859375,-2,-2.0,absolute_usd,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02JUN25,110.0859375,-1.5,-1.5,absolute_usd,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02JUN25,110.0859375,-1,-1.0,absolute_usd,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02JUN25,110.0859375,-0.5,-0.5,absolute_usd,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02JUN25,110.0859375,-0.25,-0.25,absolute_usd,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02JUN25,110.0859375,0,0.0,absolute_usd,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02JUN25,110.0859375,0.25,0.25,absolute_usd,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02JUN25,110.0859375,0.5,0.5,absolute_usd,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02JUN25,110.0859375,1,1.0,absolute_usd,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02JUN25,110.0859375,1.5,1.5,absolute_usd,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02JUN25,110.0859375,2,2.0,absolute_usd,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02JUN25,110.0859375,2.5%,0.025,percentage,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02JUN25,110.0859375,5%,0.05,percentage,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02JUN25,110.0859375,10%,0.1,percentage,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02JUN25,110.0859375,15%,0.15,percentage,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02JUN25,110.0859375,20%,0.2,percentage,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02JUN25,110.0859375,25%,0.25,percentage,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02JUN25,110.0859375,30%,0.3,percentage,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06JUN25,110.0859375,-30%,-0.3,percentage,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06JUN25,110.0859375,-25%,-0.25,percentage,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06JUN25,110.0859375,-20%,-0.2,percentage,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06JUN25,110.0859375,-15%,-0.15,percentage,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06JUN25,110.0859375,-10%,-0.1,percentage,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06JUN25,110.0859375,-5%,-0.05,percentage,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06JUN25,110.0859375,-2.5%,-0.025,percentage,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06JUN25,110.0859375,-2,-2.0,absolute_usd,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06JUN25,110.0859375,-1.5,-1.5,absolute_usd,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06JUN25,110.0859375,-1,-1.0,absolute_usd,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06JUN25,110.0859375,-0.5,-0.5,absolute_usd,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06JUN25,110.0859375,-0.25,-0.25,absolute_usd,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06JUN25,110.0859375,0,0.0,absolute_usd,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06JUN25,110.0859375,0.25,0.25,absolute_usd,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06JUN25,110.0859375,0.5,0.5,absolute_usd,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06JUN25,110.0859375,1,1.0,absolute_usd,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06JUN25,110.0859375,1.5,1.5,absolute_usd,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06JUN25,110.0859375,2,2.0,absolute_usd,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06JUN25,110.0859375,2.5%,0.025,percentage,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06JUN25,110.0859375,5%,0.05,percentage,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06JUN25,110.0859375,10%,0.1,percentage,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06JUN25,110.0859375,15%,0.15,percentage,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06JUN25,110.0859375,20%,0.2,percentage,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06JUN25,110.0859375,25%,0.25,percentage,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06JUN25,110.0859375,30%,0.3,percentage,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13JUN25,110.0859375,-30%,-0.3,percentage,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13JUN25,110.0859375,-25%,-0.25,percentage,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13JUN25,110.0859375,-20%,-0.2,percentage,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13JUN25,110.0859375,-15%,-0.15,percentage,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13JUN25,110.0859375,-10%,-0.1,percentage,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13JUN25,110.0859375,-5%,-0.05,percentage,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13JUN25,110.0859375,-2.5%,-0.025,percentage,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13JUN25,110.0859375,-2,-2.0,absolute_usd,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13JUN25,110.0859375,-1.5,-1.5,absolute_usd,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13JUN25,110.0859375,-1,-1.0,absolute_usd,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13JUN25,110.0859375,-0.5,-0.5,absolute_usd,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13JUN25,110.0859375,-0.25,-0.25,absolute_usd,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13JUN25,110.0859375,0,0.0,absolute_usd,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13JUN25,110.0859375,0.25,0.25,absolute_usd,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13JUN25,110.0859375,0.5,0.5,absolute_usd,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13JUN25,110.0859375,1,1.0,absolute_usd,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13JUN25,110.0859375,1.5,1.5,absolute_usd,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13JUN25,110.0859375,2,2.0,absolute_usd,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13JUN25,110.0859375,2.5%,0.025,percentage,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13JUN25,110.0859375,5%,0.05,percentage,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13JUN25,110.0859375,10%,0.1,percentage,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13JUN25,110.0859375,15%,0.15,percentage,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13JUN25,110.0859375,20%,0.2,percentage,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13JUN25,110.0859375,25%,0.25,percentage,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13JUN25,110.0859375,30%,0.3,percentage,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JUN25,110.0859375,-30%,-0.3,percentage,110078125.0,0.0,-32904687.5,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0
JUN25,110.0859375,-25%,-0.25,percentage,110078125.0,0.0,-27400390.63,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0
JUN25,110.0859375,-20%,-0.2,percentage,110078125.0,0.0,-21896093.75,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0
JUN25,110.0859375,-15%,-0.15,percentage,110078125.0,0.0,-16391796.87,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0
JUN25,110.0859375,-10%,-0.1,percentage,110078125.0,0.0,-10887500.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0
JUN25,110.0859375,-5%,-0.05,percentage,110078125.0,0.0,-5383203.12,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0
JUN25,110.0859375,-2.5%,-0.025,percentage,110078125.0,0.0,-2631054.69,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0
JUN25,110.0859375,-2,-2.0,absolute_usd,110078125.0,0.0,-1878906.25,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0
JUN25,110.0859375,-1.5,-1.5,absolute_usd,110078125.0,0.0,-1378906.25,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0
