RECORD I D,FIRM,OFFICE,SALESMAN,ACCOUNT,EXCHANGE,EXCHANGE_NAME,FUTURES CODE,SYMBOL,PUT/CALL,STRIKE PRICE,DESCRIPTION,B/S,CONTRACT YEAR,CONTRACT MONTH,CONTRACT DAY,QTY,TRADE PRICE,PRINTABLE TRADE PRICE,TRADE DATE,CASH AMOUNT,SUB-ACCOUNT,ORDER NUMBER,SPREAD CODE,TRADE TYPE,COMMENT CODE,EXEC BROKER,OPP BROKER,OPP FIRM,G/I CODE,G.I FIRM,CURR SYMBOL,PROD CURR,PROD TYPE,TRACER,EXEC TIME,OPT EXP DATE,LAST TRD DATE,TRADED EXCHG,SUB EXCHANGE,SOURCE REFRNCE,EXCH COMM CD,MULT FACTOR,CUSIP,CHIT NUMBER,EXTERNAL ACCOUNT
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 2.00, 112.046875000, "112.015", "20250806", 0.00, "", "4752", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508060000DTOC", "1044 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 2.00, 112.125000000, "112.040", "20250806", 0.00, "", "4807", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508060000K1JL", "1517 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 2.00, 112.156250000, "112.050", "20250806", 0.00, "", "4819", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508060000K5W1", "1539 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 2.00, 112.093750000, "112.030", "20250806", 0.00, "", "4764", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508060000G7RF", "1154 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 2.00, 112.125000000, "112.040", "20250806", 0.00, "", "4725", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508060000CV4O", "1036 ", "", "20250919", "01", "", "JDAS_ATS                                                    ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 6.00, 112.218750000, "112.070", "20250806", 0.00, "", "4789", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508060000IV79", "1347 ", "", "20250919", "01", "", "JDAS_ATS                                                    ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 2.00, 112.062500000, "112.020", "20250806", 0.00, "", "4751", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508060000DU49", "1044 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 5.00, 112.187500000, "112.060", "20250806", 0.00, "", "4805", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508060000JMYG", "1448 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 5.00, 112.125000000, "112.040", "20250806", 0.00, "", "4717", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-2025080600007E4R", "0825 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 6.00, 112.078125000, "112.025", "20250806", 0.00, "", "4723", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508060000CWX1", "1036 ", "", "20250919", "01", "", "JDAS_ATS                                                    ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 1.00, 112.000000000, "112.000", "20250806", 0.00, "", "4736", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508060000DAU6", "1040 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 3.00, 112.000000000, "112.000", "20250806", 0.00, "", "4736", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508060000DAT1", "1040 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 10.00, 112.203125000, "112.065", "20250806", 0.00, "", "4726", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-2025080600009Z2Q", "0922 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "17", "", " ", "0", "SEP 25 CBT 30YR TBOND", "S", "2025", "09", "", 1.00, 115.750000000, "115.240", "20250806", 0.00, "", "4716", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508060000A631", "0928 ", "", "20250919", "01", "", "JDAS                                                        ", "17", 1000.00, "01170000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 5.00, 112.156250000, "112.050", "20250806", 0.00, "", "4777", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508060000IJP6", "1329 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 10.00, 112.218750000, "112.070", "20250806", 0.00, "", "4784", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508060000ITU6", "1344 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 2.00, 112.140625000, "112.045", "20250806", 0.00, "", "4820", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508060000K73L", "1544 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 5.00, 112.156250000, "112.050", "20250806", 0.00, "", "4818", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508060000K2OZ", "1525 ", "", "20250919", "01", "", "HWANG                                                       ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 5.00, 112.171875000, "112.055", "20250806", 0.00, "", "4727", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508060000B1S7", "0951 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 2.00, 112.093750000, "112.030", "20250806", 0.00, "", "4758", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508060000ETWJ", "1106 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 1.00, 112.140625000, "112.045", "20250806", 0.00, "", "4782", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508060000IDHH", "1325 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 2.00, 112.078125000, "112.025", "20250806", 0.00, "", "4756", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508060000EV5I", "1107 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 2.00, 111.984375000, "111.315", "20250806", 0.00, "", "4748", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508060000DID9", "1040 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 2.00, 111.984375000, "111.315", "20250806", 0.00, "", "4749", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508060000DJCO", "1041 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 3.00, 112.031250000, "112.010", "20250806", 0.00, "", "4738", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508060000D4BB", "1038 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 2.00, 112.031250000, "112.010", "20250806", 0.00, "", "4738", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508060000D4AD", "1038 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 5.00, 112.187500000, "112.060", "20250806", 0.00, "", "4812", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508060000JZSD", "1511 ", "", "20250919", "01", "", "HWANG                                                       ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 3.00, 112.203125000, "112.065", "20250806", 0.00, "", "4801", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508060000JJRY", "1437 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 10.00, 112.015625000, "112.005", "20250806", 0.00, "", "4734", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508060000D8VS", "1039 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 5.00, 112.250000000, "112.080", "20250806", 0.00, "", "4786", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508060000J6CA", "1405 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 2.00, 112.140625000, "112.045", "20250806", 0.00, "", "4724", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-2025080600008361", "0845 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 10.00, 112.031250000, "112.010", "20250806", 0.00, "", "4735", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508060000D0DE", "1037 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 5.00, 112.140625000, "112.045", "20250806", 0.00, "", "4806", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508060000K180", "1516 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 2.00, 112.062500000, "112.020", "20250806", 0.00, "", "4771", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508060000GGEN", "1202 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 2.00, 112.109375000, "112.035", "20250806", 0.00, "", "4781", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508060000IADE", "1322 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 2.00, 112.093750000, "112.030", "20250806", 0.00, "", "4765", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508060000G7QM", "1154 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 1.00, 112.125000000, "112.040", "20250806", 0.00, "", "4725", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508060000CV4T", "1036 ", "", "20250919", "01", "", "JDAS_ATS                                                    ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 5.00, 112.140625000, "112.045", "20250806", 0.00, "", "4700", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-2025080600001BT0", "2238 ", "", "20250919", "01", "", "JDAS_ATS                                                    ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 1.00, 112.000000000, "112.000", "20250806", 0.00, "", "4736", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508060000DAS5", "1040 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 2.00, 112.187500000, "112.060", "20250806", 0.00, "", "4788", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508060000ISRS", "1341 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 2.00, 112.000000000, "112.000", "20250806", 0.00, "", "4736", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508060000DAU7", "1040 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 5.00, 112.125000000, "112.040", "20250806", 0.00, "", "4776", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508060000IB5D", "1323 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 5.00, 112.109375000, "112.035", "20250806", 0.00, "", "4729", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508060000CVFZ", "1036 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 5.00, 112.000000000, "112.000", "20250806", 0.00, "", "4737", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508060000DASA", "1040 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 2.00, 112.109375000, "112.035", "20250806", 0.00, "", "4754", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508060000E53Y", "1052 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 7.00, 112.125000000, "112.040", "20250806", 0.00, "", "4725", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508060000CV4M", "1036 ", "", "20250919", "01", "", "JDAS_ATS                                                    ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 2.00, 112.046875000, "112.015", "20250806", 0.00, "", "4769", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508060000GGO9", "1202 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 2.00, 112.093750000, "112.030", "20250806", 0.00, "", "4761", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508060000G3FF", "1150 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 10.00, 112.171875000, "112.055", "20250806", 0.00, "", "4719", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-2025080600008YG7", "0900 ", "", "20250919", "01", "", "JDAS_ATS                                                    ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 5.00, 112.156250000, "112.050", "20250806", 0.00, "", "4731", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508060000CUEZ", "1036 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
