RECORD I D,FIRM,OFFICE,SALESMAN,ACCOUNT,EXCHANGE,EXCHANGE_NAME,FUTURES CODE,SYMBOL,PUT/CALL,STRIKE PRICE,DESCRIPTION,B/S,CONTRACT YEAR,CONTRACT MONTH,CONTRACT DAY,QTY,TRADE PRICE,PRINTABLE TRADE PRICE,TRADE DATE,CASH AMOUNT,SUB-ACCOUNT,ORDER NUMBER,SPREAD CODE,TRADE TYPE,COMMENT CODE,EXEC BROKER,OPP BROKER,OPP FIRM,G/I CODE,G.I FIRM,CURR SYMBOL,PROD CURR,PROD TYPE,TRACER,EXEC TIME,OPT EXP DATE,LAST TRD DATE,TRADED EXCHG,SUB EXCHANGE,SOURCE REFRNCE,EXCH COMM CD,MULT FACTOR,CUSIP,CHIT NUMBER,EXTERNAL ACCOUNT
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 5.00, 112.203125000, "112.065", "20250805", 0.00, "", "4598", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508050000L0O4", "1547 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 5.00, 112.375000000, "112.120", "20250805", 0.00, "", "4473", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-20250805000010NW", "2046 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 15.00, 112.234375000, "112.075", "20250805", 0.00, "", "4595", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508050000BJRB", "0921 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 10.00, 112.328125000, "112.105", "20250805", 0.00, "", "4581", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508050000BSFD", "0925 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 2.00, 112.250000000, "112.080", "20250805", 0.00, "", "4531", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-2025080500007T28", "0740 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 2.00, 112.265625000, "112.085", "20250805", 0.00, "", "4499", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-2025080500004PBY", "0416 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 5.00, 112.281250000, "112.090", "20250805", 0.00, "", "4529", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-2025080500007UXN", "0742 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 5.00, 112.218750000, "112.070", "20250805", 0.00, "", "4592", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508050000B5FG", "0914 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "HO", "", "C", "113.250000", "CALL AUG 25 CBT 10YR T NOTE W1 THURS OPT 113.25", "B", "2025", "08", "", 500.00, 0.062500000, "0.04", "20250805", 0.00, "", "8175", " ", "", "B", "6URD", "", "", " ", "", "USD", "US", "F", "UDN80482-2025080500000FKE", "1812 ", "20250807", "20250807", "01", "", "CME_JDAS1", "HY1", 1000.00, "01HO1132525H", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 5.00, 112.250000000, "112.080", "20250805", 0.00, "", "4644", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508050000FW30", "1049 ", "", "20250919", "01", "", "HWANG                                                       ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 10.00, 112.343750000, "112.110", "20250805", 0.00, "", "4603", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508050000CJXI", "0941 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 5.00, 112.296875000, "112.095", "20250805", 0.00, "", "4642", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508050000FRMS", "1048 ", "", "20250919", "01", "", "HWANG                                                       ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 20.00, 112.281250000, "112.090", "20250805", 0.00, "", "4584", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508050000AFVK", "0901 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 2.00, 112.312500000, "112.100", "20250805", 0.00, "", "4619", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508050000DL4A", "1003 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 2.00, 112.312500000, "112.100", "20250805", 0.00, "", "4626", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508050000DQKC", "1006 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 10.00, 112.359375000, "112.115", "20250805", 0.00, "", "4582", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508050000CMK7", "0942 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 1.00, 112.359375000, "112.115", "20250805", 0.00, "", "4475", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-2025080500001228", "2104 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 2.00, 112.265625000, "112.085", "20250805", 0.00, "", "4500", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-2025080500004S1Y", "0421 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 2.00, 112.265625000, "112.085", "20250805", 0.00, "", "4674", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508050000K5XY", "1406 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "HO", "", "C", "112.500000", "CALL AUG 25 CBT 10YR T NOTE W1 THURS OPT 112.50", "S", "2025", "08", "", 30.00, 0.125000000, "0.08", "20250805", 0.00, "", "3008", " ", "", "B", "6URD", "", "", " ", "", "USD", "US", "F", "UDN80482-202508050000AVXS", "0908 ", "20250807", "20250807", "01", "", "CME_JDAS1                                                   ", "HY1", 1000.00, "01HO0112525H", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 2.00, 112.171875000, "112.055", "20250805", 0.00, "", "4567", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-2025080500009OC9", "0848 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 2.00, 112.218750000, "112.070", "20250805", 0.00, "", "4663", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508050000KZVW", "1545 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 2.00, 112.234375000, "112.075", "20250805", 0.00, "", "4653", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508050000GBRG", "1106 ", "", "20250919", "01", "", "HWANG                                                       ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "T2", "", "C", "112.500000", "CALL AUG 25 CBT 10YR TNOTE WKLY WK2 112.50", "S", "2025", "08", "", 10.00, 0.156250000, "0.10", "20250805", 0.00, "", "0112", " ", "", "B", "6URD", "", "", " ", "", "USD", "US", "F", "UDN80482-2025080500006KW9", "0658 ", "20250808", "20250808", "01", "", "CME_JDAS1                                                   ", "TY2", 1000.00, "01T20112525H", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 10.00, 112.250000000, "112.080", "20250805", 0.00, "", "4618", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508050000FW3F", "1049 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 5.00, 112.265625000, "112.085", "20250805", 0.00, "", "4530", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-2025080500007T2N", "0740 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 3.00, 112.312500000, "112.100", "20250805", 0.00, "", "4665", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508050000H50Q", "1134 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "17", "", " ", "0", "SEP 25 CBT 30YR TBOND", "B", "2025", "09", "", 1.00, 115.968750000, "115.310", "20250805", 0.00, "", "4686", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508050000L049", "1545 ", "", "20250919", "01", "", "JDAS                                                        ", "17", 1000.00, "01170000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 5.00, 112.328125000, "112.105", "20250805", 0.00, "", "4622", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508050000DHZ2", "1001 ", "", "20250919", "01", "", "HWANG                                                       ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 5.00, 112.468750000, "112.150", "20250805", 0.00, "", "4454", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-2025080500000FWU", "1817 ", "", "20250919", "01", "", "JDAS", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "A=", "", "C", "112.500000", "CALL AUG 25 CBT 10YR TNOTE WED WK1 112.50", "S", "2025", "08", "", 30.00, 0.078125000, "0.05", "20250805", 0.00, "", "2896", " ", "", "B", "6URD", "", "", " ", "", "USD", "US", "F", "UDN80482-202508050000AWBR", "0908 ", "20250806", "20250806", "01", "", "CME_JDAS1                                                   ", "WY1", 1000.00, "01A=0112525H", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 2.00, 112.328125000, "112.105", "20250805", 0.00, "", "4481", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-2025080500001D25", "2235 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 10.00, 112.218750000, "112.070", "20250805", 0.00, "", "4596", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508050000BK74", "0922 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 15.00, 112.234375000, "112.075", "20250805", 0.00, "", "4472", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-2025080500004EM0", "0355 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 1.00, 112.281250000, "112.090", "20250805", 0.00, "", "4487", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-20250805000037OJ", "0241 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 2.00, 112.234375000, "112.075", "20250805", 0.00, "", "4654", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508050000GBYV", "1106 ", "", "20250919", "01", "", "HWANG                                                       ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "A=", "", "C", "112.750000", "CALL AUG 25 CBT 10YR TNOTE WED WK1 112.75", "S", "2025", "08", "", 20.00, 0.031250000, "0.02", "20250805", 0.00, "", "3563", " ", "", "B", "6URD", "", "", " ", "", "USD", "US", "F", "UDN80482-202508050000BQ0K", "0924 ", "20250806", "20250806", "01", "", "CME_JDAS1                                                   ", "WY1", 1000.00, "01A=1127525H", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 5.00, 112.171875000, "112.055", "20250805", 0.00, "", "4559", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-2025080500009FK7", "0840 ", "", "20250919", "01", "", "JDAS_ATS                                                    ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 3.00, 112.218750000, "112.070", "20250805", 0.00, "", "4588", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508050000APDL", "0905 ", "", "20250919", "01", "", "ECHAMO                                                      ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 10.00, 112.312500000, "112.100", "20250805", 0.00, "", "4597", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508050000BRYN", "0925 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "T2", "", "C", "112.500000", "CALL AUG 25 CBT 10YR TNOTE WKLY WK2 112.50", "S", "2025", "08", "", 40.00, 0.140625000, "0.09", "20250805", 0.00, "", "3022", " ", "", "B", "6URD", "", "", " ", "", "USD", "US", "F", "UDN80482-202508050000AN97", "0904 ", "20250808", "20250808", "01", "", "CME_JDAS1                                                   ", "TY2", 1000.00, "01T20112525H", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "17", "", " ", "0", "SEP 25 CBT 30YR TBOND", "B", "2025", "09", "", 1.00, 115.687500000, "115.220", "20250805", 0.00, "", "4490", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-2025080500004GH6", "0359 ", "", "20250919", "01", "", "JDAS                                                        ", "17", 1000.00, "01170000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 5.00, 112.265625000, "112.085", "20250805", 0.00, "", "4643", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508050000FTPG", "1048 ", "", "20250919", "01", "", "HWANG                                                       ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 2.00, 112.281250000, "112.090", "20250805", 0.00, "", "4467", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-2025080500002I63", "0156 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 5.00, 112.343750000, "112.110", "20250805", 0.00, "", "4476", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-20250805000015Q6", "2135 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 2.00, 112.234375000, "112.075", "20250805", 0.00, "", "4591", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508050000B1L9", "0912 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 2.00, 112.281250000, "112.090", "20250805", 0.00, "", "4534", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-2025080500007YFM", "0747 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "A=", "", "C", "112.500000", "CALL AUG 25 CBT 10YR TNOTE WED WK1 112.50", "S", "2025", "08", "", 10.00, 0.093750000, "0.06", "20250805", 0.00, "", "2882", " ", "", "B", "6URD", "", "", " ", "", "USD", "US", "F", "UDN80482-202508050000CMAF", "0942 ", "20250806", "20250806", "01", "", "CME_JDAS1                                                   ", "WY1", 1000.00, "01A=0112525H", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 3.00, 112.171875000, "112.055", "20250805", 0.00, "", "4570", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-2025080500009Q6X", "0850 ", "", "20250919", "01", "", "ECHAMO                                                      ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 1.00, 112.250000000, "112.080", "20250805", 0.00, "", "4679", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508050000KDF3", "1430 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 1.00, 112.312500000, "112.100", "20250805", 0.00, "", "4474", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-2025080500001XEJ", "0037 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
