RECORD I D,FIRM,OFFICE,SALESMAN,ACCOUNT,EXCHANGE,EXCHANGE_NAME,FUTURES CODE,SYMBOL,PUT/CALL,STRIKE PRICE,DESCRIPTION,B/S,CONTRACT YEAR,CONTRACT MONTH,CONTRACT DAY,QTY,TRADE PRICE,PRINTABLE TRADE PRICE,TRADE DATE,CASH AMOUNT,SUB-ACCOUNT,ORDER NUMBER,SPREAD CODE,TRADE TYPE,COMMENT CODE,EXEC BROKER,OPP BROKER,OPP FIRM,G/I CODE,G.I FIRM,CURR SYMBOL,PROD CURR,PROD TYPE,TRACER,EXEC TIME,OPT EXP DATE,LAST TRD DATE,TRADED EXCHG,SUB EXCHANGE,SOURCE REFRNCE,EXCH COMM CD,MULT FACTOR,CUSIP,CHIT NUMBER,EXTERNAL ACCOUNT
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 1.00, 111.078125000, "111.025", "20250730", 0.00, "", "7751", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202507300000CUO2", "0906 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 1.00, 110.968750000, "110.310", "20250730", 0.00, "", "7810", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202507300000MTG4", "1403 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 1.00, 111.062500000, "111.020", "20250730", 0.00, "", "7750", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202507300000CRE9", "0902 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 1.00, 111.390625000, "111.125", "20250730", 0.00, "", "7712", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-2025073000000I7C", "1730 ", "", "20250919", "01", "", "JDAS", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 1.00, 111.156250000, "111.050", "20250730", 0.00, "", "7794", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202507300000LMK4", "1345 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 1.00, 111.234375000, "111.075", "20250730", 0.00, "", "7757", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202507300000J6KD", "1300 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 1.00, 111.234375000, "111.075", "20250730", 0.00, "", "7763", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202507300000JFPN", "1303 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 1.00, 111.187500000, "111.060", "20250730", 0.00, "", "7731", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-2025073000008VSS", "0730 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 1.00, 111.046875000, "111.015", "20250730", 0.00, "", "7824", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202507300000OEWO", "1440 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 1.00, 111.140625000, "111.045", "20250730", 0.00, "", "7732", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202507300000983J", "0735 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
