RECORD I D,FIRM,OFFICE,SALESMAN,ACCOUNT,EXCHANGE,EXCHANGE_NAME,FUTURES CODE,SYMBOL,PUT/CALL,STRIKE PRICE,DESCRIPTION,B/S,CONTRACT YEAR,CONTRACT MONTH,CONTRACT DAY,QTY,TRADE PRICE,PRINTABLE TRADE PRICE,TRADE DATE,CASH AMOUNT,SUB-ACCOUNT,ORDER NUMBER,SPREAD CODE,TRADE TYPE,COMMENT CODE,EXEC BROKER,OPP BROKER,OPP FIRM,G/I CODE,G.I FIRM,CURR SYMBOL,PROD CURR,PROD TYPE,TRACER,EXEC TIME,OPT EXP DATE,LAST TRD DATE,TRADED EXCHG,SUB EXCHANGE,SOURCE REFRNCE,EXCH COMM CD,MULT FACTOR,CUSIP,CHIT NUMBER,EXTERNAL ACCOUNT
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 1.00, 110.968750000, "110.310", "20250731", 0.00, "", "7889", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202507310000P6BM", "1556 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 1.00, 111.125000000, "111.040", "20250731", 0.00, "", "7847", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202507310000A5MT", "0730 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "KK", "", "P", "110.500000", "PUT AUG 25 CBT 10YR T NOTE W1 TUES OPT 110.50", "B", "2025", "08", "", 1.00, 0.125000000, "0.08", "20250731", 0.00, "", "8369", " ", "", "B", "6URD", "", "", " ", "", "USD", "US", "F", "UDN80482-202507310000P22M", "1535 ", "20250805", "20250805", "01", "", "CME_JDAS1                                                   ", "GY1", 1000.00, "01KK0110525T", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 1.00, 111.156250000, "111.050", "20250731", 0.00, "", "7864", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202507310000LHJG", "1300 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 1.00, 111.125000000, "111.040", "20250731", 0.00, "", "7851", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202507310000ATFL", "0752 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 1.00, 111.078125000, "111.025", "20250731", 0.00, "", "7877", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202507310000O2BG", "1459 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 1.00, 111.125000000, "111.040", "20250731", 0.00, "", "7853", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202507310000B0NQ", "0759 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 1.00, 110.953125000, "110.305", "20250731", 0.00, "", "7880", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202507310000OZBI", "1532 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 1.00, 110.968750000, "110.310", "20250731", 0.00, "", "7885", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202507310000P3JC", "1550 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 1.00, 111.000000000, "111.000", "20250731", 0.00, "", "7844", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-2025073100000LDL", "1703 ", "", "20250919", "01", "", "ECHAMO", "21", 1000.00, "01210000025I", "", "UDN80482"
