RECORD I D,FIRM,OFFICE,SALESMAN,ACCOUNT,EXCHANGE,EXCHANGE_NAME,FUTURES CODE,SYMBOL,PUT/CALL,STRIKE PRICE,DESCRIPTION,B/S,CONTRACT YEAR,CONTRACT MONTH,CONTRACT DAY,QTY,TRADE PRICE,PRINTABLE TRADE PRICE,TRADE DATE,CASH AMOUNT,SUB-ACCOUNT,ORDER NUMBER,SPREAD CODE,TRADE TYPE,COMMENT CODE,EXEC BROKER,OPP BROKER,OPP FIRM,G/I CODE,G.I FIRM,CURR SYMBOL,PROD CURR,PROD TYPE,TRACER,EXEC TIME,OPT EXP DATE,LAST TRD DATE,TRADED EXCHG,SUB EXCHANGE,SOURCE REFRNCE,EXCH COMM CD,MULT FACTOR,CUSIP,CHIT NUMBER,EXTERNAL ACCOUNT
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "17", "", " ", "0", "SEP 25 CBT 30YR TBOND", "S", "2025", "09", "", 1.00, 115.375000000, "115.120", "20250804", 0.00, "", "4308", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-2025080400007VPR", "0549 ", "", "20250919", "01", "", "JDAS                                                        ", "17", 1000.00, "01170000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 10.00, 112.312500000, "112.100", "20250804", 0.00, "", "4271", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-2025080400001A0M", "1729 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 5.00, 112.343750000, "112.110", "20250804", 0.00, "", "4381", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508040000HJXZ", "1103 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 5.00, 112.343750000, "112.110", "20250804", 0.00, "", "4380", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508040000HJ1P", "1102 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 2.00, 112.312500000, "112.100", "20250804", 0.00, "", "4384", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508040000HQRN", "1112 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 5.00, 112.343750000, "112.110", "20250804", 0.00, "", "4397", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508040000K5AR", "1320 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 50.00, 112.359375000, "112.115", "20250804", 0.00, "", "4266", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-20250804000014AR", "1708 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "17", "", " ", "0", "SEP 25 CBT 30YR TBOND", "S", "2025", "09", "", 1.00, 115.218750000, "115.070", "20250804", 0.00, "", "4307", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-20250804000072T3", "0440 ", "", "20250919", "01", "", "JDAS                                                        ", "17", 1000.00, "01170000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 1.00, 112.125000000, "112.040", "20250804", 0.00, "", "4337", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508040000EFRP", "0944 ", "", "20250919", "01", "", "JDAS_ATS                                                    ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 10.00, 112.328125000, "112.105", "20250804", 0.00, "", "4375", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508040000H2WV", "1049 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 1.00, 112.234375000, "112.075", "20250804", 0.00, "", "4367", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508040000GDQ4", "1030 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 1.00, 112.234375000, "112.075", "20250804", 0.00, "", "4367", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508040000GDQA", "1030 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 10.00, 112.156250000, "112.050", "20250804", 0.00, "", "4346", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508040000EBA9", "0939 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 5.00, 112.078125000, "112.025", "20250804", 0.00, "", "4291", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-2025080400002FM8", "2040 ", "", "20250919", "01", "", "JDAS_ATS                                                    ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "17", "", " ", "0", "SEP 25 CBT 30YR TBOND", "S", "2025", "09", "", 1.00, 115.781250000, "115.250", "20250804", 0.00, "", "4321", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-2025080400009YHE", "0743 ", "", "20250919", "01", "", "JDAS                                                        ", "17", 1000.00, "01170000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 5.00, 112.312500000, "112.100", "20250804", 0.00, "", "4373", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508040000H12O", "1047 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 3.00, 112.093750000, "112.030", "20250804", 0.00, "", "4358", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508040000F150", "0953 ", "", "20250919", "01", "", "JDAS_ATS                                                    ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 10.00, 112.406250000, "112.130", "20250804", 0.00, "", "4412", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508040000KREL", "1400 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "A=", "", "C", "112.250000", "CALL AUG 25 CBT 10YR TNOTE WED WK1 112.25", "S", "2025", "08", "", 30.00, 0.218750000, "0.14", "20250804", 0.00, "", "6147", " ", "", "B", "6URD", "", "", " ", "", "USD", "US", "F", "UDN80482-2025080400007X9P", "0554 ", "20250806", "20250806", "01", "", "CME_JDAS1                                                   ", "WY1", 1000.00, "01A=1122525H", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 1.00, 112.390625000, "112.125", "20250804", 0.00, "", "4447", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508040000LX7J", "1554 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 1.00, 112.125000000, "112.040", "20250804", 0.00, "", "4337", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508040000EFR6", "0944 ", "", "20250919", "01", "", "JDAS_ATS                                                    ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 10.00, 112.406250000, "112.130", "20250804", 0.00, "", "4433", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508040000LPIQ", "1514 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "17", "", " ", "0", "SEP 25 CBT 30YR TBOND", "S", "2025", "09", "", 1.00, 115.125000000, "115.040", "20250804", 0.00, "", "4290", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-2025080400002KKS", "2111 ", "", "20250919", "01", "", "JDAS                                                        ", "17", 1000.00, "01170000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 4.00, 112.218750000, "112.070", "20250804", 0.00, "", "4368", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508040000FN2I", "1005 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 10.00, 112.343750000, "112.110", "20250804", 0.00, "", "4278", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-2025080400001E4L", "1809 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 10.00, 112.375000000, "112.120", "20250804", 0.00, "", "4323", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-2025080400009YEC", "0743 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 2.00, 112.343750000, "112.110", "20250804", 0.00, "", "4410", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508040000KMS3", "1354 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 1.00, 112.125000000, "112.040", "20250804", 0.00, "", "4337", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508040000EFP6", "0944 ", "", "20250919", "01", "", "JDAS_ATS                                                    ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 1.00, 112.125000000, "112.040", "20250804", 0.00, "", "4337", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508040000EFRK", "0944 ", "", "20250919", "01", "", "JDAS_ATS                                                    ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 2.00, 112.328125000, "112.105", "20250804", 0.00, "", "4391", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508040000IHA6", "1156 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 4.00, 112.328125000, "112.105", "20250804", 0.00, "", "4285", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-2025080400001G0N", "1827 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 10.00, 112.312500000, "112.100", "20250804", 0.00, "", "4385", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508040000HS12", "1113 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 1.00, 112.234375000, "112.075", "20250804", 0.00, "", "4367", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508040000GDPV", "1030 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 10.00, 112.296875000, "112.095", "20250804", 0.00, "", "4272", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-2025080400001AIL", "1732 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 5.00, 112.390625000, "112.125", "20250804", 0.00, "", "4442", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508040000LX30", "1553 ", "", "20250919", "01", "", "HWANG                                                       ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 5.00, 112.203125000, "112.065", "20250804", 0.00, "", "4344", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508040000CNKL", "0856 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 5.00, 112.140625000, "112.045", "20250804", 0.00, "", "4350", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508040000EEVT", "0943 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 5.00, 112.031250000, "112.010", "20250804", 0.00, "", "4294", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-2025080400002N2B", "2131 ", "", "20250919", "01", "", "JDAS_ATS                                                    ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 5.00, 112.312500000, "112.100", "20250804", 0.00, "", "4390", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508040000INH1", "1204 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 10.00, 112.421875000, "112.135", "20250804", 0.00, "", "4414", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508040000KV35", "1407 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "17", "", " ", "0", "SEP 25 CBT 30YR TBOND", "S", "2025", "09", "", 1.00, 115.812500000, "115.260", "20250804", 0.00, "", "4324", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508040000A7DR", "0753 ", "", "20250919", "01", "", "JDAS                                                        ", "17", 1000.00, "01170000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 1.00, 112.234375000, "112.075", "20250804", 0.00, "", "4349", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508040000E2XU", "0930 ", "", "20250919", "01", "", "JDAS_ATS                                                    ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 5.00, 112.218750000, "112.070", "20250804", 0.00, "", "4336", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508040000BTE1", "0838 ", "", "20250919", "01", "", "JDAS_ATS                                                    ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "T2", "", "C", "112.500000", "CALL AUG 25 CBT 10YR TNOTE WKLY WK2 112.50", "B", "2025", "08", "", 100.00, 0.234375000, "0.15", "20250804", 0.00, "", "2764", " ", "", "B", "6URD", "", "", " ", "", "USD", "US", "F", "UDN80482-202508040000HN8C", "1108 ", "20250808", "20250808", "01", "", "CME_JDAS1                                                   ", "TY2", 1000.00, "01T20112525H", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 5.00, 112.187500000, "112.060", "20250804", 0.00, "", "4345", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508040000DI5P", "0915 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 5.00, 112.359375000, "112.115", "20250804", 0.00, "", "4408", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508040000KNDN", "1355 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "A=", "", "C", "112.250000", "CALL AUG 25 CBT 10YR TNOTE WED WK1 112.25", "S", "2025", "08", "", 20.00, 0.265625000, "0.17", "20250804", 0.00, "", "3289", " ", "", "B", "6URD", "", "", " ", "", "USD", "US", "F", "UDN80482-202508040000I4UE", "1135 ", "20250806", "20250806", "01", "", "CME_JDAS1                                                   ", "WY1", 1000.00, "01A=1122525H", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 5.00, 112.265625000, "112.085", "20250804", 0.00, "", "4342", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508040000CIIK", "0852 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 2.00, 112.046875000, "112.015", "20250804", 0.00, "", "4299", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-2025080400002JTG", "2106 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 5.00, 112.312500000, "112.100", "20250804", 0.00, "", "4398", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508040000K9NU", "1328 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 1.00, 112.234375000, "112.075", "20250804", 0.00, "", "4367", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508040000GDQG", "1030 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 1.00, 112.234375000, "112.075", "20250804", 0.00, "", "4367", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202508040000GDO3", "1030 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
