Key,BID,ASK,STRIKE,ITYPE,ADJTHEOR,IVBID,IVASK,IVAVERAGE,POS.POSITION,POS.STARTOFDAYPOS,POS.PREMIUM,POS.PRICE,POS.MARKETVALUE,UTOTAL.PREMIUM,UTOTAL.YESTERDAYPL
Type,VAR_PRICE,VAR_PRICE,VAR_PRICE,VAR_STRING,VAR_DOUBLE,VAR_DOUBLE,VAR_DOUBLE,VAR_DOUBLE,VAR_INT32,VAR_INT32,VAR_DOUBLE,VAR_DOUBLE,VAR_DOUBLE,VAR_DOUBLE,VAR_DOUBLE
XCME.OZN.AUG25.110:25.C,.9218750,.9375000,110.2500000,C,.9313687,378.3413747,507.8326460,455.7527319,0,0,0,,,0,0
XCME.VY3.21JUL25.110:75.P,INVALID,INVALID,110.7500000,P,,,,,0,0,0,,,0,0
XCME.OZN.AUG25.112:25.P,1.0937500,1.1250000,112.2500000,P,1.1039416,512.3724826,695.4688167,618.1040893,0,0,0,,,0,0
XCME.HY4.24JUL25.111.C,.2656250,.2968750,111,C,.2831820,412.2496177,492.3183246,452.5022170,0,0,0,,,0,0
XCME.HY4.24JUL25.110:25.P,INVALID,.0156250,110.2500000,P,.0114525,,568.9349565,495.4215028,0,0,0,,,0,0
XCME.VY3.21JUL25.111:5.P,INVALID,INVALID,111.5000000,P,,,,,0,0,0,,,0,0
XCME.VY3.21JUL25.111:75.C,INVALID,INVALID,111.7500000,C,,,,,0,0,0,,,0,0
XCME.VY3.21JUL25.111:25.C,INVALID,INVALID,111.2500000,C,,,,,0,0,0,,,0,0
XCME.VY3.21JUL25.110:25.C,INVALID,INVALID,110.2500000,C,,,,,0,0,0,,,0,0
XCME.VY3.21JUL25.112:5.C,INVALID,INVALID,112.5000000,C,,,,,0,0,0,,,0,0
XCME.VY3.21JUL25.110.C,INVALID,INVALID,110,C,,,,,0,0,0,,,0,0
XCME.VY3.21JUL25.111.C,INVALID,INVALID,111,C,,,,,0,0,0,,,0,0
XCME.OZN.AUG25.113.C,.0069999,.0156250,113,C,.0121512,729.5906185,835.0424087,788.6781402,0,0,0,,,0,0
XCME.OZN.AUG25.110.P,INVALID,.0156250,110,P,.0073650,,581.1381412,509.9802962,0,0,0,,,0,0
XCME.OZN.AUG25.110:25.P,.0069999,.0156250,110.2500000,P,.0138062,410.4763551,480.7321921,449.3936150,0,0,0,,,0,0
XCME.OZN.AUG25.111:75.P,.6250000,.6562500,111.7500000,P,.6388590,451.4726802,550.5594895,503.1949544,0,0,0,,,0,0
XCME.VY3.21JUL25.110:25.P,INVALID,INVALID,110.2500000,P,,,,,0,0,0,,,0,0
XCME.VY3.21JUL25.112.P,INVALID,INVALID,112,P,,,,,0,0,0,,,0,0
XCME.VY3.21JUL25.111.P,INVALID,INVALID,111,P,,,,,0,0,0,,,0,0
XCME.VY3.21JUL25.111:5.C,INVALID,INVALID,111.5000000,C,,,,,0,0,0,,,0,0
XCME.VY3.21JUL25.112:75.P,INVALID,INVALID,112.7500000,P,,,,,0,0,0,,,0,0
XCME.VY3.21JUL25.112:25.P,INVALID,INVALID,112.2500000,P,,,,,0,0,0,,,0,0
XCME.VY3.21JUL25.112:25.C,INVALID,INVALID,112.2500000,C,,,,,0,0,0,,,0,0
XCME.VY3.21JUL25.112:75.C,INVALID,INVALID,112.7500000,C,,,,,0,0,0,,,0,0
XCME.VY3.21JUL25.113.P,INVALID,INVALID,113,P,,,,,0,0,0,,,0,0
XCME.VY3.21JUL25.112:5.P,INVALID,INVALID,112.5000000,P,,,,,0,0,0,,,0,0
XCME.WY4.23JUL25.111.C,.2343750,.2500000,111,C,.2449200,406.0494114,458.8660954,432.6354341,0,0,0,,,0,0
XCME.VY3.21JUL25.110:75.C,INVALID,INVALID,110.7500000,C,,,,,0,0,0,,,0,0
XCME.WY4.23JUL25.112.P,.8281250,.8593750,112,P,.8463880,,756.7711225,659.4324263,0,0,0,,,0,0
XCME.HY4.24JUL25.111:5.C,.0625000,.0937500,111.5000000,C,.0749723,442.3274008,536.0868547,490.1903441,0,0,0,,,0,0
XCME.HY4.24JUL25.110:25.C,.9062500,.9375000,110.2500000,C,.9255150,,624.5349680,535.5764558,0,0,0,,,0,0
XCME.HY4.24JUL25.110.C,1.1562500,1.1875000,110,C,1.1707177,,751.1450646,650.0502685,0,0,0,,,0,0
XCME.VY3.21JUL25.113.C,INVALID,INVALID,113,C,,,,,0,0,0,,,0,0
XCME.VY3.21JUL25.110.P,INVALID,INVALID,110,P,,,,,0,0,0,,,0,0
XCME.VY3.21JUL25.111:75.P,INVALID,INVALID,111.7500000,P,,,,,0,0,0,,,0,0
XCME.VY3.21JUL25.110:5.P,INVALID,INVALID,110.5000000,P,,,,,0,0,0,,,0,0
XCME.HY4.24JUL25.111:25.C,.1406250,.1718750,111.2500000,C,.1517183,434.4403621,510.8875756,472.7115748,0,0,0,,,0,0
XCME.OZN.AUG25.111:75.C,.0468750,.0625000,111.7500000,C,.0564218,466.3179274,516.6201139,492.0624851,0,0,0,,,0,0
XCME.VY3.21JUL25.111:25.P,INVALID,INVALID,111.2500000,P,,,,,0,0,0,,,0,0
XCME.HY4.24JUL25.111:75.C,.0312500,.0468750,111.7500000,C,.0372048,488.1819647,555.6688399,523.1985223,0,0,0,,,0,0
XCME.HY4.24JUL25.112.C,.0156250,.0312500,112,C,.0206608,529.6928672,628.5036502,583.1137338,0,0,0,,,0,0
XCME.HY4.24JUL25.112:5.P,1.3281250,1.3593750,112.5000000,P,1.3466157,,835.4177660,726.2640248,0,0,0,,,0,0
XCME.OZN.AUG25.110.C,1.1562500,1.1875000,110,C,1.1749275,,611.8804973,514.5214260,0,0,0,,,0,0
XCME.OZN.AUG25.111:5.C,.0937500,.1093750,111.5000000,C,.1020920,449.3344992,486.7596027,468.1702585,0,0,0,,,0,0
XCME.HY4.24JUL25.110:75.C,.4531250,.4843750,110.7500000,C,.4677512,415.0480049,523.3234534,471.4428734,0,0,0,,,0,0
XCME.HY4.24JUL25.112:75.C,.0069999,.0156250,112.7500000,C,.0096672,766.5537301,881.2611412,830.7229976,0,0,0,,,0,0
XCME.HY4.24JUL25.110.P,INVALID,.0156250,110,P,.0066552,,688.1180609,603.8059158,0,0,0,,,0,0
XCME.HY4.24JUL25.110:75.P,.0312500,.0625000,110.7500000,P,.0536895,384.1440152,497.8139137,443.9687950,0,0,0,,,0,0
XCME.HY4.24JUL25.112:25.P,1.0781250,1.1093750,112.2500000,P,1.0994704,,711.5549482,613.9136862,0,0,0,,,0,0
XCME.HY4.24JUL25.112:25.C,.0069999,.0312500,112.2500000,C,.0135329,558.4840379,762.8505785,679.5357764,0,0,0,,,0,0
XCME.HY4.24JUL25.111:25.P,.2187500,.2500000,111.2500000,P,.2376558,415.2606686,491.8100597,453.5894256,0,0,0,,,0,0
XCME.HY4.24JUL25.113.P,1.8281250,1.8593750,113,P,1.8453792,,1073.5683556,943.2307205,0,0,0,,,0,0
XCME.VY3.21JUL25.110:5.C,INVALID,INVALID,110.5000000,C,,,,,0,0,0,,,0,0
XCME.VY3.21JUL25.112.C,INVALID,INVALID,112,C,,,,,0,0,0,,,0,0
XCME.HY4.24JUL25.113.C,.0069999,.0156250,113,C,.0094417,867.2967898,992.6693009,937.5044800,0,0,0,,,0,0
XCME.OZN.AUG25.110:75.C,.4687500,.5000000,110.7500000,C,.4858744,388.9590945,475.3300203,433.4658392,0,0,0,,,0,0
XCME.OZN.AUG25.112:25.C,.0156250,.0312500,112.2500000,C,.0215041,546.8020799,641.1851844,598.0388162,0,0,0,,,0,0
XCME.HY4.24JUL25.110:5.P,.0156250,.0312500,110.5000000,P,.0238526,443.1418028,531.8620052,490.9211053,0,0,0,,,0,0
XCME.HY4.24JUL25.112.P,.8437500,.8750000,112,P,.8565983,459.1717249,669.0510348,583.1137338,0,0,0,,,0,0
XCME.WY4.23JUL25.110:5.P,INVALID,.0156250,110.5000000,P,.0101962,,559.0201201,480.6881859,0,0,0,,,0,0
XCME.WY4.23JUL25.110.C,1.1562500,1.1875000,110,C,1.1709819,,912.4338783,767.3028133,0,0,0,,,0,0
XCME.WY4.23JUL25.111:25.P,.1875000,.2031250,111.2500000,P,.1944944,431.2940905,479.7336509,455.5446781,0,0,0,,,0,0
XCME.HY4.24JUL25.111:5.P,.3906250,.4218750,111.5000000,P,.4109097,417.3686083,513.3427946,466.5534599,0,0,0,,,0,0
XCME.WY4.23JUL25.111:25.C,.0937500,.1250000,111.2500000,C,.1120569,396.0452774,493.0626619,444.6888196,0,0,0,,,0,0
XCME.HY4.24JUL25.111:75.P,.6093750,.6406250,111.7500000,P,.6231423,449.4047929,586.2842719,523.2014036,0,0,0,,,0,0
XCME.HY4.24JUL25.111.P,.1093750,.1250000,111,P,.1191195,432.4387256,472.4574389,452.5022987,0,0,0,,,0,0
XCME.HY4.24JUL25.112:75.P,1.5781250,1.6093750,112.7500000,P,1.5956047,,955.9059044,835.9092566,0,0,0,,,0,0
XCME.OZN.AUG25.110:75.P,.0625000,.0781250,110.7500000,P,.0683115,421.4987063,463.9830928,443.0350304,0,0,0,,,0,0
XCME.HY4.24JUL25.110:5.C,.6718750,.7031250,110.5000000,C,.6879151,380.9860529,568.7000027,490.9224108,0,0,0,,,0,0
XCME.HY4.24JUL25.112:5.C,.0069999,.0156250,112.5000000,C,.0106782,663.6928664,767.5144897,721.5483250,0,0,0,,,0,0
XCME.OZN.AUG25.112.P,.8593750,.8750000,112,P,.8655061,507.4786917,576.3529536,543.6043033,0,0,0,,,0,0
XCME.OZN.AUG25.112:5.P,1.3437500,1.3593750,112.5000000,P,1.3484778,606.6196135,724.7182517,672.4366772,0,0,0,,,0,0
XCME.WY4.23JUL25.110:5.C,.6562500,.6875000,110.5000000,C,.6777587,,593.6096705,485.6011017,0,0,0,,,0,0
XCME.WY4.23JUL25.112:75.C,INVALID,.0156250,112.7500000,C,.0069676,,1105.2613488,978.2611339,0,0,0,,,0,0
XCME.GY4.22JUL25.110.P,INVALID,.0069999,110,P,.0016259,,1146.7873033,1028.7200261,0,0,0,,,0,0
XCME.OZN.AUG25.112.C,.0312500,.0468750,112,C,.0330686,527.9113373,593.3549288,562.0131175,0,0,0,,,0,0
XCME.OZN.AUG25.110:5.C,.6875000,.7031250,110.5000000,C,.6980175,398.0636273,467.2919923,434.8189012,0,0,0,,,0,0
XCME.OZN.AUG25.110:5.P,.0156250,.0312500,110.5000000,P,.0304575,374.8784744,449.7843445,415.2063345,0,0,0,,,0,0
XCME.OZN.AUG25.112:5.C,.0069999,.0312500,112.5000000,C,.0160403,557.9533568,750.2300988,672.4366772,0,0,0,,,0,0
XCME.OZN.AUG25.112:75.C,.0069999,.0156250,112.7500000,C,.0134537,644.6248017,741.1732249,698.6129909,0,0,0,,,0,0
XCME.OZN.AUG25.112:75.P,1.5781250,1.6093750,112.7500000,P,1.5958912,,828.3223308,737.4564895,0,0,0,,,0,0
XCME.GY4.22JUL25.112:25.C,INVALID,.0156250,112.2500000,C,.0016105,,1259.2575856,1101.8627402,0,0,0,,,0,0
XCME.GY4.22JUL25.110:5.C,.6562500,.6875000,110.5000000,C,.6667177,,950.0760443,802.8125450,0,0,0,,,0,0
XCME.GY4.22JUL25.112:5.C,INVALID,.0156250,112.5000000,C,.0019429,,1485.4105685,1308.2044503,0,0,0,,,0,0
XCME.WY4.23JUL25.112.C,.0069999,.0156250,112,C,.0139505,563.2150459,663.3341004,618.6779127,0,0,0,,,0,0
XCME.GY4.22JUL25.110:5.P,INVALID,.0069999,110.5000000,P,.0026548,,721.5810409,637.3923810,0,0,0,,,0,0
XCME.GY4.22JUL25.111:5.C,.0069999,.0312500,111.5000000,C,.0124523,422.5845848,649.3686571,552.0440960,0,0,0,,,0,0
XCME.OZN.AUG25.111.C,.2968750,.3281250,111,C,.3106724,410.0877563,476.5932285,443.4586671,0,0,0,,,0,0
XCME.OZN.AUG25.111:25.P,.2500000,.2812500,111.2500000,P,.2655884,418.4296866,482.5593139,450.5197260,0,0,0,,,0,0
XCME.GY4.22JUL25.111:25.C,.0468750,.0781250,111.2500000,C,.0589356,386.1817491,541.0905080,464.4320295,0,0,0,,,0,0
XCME.GY4.22JUL25.112.P,.8281250,.8437500,112,P,.8377765,,888.5319613,787.0238605,0,0,0,,,0,0
XCME.GY4.22JUL25.110:75.C,.4062500,.4375000,110.7500000,C,.4220300,,677.9141452,559.1598382,0,0,0,,,0,0
