key,bid,ask,strike,itype,adjtheor,ivbid,ivask,ivaverage,pos.position,pos.startofdaypos,pos.premium,pos.price,pos.marketvalue,utotal.premium,utotal.yesterdaypl,price_source,midpoint_price,expiry_date,vtexp,calc_vol,implied_vol,delta_F,delta_y,gamma_F,gamma_y,vega_price,vega_y,theta_F,volga_price,vanna_F_price,charm_F,speed_F,color_F,ultima,zomma,greek_calc_success,greek_calc_error,model_version
XCME.ZN.SEP25,110.828125,110.84375,,F,,,,,1000,1000,0.0,110.8359375,110835937.5,22.227,111325071.523,calculated,110.8359375,SEP25,,0.0,0.0,63.0,3.969,0.0042,1.66698e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,futures_hardcoded
XCME.ZN2.11JUL25.110:25.C,0.578125,0.59375,110.25,C,0.5893415,,,722.083393,0,0,0.0,,,22.227,111325071.523,adjtheor,0.5893415,11JUL25,0.0009231701940035274,10.147334147900219,10.147334147900219,0.9713135275613337,61.19275223636402,0.2126361494092695,4.923469692762992,0.001991915151270013,0.1254906545300108,-43.44206751231481,0.7089829041323746,-12.278248846301715,-67480.24069872526,-3423.207332745286,133891.5219574889,-34318.71423171142,8136.243938455136,True,,bachelier_v1.0
XCME.ZN2.11JUL25.110:5.C,0.328125,0.359375,110.5,C,0.3400644,,629.1899122,445.5206252,0,0,0.0,,,22.227,111325071.523,adjtheor,0.3400644,11JUL25,0.0009231701940035274,6.676806142415688,6.676806142415688,0.9511346501890617,59.92148296191089,0.49916169764299106,5.97593830873909,0.0030767470590147084,0.19383506471792664,-44.15178339357595,1.263632220439418,-25.114872174688095,-90821.35335995346,-7098.65612249669,-115418.86135663891,-98462.40434579889,-7013.707793944621,True,,bachelier_v1.0
XCME.ZN2.11JUL25.110:75.C,0.109375,0.125,110.75,C,0.1152256,403.6473271,543.649612,475.4755181,0,0,0.0,,,22.227,111325071.523,adjtheor,0.1152256,11JUL25,0.0009231701940035274,5.211977049493595,5.211977049493595,0.7063229979488153,44.49834887077536,2.1742916504233087,11.596320151915137,0.01046169530038984,0.6590868039245599,-117.19045784832036,0.5911235201654444,-35.85073129330224,-101201.91808724012,5256.704162771232,-1728994.5414432082,571284.5278195285,-105066.55799988448,True,,bachelier_v1.0
XCME.ZN2.11JUL25.111.C,0.0069999,0.03125,111.0,C,0.0124505,397.3048686,680.1820817,553.8993654,0,0,0.0,,,22.227,111325071.523,adjtheor,0.0124505,11JUL25,0.0009231701940035274,5.231297848530628,5.231297848530628,0.15099192498956493,9.51249127434259,1.4733578573275337,6.481923420689154,0.007115402390229083,0.44827035058443226,-80.0012186122784,1.4491321722250634,46.20703704257517,130919.94035223093,625.8651758144849,1593469.4263950232,-329931.9632380432,96831.044804588,True,,bachelier_v1.0
XCME.ZN2.11JUL25.111:25.C,,0.0069999,111.25,C,0.0004299,,804.5976669,699.8589389,0,0,0.0,,,22.227,111325071.523,adjtheor,0.0004299,11JUL25,0.0009231701940035274,,,,,,,,,,,,,,,,,False,Market price 0.000430 below minimum safeguard 0.001953,
XCME.VY2.14JUL25.110:25.C,0.578125,0.609375,110.25,C,0.593654,,671.5688706,546.497886,0,0,0.0,,,22.227,111325071.523,adjtheor,0.593654,14JUL25,0.004478064373897707,5.362697297471617,5.362697297471617,0.9487404530667091,59.770648543202675,0.29314759975910093,5.14821272632405,0.007039794123694296,0.4435070297927407,-16.727166242315207,3.4996318720875457,-32.029809292952606,-19178.61796885503,-2221.941390375609,-17854.62382142306,-16918.325519521124,-2389.6036137405713,True,,bachelier_v1.0
XCME.VY2.14JUL25.110:5.C,0.359375,0.375,110.5,C,0.3612268,452.7732109,550.4741896,503.9372356,0,0,0.0,,,22.227,111325071.523,adjtheor,0.3612268,14JUL25,0.004478064373897707,4.850493900200379,4.850493900200379,0.8496583140829368,53.528473787225025,0.719414689829649,6.423921823082211,0.01562627981065793,0.9844556280714496,-33.5830928807279,3.450836220557464,-49.825518253855286,-26984.69161959488,-163.23639605420126,-160354.93502281583,38415.4568535438,-21461.372473828716,True,,bachelier_v1.0
XCME.VY2.14JUL25.110:75.C,0.171875,0.1875,110.75,C,0.1739872,456.8192602,517.793179,487.3062196,0,0,0.0,,,22.227,111325071.523,adjtheor,0.1739872,14JUL25,0.004478064373897707,4.734585366275009,4.734585366275009,0.6068972221541138,38.234524995709165,1.2136879542152397,7.366095823327565,0.02573234263195562,1.621137585813204,-53.980935669518004,0.3998605598792821,-22.029660571403415,-11645.802723754538,962.6032039198703,-107567.28054703538,46797.54799871397,-14396.447938994144,True,,bachelier_v1.0
XCME.VY2.14JUL25.111.C,0.0625,0.078125,111.0,C,0.0634497,475.443912,540.875602,508.5999654,0,0,0.0,,,22.227,111325071.523,adjtheor,0.0634497,14JUL25,0.004478064373897707,4.8416318825822895,4.8416318825822895,0.3062966548400949,19.29668925492598,1.0831613365990453,5.58551329529001,0.023484171763516526,1.479502821101541,-50.3786059183519,1.2437361776664742,36.70377283846725,19841.849284438205,-1258.8058768649782,168020.97746625319,-65321.622780232545,22487.370159870505,True,,bachelier_v1.0
