key,bid,ask,strike,itype,adjtheor,ivbid,ivask,ivaverage,pos.position,pos.startofdaypos,pos.premium,pos.price,pos.marketvalue,utotal.premium,utotal.yesterdaypl,price_source,midpoint_price,expiry_date,vtexp,calc_vol,implied_vol,delta_F,delta_y,gamma_F,gamma_y,vega_price,vega_y,theta_F,volga_price,vanna_F_price,charm_F,speed_F,color_F,ultima,zomma,greek_calc_success,greek_calc_error,model_version
XCME.ZN.SEP25,111.21875,111.234375,,F,,,,,1000,1000,0.0,111.2265625,111226562.5,22227,0,calculated,111.2265625,SEP25,,,,,,,,,,,,,,,,,,False,Using calculated midpoint (adjtheor not available),
XCME.ZN2.11JUL25.110:25.C,0.96875,1.0,110.25,C,0.9802583,,1090.7195671,911.1372526,0,0,0.0,,,22227,0,adjtheor,0.9802583,11JUL25,0.0034749779541446207,8.136584385931329,8.136584385931329,0.9791257897274334,61.6849247528283,0.10467314659814947,4.527776035703275,0.0029595757925171126,0.18645327492857808,-13.749566606907258,1.5078255585947706,-12.562995094292882,-14707.988233829985,-1397.562887352023,35122.272494922676,-8587.021475863225,4140.841722356389,True,,bachelier_v1.0
XCME.ZN2.11JUL25.110:5.C,0.71875,0.75,110.5,C,0.7312841,,864.4185206,708.7140745,0,0,0.0,,,22227,0,adjtheor,0.7312841,11JUL25,0.0034749779541446207,6.6105608038576635,6.6105608038576635,0.9688731128820959,61.03900611157204,0.18002246284908205,4.783776229152809,0.0041353955569583475,0.2605299200883759,-15.608916986232124,2.1746834444815795,-19.786153481480397,-18819.913736112103,-2132.9188856679957,23002.986459278978,-16971.647118255845,2712.0035038493365,True,,bachelier_v1.0
XCME.ZN2.11JUL25.110:75.C,0.46875,0.5,110.75,C,0.4860762,,637.74681,511.4352418,0,0,0.0,,,22227,0,adjtheor,0.4860762,11JUL25,0.0034749779541446207,5.415986038306654,5.415986038306654,0.9322393292787741,58.73107774456277,0.41014086748540074,5.543254286020407,0.007719028341000679,0.4862987854830428,-23.87028374416352,3.175540852040545,-36.08904376387989,-28123.596716331394,-2354.9178082381727,-67996.15039073091,-13913.188366883927,-8016.60247178656,True,,bachelier_v1.0
XCME.ZN2.11JUL25.111.C,0.25,0.28125,111.0,C,0.2617848,385.4432151,565.2611837,480.8695321,0,0,0.0,,,22227,0,adjtheor,0.2617848,11JUL25,0.0034749779541446207,4.87295478908388,4.87295478908388,0.7848604451856505,49.44620804669598,1.017561996145053,7.335117432479447,0.017230794952894455,1.0855400820323506,-47.94188504798505,2.199642848315545,-47.31038963629613,-33171.63343103312,1055.9016961583218,-274598.0946638106,89153.08756684048,-32374.535202067364,True,,bachelier_v1.0
XCME.ZN2.11JUL25.111:25.C,0.078125,0.109375,111.25,C,0.101896,428.3133498,493.2060025,460.7660716,0,0,0.0,,,22227,0,adjtheor,0.101896,11JUL25,0.0034749779541446207,4.814722858447761,4.814722858447761,0.4670935773988181,29.426895376125543,1.400818903077512,7.521643251389682,0.023437179216866163,1.4765422906625683,-64.43087724769805,0.03319418243043304,6.8190203270524155,4724.014579965996,-404.78740481452155,49819.21408503831,-21441.99012883913,5873.580084778221,True,,bachelier_v1.0
XCME.VY2.14JUL25.110:25.C,0.96875,1.0,110.25,C,0.982267,,786.0174269,656.6946845,0,0,0.0,,,22227,0,adjtheor,0.982267,14JUL25,0.007029872134038801,6.1343343632437515,6.1343343632437515,0.9711987634412927,61.18552209680144,0.12788822729187946,4.586623180574899,0.005514998993720058,0.34744493660436365,-9.548494882442492,3.2411248869045934,-20.359315219766646,-8882.867610066598,-1229.9099841980205,10450.616349575692,-7393.209794745972,1752.4499092811807,True,,bachelier_v1.0
XCME.VY2.14JUL25.110:5.C,0.71875,0.75,110.5,C,0.7371381,,622.9318338,510.7058731,0,0,0.0,,,22227,0,adjtheor,0.7371381,14JUL25,0.007029872134038801,5.418396802496324,5.418396802496324,0.945122416027868,59.542712209755685,0.24443235517906667,4.939666165022761,0.009310584037148439,0.5865667943403517,-14.238681269661331,4.395042079838857,-32.77637085899102,-12631.480322370995,-1340.4124881768282,-12296.58061580077,-7643.3311630775315,-2061.997193639559,True,,bachelier_v1.0
XCME.VY2.14JUL25.110:75.C,0.484375,0.515625,110.75,C,0.5019593,323.0620823,548.6060694,459.5932793,0,0,0.0,,,22227,0,adjtheor,0.5019593,14JUL25,0.007029872134038801,4.922832111123685,4.922832111123685,0.8758726349521244,55.17997600198384,0.49629815024270524,5.64847242511222,0.017175330667910053,1.0820458320783333,-23.863941167554536,4.651064236750671,-48.0449224930102,-16822.289418310902,-462.4425488378005,-67936.98789008902,11591.310373719232,-11392.262837172937,True,,bachelier_v1.0
XCME.VY2.14JUL25.111.C,0.28125,0.3125,111.0,C,0.2966333,407.3576002,518.7269824,464.2258917,0,0,0.0,,,22227,0,adjtheor,0.2966333,14JUL25,0.007029872134038801,4.730024761728904,4.730024761728904,0.7160959101455421,45.11404233916915,0.8544840670622292,6.3990500847812655,0.028412850694028272,1.7900095937237812,-37.93152131733563,1.960438384002788,-40.92875961457428,-13769.386039498466,829.1693633587945,-92828.16883698475,36756.81052166065,-15566.231752801534,True,,bachelier_v1.0
