key,bid,ask,strike,itype,adjtheor,ivbid,ivask,ivaverage,pos.position,pos.startofdaypos,pos.premium,pos.price,pos.marketvalue,utotal.premium,utotal.yesterdaypl,midpoint_price,expiry_date,vtexp,calc_vol,implied_vol,delta_F,delta_y,gamma_F,gamma_y,vega_price,vega_y,theta_F,volga_price,vanna_F_price,charm_F,speed_F,color_F,ultima,zomma,greek_calc_success,greek_calc_error,model_version
XCME.WY3.16JUL25.111:25.C,0.3125,0.34375,111.25,C,0.331954,501.6031915,558.6778088,530.1476234,0,0,0.0,,,110897227,390625,0.328125,16JUL25,0.01890707671957672,5.316137570570147,5.316137570570147,0.538314654413299,33.913823228037835,0.5432410209767683,4.417045160792649,0.05460257879800306,3.439962464274193,-30.461721444485978,0.09503098138372422,-7.185034958253064,-1010.1147536964177,70.82251975253548,-4132.778143355221,1457.828829654797,-1136.5388375044888,True,,bachelier_v1.0
XCME.ZN3.18JUL25.110:25.C,1.09375,1.125,110.25,C,1.1087542,441.251945,551.6099889,501.5577972,0,0,0.0,,,110897227,390625,1.109375,18JUL25,0.027256944444444445,5.0421606108880885,5.0421606108880885,0.9007342196644563,56.74625583886075,0.2096906933311549,4.61534608442207,0.028818608027484996,1.8155723057315547,-10.577474086027888,9.448589906735693,-44.511586902122005,-4117.016319702452,-211.53788107480983,-6661.139151596391,467.442278534493,-2199.4651564386136,True,,bachelier_v1.0
XCME.ZN3.18JUL25.110:5.C,0.875,0.90625,110.5,C,0.8890003,458.2947161,535.9629807,498.6218022,0,0,0.0,,,110897227,390625,0.890625,18JUL25,0.027256944444444445,5.017711563378147,5.017711563378147,0.8389685714504419,52.85502000137784,0.29494557490642426,4.694306986895454,0.040338964586580435,2.5413547689545677,-14.734070177309281,7.8829570068664845,-48.21870266144518,-4438.273380359408,6.856999348672804,-10819.388166008897,2619.90172898019,-3572.492143392284,True,,bachelier_v1.0
XCME.ZN3.18JUL25.110:75.C,0.6875,0.703125,110.75,C,0.6899787,493.0892327,522.7657859,508.0278693,0,0,0.0,,,110897227,390625,0.6953125,18JUL25,0.027256944444444445,5.100214611836337,5.100214611836337,0.7508945485735106,47.306356560131164,0.37667581377953246,4.648783408899709,0.052364065248281806,3.298936110641754,-19.440798596137448,4.709953438813047,-42.12036970906846,-3940.7007906553,163.9940780338805,-11893.087263836134,3822.490661150428,-3927.0206557721253,True,,bachelier_v1.0
XCME.ZN3.18JUL25.111.C,0.515625,0.53125,111.0,C,0.5188395,500.2491271,525.5896261,512.941595,0,0,0.0,,,110897227,390625,0.5234375,18JUL25,0.027256944444444445,5.154753302087366,5.154753302087366,0.6466830769573473,40.74103384831288,0.4367188921415464,4.449406206130656,0.06136023780590971,3.865694981772312,-23.024341288216863,1.6862966712770233,-27.137384068883264,-2566.0711974559017,165.78339332107026,-8618.580500530412,3087.3460667943395,-2845.799656404852,True,,bachelier_v1.0
XCME.ZN3.18JUL25.111:25.C,0.359375,0.390625,111.25,C,0.3763642,487.9946125,535.370044,511.6861088,0,0,0.0,,,110897227,390625,0.375,18JUL25,0.027256944444444445,5.1421477217146165,5.1421477217146165,0.5330037421151258,33.579235753252924,0.46831426777461754,4.0973550456809855,0.0656385694059272,4.135229872573413,-24.5694791721416,0.08756153601568667,-6.4036174639345145,-604.035918626497,45.37475691543259,-2129.642572935461,803.5678344017709,-703.1942327337891,True,,bachelier_v1.0
XCME.WY2.09JUL25.110:25.P,,,110.25,P,,,,,0,0,0.0,,,110897227,390625,,09JUL25,2.7557319223985893e-06,20.0,20.0,0.0,0.0,2.5545077919488875e-225,4.2,1.4079077336578969e-229,8.86981872204475e-228,-2.0273871364673712e-222,7.315911368879498e-225,-1.367060810535147e-223,-4.960790269269941e-217,-2.5752951978217563e-216,1.5483571586095036e-212,7.991491431006372e-212,5.140668815104973e-215,True,,bachelier_v1.0
XCME.WY2.09JUL25.110:5.P,,,110.5,P,,,,,0,0,0.0,,,110897227,390625,,09JUL25,2.7557319223985893e-06,20.0,20.0,0.0,0.0,3.301315124374725e-132,4.2,1.81950789482734e-136,1.1462899737412242e-134,-2.6200913685513695e-129,5.553741340062155e-132,-1.3540550314818206e-130,-4.913594898241231e-124,-1.4973352722780823e-123,8.990276833415861e-120,2.7126201880575576e-119,2.9848433547596815e-122,True,,bachelier_v1.0
XCME.WY2.09JUL25.110:75.P,,,110.75,P,,,,,0,0,0.0,,,110897227,390625,,09JUL25,2.7557319223985893e-06,20.0,20.0,0.0,0.0,1.012907081534169e-63,4.2,5.582600758014601e-68,3.517038477549199e-66,-8.038945091541023e-61,8.23636144637388e-64,-2.8883678496872786e-62,-1.0481309252945196e-55,-1.5411327147129698e-55,9.220570887647549e-52,1.3280020152910777e-51,3.061302810920049e-54,True,,bachelier_v1.0
XCME.WY2.09JUL25.111.P,,,111.0,P,,,,,0,0,0.0,,,110897227,390625,,09JUL25,2.7557319223985893e-06,20.0,20.0,0.0,0.0,7.378279610201649e-20,4.2,4.066512130843061e-24,2.5619026424311284e-22,-5.855777468414007e-17,1.8925305213545184e-20,-1.181677593821358e-18,-4.2880716524589435e-12,-1.974202644615261e-12,1.1634190960335717e-08,5.0034118132954435e-09,3.862643856181343e-11,True,,bachelier_v1.0
XCME.WY2.09JUL25.111:25.P,,,111.25,P,,,,,0,0,0.0,,,110897227,390625,,09JUL25,2.7557319223985893e-06,20.0,20.0,-0.01709618716778072,-1.0770597915701852,1.2759788842689062,9.19255620555861,7.03251148737272e-05,0.004430482237044814,-1012.6816541816717,0.015770613041043303,-4.485863265007873,-16278300.616060568,-283654.15726823884,728122035.5489998,-23864876.97941801,2417423.0221526637,True,,bachelier_v1.0
XCME.ZN2.11JUL25.110:25.P,,0.015625,110.25,P,0.0056134,,761.3272719,665.7884344,200,200,2199.9999999,0.0056134,1122.6818,110897227,390625,,11JUL25,0.007415674603174603,20.0,20.0,-0.2671522257416984,-16.830590221726997,0.19096017651629446,3.8358815924780396,0.02832197062419248,1.7842841493241264,-151.55569564785273,0.546895073400014,-10.21935319637982,-13780.746517660013,42.2932171044484,-20914.14071055889,451.56708726178084,-3602.0136456209707,True,,bachelier_v1.0
XCME.ZN2.11JUL25.110:5.P,,0.015625,110.5,P,0.0098793,,615.4078207,532.1933073,-100,-100,-3900.0,0.0098793,-987.935,110897227,390625,,11JUL25,0.007415674603174603,20.0,20.0,-0.3169329029749275,-19.966772887420433,0.20679681251297474,3.6896583563693013,0.030670757411398533,1.9322577169181074,-164.12445437537679,0.3478904507378458,-8.481900513227478,-11437.800290746889,44.215401078549064,-18416.61411117881,424.4603081112147,-3171.8680797203588,True,,bachelier_v1.0
XCME.ZN2.11JUL25.110:75.P,0.0069999,0.03125,110.75,P,0.0206536,392.4370341,567.1023921,493.9129427,0,0,0.0,,,110897227,390625,0.01912495,11JUL25,0.007415674603174603,5.036378555574703,5.036378555574703,-0.09425828949078696,-5.938272237919579,0.38746392596101725,5.341959506277972,0.014471058713365244,0.9116766989420103,-19.500128369352552,4.968443133043509,-43.87587585727599,-14899.219025875573,-856.6180094081193,-43657.244733657215,1891.5240761558657,-7519.027123187279,True,,bachelier_v1.0
XCME.ZN2.11JUL25.111.P,0.046875,0.0625,111.0,P,0.0527441,448.8519593,508.3164653,479.1112173,0,0,0.0,,,110897227,390625,0.0546875,11JUL25,0.007415674603174603,4.907989287047485,4.907989287047485,-0.22426428425864842,-14.12864990829485,0.7082862291175417,6.069278049481199,0.025778822077801942,1.6240657909015224,-33.852088987439494,3.016819732443358,-46.22522982333021,-15296.850583700754,540.5794562321686,-87790.61263393637,28806.69122083409,-15120.056283508342,True,,bachelier_v1.0
XCME.ZN2.11JUL25.111:25.P,0.125,0.140625,111.25,P,0.1308837,446.4295934,491.6995851,469.0790679,0,0,0.0,,,110897227,390625,0.1328125,11JUL25,0.007415674603174603,4.820287057266359,4.820287057266359,-0.43274547547721554,-27.26296495506458,0.9473955291837319,6.142681858325926,0.03386529771387576,2.133513755974173,-43.67637625703475,0.20158146929219461,-13.819456674331047,-4491.415259591773,375.51227437819233,-32150.1181083064,13703.986169794865,-5537.170555421345,True,,bachelier_v1.0
XCME.VY2.14JUL25.110:25.P,,0.015625,110.25,P,0.0089577,,635.8483643,556.1096185,100,100,3900.0,0.0089577,895.7748,110897227,390625,,14JUL25,0.010970568783068783,20.0,20.0,-0.3046981313162207,-19.195982272921903,0.16713912304876208,3.5836430278524096,0.03667222491496483,2.3103501696427844,-132.6500976577477,0.4786734314731163,-8.944554631906406,-8153.227794087406,30.12393350069141,-10660.272725802957,242.43168278709203,-2233.1242288313097,True,,bachelier_v1.0
XCME.VY2.14JUL25.110:5.P,0.0069999,0.015625,110.5,P,0.0166686,435.7070576,514.3612277,479.2661589,150,150,15299.9999999,0.0113125,1696.875,110897227,390625,0.01131245,14JUL25,0.010970568783068783,,,,,,,,,,,,,,,,,False,Market price 0.011312 below minimum safeguard 0.015625,
XCME.VY2.14JUL25.110:75.P,0.015625,0.046875,110.75,P,0.0344757,392.6254552,540.4436854,474.4404908,0,0,0.0,,,110897227,390625,0.03125,14JUL25,0.010970568783068783,4.755653814324626,4.755653814324626,-0.12611408106489086,-7.945187107088124,0.4158365047789336,5.320775946995045,0.021695116638028453,1.3667923481957927,-18.66003873854246,5.9803682495052,-49.86838106621421,-10808.772148520999,-297.1901916237225,-36652.34711079619,6926.047595435334,-7677.969080335059,True,,bachelier_v1.0
XCME.VY2.14JUL25.111.P,0.0625,0.09375,111.0,P,0.0776405,426.0048589,517.8027958,472.8377814,0,0,0.0,,,110897227,390625,0.078125,14JUL25,0.010970568783068783,4.75085191813797,4.75085191813797,-0.25988292250548695,-16.372624117845678,0.6516993998386837,5.6950866434366905,0.03396627798600147,2.1398755131180924,-29.185005019768365,2.9624573557875085,-43.93895402503812,-9513.976355218463,493.7207180675073,-49436.1235576198,18683.75781046826,-10355.926920031376,True,,bachelier_v1.0
XCME.VY2.14JUL25.111:25.P,0.15625,0.171875,111.25,P,0.1643062,450.9591026,488.5541739,469.7642725,0,0,0.0,,,110897227,390625,0.1640625,14JUL25,0.010970568783068783,4.720013027070033,4.720013027070033,-0.44345129429796293,-27.937431540771666,0.7988401347157736,5.508101058635462,0.04136492280812841,2.60599013691209,-35.31146487139938,0.1772713537624908,-11.900061853657558,-2559.9605673540523,225.16556359504304,-15429.738438033672,6879.010422114387,-3232.236513715217,True,,bachelier_v1.0
XCME.WY3.16JUL25.110:25.P,0.015625,0.03125,110.25,P,0.0218075,485.3202383,569.3813626,530.9332545,0,0,0.0,,,110897227,390625,0.0234375,16JUL25,0.01890707671957672,5.327051887095139,5.327051887095139,-0.07197944440859794,-4.53470499774167,0.18727284902877228,4.640972271279086,0.01886193009587686,1.1883015960402423,-10.54430925874918,7.560006321639018,-37.62690423791024,-5300.673239945343,-424.0628258566589,-6258.728651620215,-914.2031199738775,-1721.1880094278458,True,,bachelier_v1.0
XCME.WY3.16JUL25.110:5.P,0.03125,0.0625,110.5,P,0.043571,466.8351264,576.2745398,525.2925341,0,0,0.0,,,110897227,390625,0.046875,16JUL25,0.01890707671957672,5.277569705037829,5.277569705037829,-0.1291533038511361,-8.136658142621574,0.29019568936474416,4.809342814913898,0.028956716991911838,1.8242731704904458,-16.037193775657336,7.0110273242913745,-45.106206973406586,-6295.2923649358845,-125.5815887744882,-14940.00597599935,2401.1654877814053,-4108.5914692936285,True,,bachelier_v1.0
XCME.WY3.16JUL25.110:75.P,0.078125,0.09375,110.75,P,0.0853741,498.5551799,537.6328702,518.3302855,1,1,227.0,0.0859375,85.9375,110897227,390625,0.0859375,16JUL25,0.01890707671957672,5.190642782142963,5.190642782142963,-0.21212772334518193,-13.364046570746462,0.40618959014074385,4.921230045218848,0.0398633981641024,2.5113940843384515,-21.71403515020787,4.903568947305394,-44.629347529768545,-6126.145359829298,164.3941935868133,-20269.47015804021,5748.8164527100325,-5574.226162440015,True,,bachelier_v1.0
XCME.WY3.16JUL25.111.P,0.140625,0.171875,111.0,P,0.1572042,493.0672598,555.7551502,524.5956504,0,0,0.0,,,110897227,390625,0.15625,16JUL25,0.01890707671957672,5.260449428635531,5.260449428635531,-0.3289436839573002,-20.723452089309912,0.5000258301447739,4.803039047223947,0.04973242952232346,3.1331430599063776,-27.454124753689186,1.8539350447483054,-30.44692775609322,-4235.570789016017,246.09242514140456,-16418.724492850233,5534.576885877874,-4515.247952134405,True,,bachelier_v1.0
XCME.WY3.16JUL25.111:25.P,0.25,0.28125,111.25,P,0.2616415,515.877339,572.9382291,544.4143597,0,0,0.0,,,110897227,390625,0.265625,16JUL25,0.01890707671957672,5.459199392943333,5.459199392943333,-0.4626864331904863,-29.14924529100064,0.5291316394840374,4.356840457712101,0.05461564592434265,3.440785693233587,-31.288958573717114,0.08777501186850023,-6.815022812559791,-983.8794477069824,65.44655443631036,-3920.5771934800687,1311.6519731119834,-1078.1823004432824,True,,bachelier_v1.0
XCME.ZN3.18JUL25.110:25.P,0.03125,0.046875,110.25,P,0.0384417,473.2043246,527.466797,501.5577972,0,0,0.0,,,110897227,390625,0.0390625,18JUL25,0.027256944444444445,5.042160610888084,5.042160610888084,-0.09926578033554356,-6.253744161139244,0.20969069333115478,4.61534608442207,0.028818608027484954,1.8155723057315523,-10.577474086027864,9.448589906735702,-44.51158690212202,-4117.016319702449,-211.53788107481097,-6661.139151596376,467.4422785344871,-2199.4651564386095,True,,bachelier_v1.0
XCME.ZN3.18JUL25.110:5.P,0.0625,0.078125,110.5,P,0.0686839,478.9133745,517.5975934,498.6316819,0,0,0.0,,,110897227,390625,0.0703125,18JUL25,0.027256944444444445,5.017711563378145,5.017711563378145,-0.161031428549558,-10.144979998622153,0.29494557490642426,4.694306986895454,0.04033896458658042,2.541354768954567,-14.73407017730927,7.882957006866492,-48.2187026614452,-4438.273380359409,6.856999348672495,-10819.388166008901,2619.9017289801905,-3572.4921433922846,True,,bachelier_v1.0
XCME.ZN3.18JUL25.110:75.P,0.109375,0.140625,110.75,P,0.1196666,477.927669,537.327433,508.0276593,0,0,0.0,,,110897227,390625,0.125,18JUL25,0.027256944444444445,5.100214611836338,5.100214611836338,-0.24910545142648943,-15.693643439868836,0.37667581377953246,4.648783408899709,0.05236406524828181,3.2989361106417543,-19.440798596137462,4.709953438813045,-42.120369709068456,-3940.7007906553,163.99407803388053,-11893.087263836136,3822.490661150427,-3927.020655772125,True,,bachelier_v1.0
XCME.ZN3.18JUL25.111.P,0.1875,0.21875,111.0,P,0.198527,487.5084433,538.1966071,512.9414879,0,0,0.0,,,110897227,390625,0.203125,18JUL25,0.027256944444444445,5.154753302087367,5.154753302087367,-0.3533169230426527,-22.258966151687122,0.43671889214154636,4.449406206130656,0.06136023780590971,3.865694981772312,-23.024341288216867,1.6862966712770227,-27.137384068883254,-2566.0711974559013,165.78339332107018,-8618.580500530412,3087.3460667943373,-2845.7996564048512,True,,bachelier_v1.0
XCME.ZN3.18JUL25.111:25.P,0.296875,0.3125,111.25,P,0.3060517,499.841369,523.5289557,511.6860976,0,0,0.0,,,110897227,390625,0.3046875,18JUL25,0.027256944444444445,5.1421477217146165,5.1421477217146165,-0.4669962578848742,-29.420764246747076,0.46831426777461754,4.0973550456809855,0.0656385694059272,4.135229872573413,-24.5694791721416,0.08756153601568667,-6.4036174639345145,-604.035918626497,45.37475691543259,-2129.642572935461,803.5678344017709,-703.1942327337891,True,,bachelier_v1.0
XCME.ZN,,,,N,,,,,0,0,0.0,,,110897227,390625,,,,,,,,,,,,,,,,,,,,False,,
