key,bid,ask,strike,itype,adjtheor,ivbid,ivask,ivaverage,pos.position,pos.startofdaypos,pos.premium,pos.price,pos.marketvalue,utotal.premium,utotal.yesterdaypl,price_source,midpoint_price,expiry_date,bloomberg_symbol,vtexp,calc_vol,implied_vol,delta_F,delta_y,gamma_F,gamma_y,vega_price,vega_y,theta_F,volga_price,vanna_F_price,charm_F,speed_F,color_F,ultima,zomma,greek_calc_success,greek_calc_error,model_version
XCME.ZN.SEP25,110.859375,110.875,,F,,,,,1000,1000,110625000.0,110.8671875,110867187.5,110649437.5,135334.375,calculated,110.8671875,SEP25,,,0.0,0.0,63.0,3.969,0.0042,1.66698e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,futures_hardcoded
XCME.ZN3.18JUL25.110.C,,,110.0,C,0.8671874,,,,0,0,0.0,,,110649437.5,135334.375,adjtheor,0.8671874,18JUL25,,,20.0,20.0,,,,,,,,,,,,,,,True,,bachelier_v1.0
XCME.ZN3.18JUL25.110:25.C,,,110.25,C,0.6171873,,,,0,0,0.0,,,110649437.5,135334.375,adjtheor,0.6171873,18JUL25,,,20.0,20.0,,,,,,,,,,,,,,,True,,bachelier_v1.0
XCME.ZN3.18JUL25.110:5.C,,,110.5,C,0.3672339,,,,0,0,0.0,,,110649437.5,135334.375,adjtheor,0.3672339,18JUL25,,,20.0,20.0,,,,,,,,,,,,,,,True,,bachelier_v1.0
XCME.ZN3.18JUL25.110:75.C,,,110.75,C,0.1284335,,,,0,0,0.0,,,110649437.5,135334.375,adjtheor,0.1284335,18JUL25,,,20.0,20.0,,,,,,,,,,,,,,,True,,bachelier_v1.0
XCME.ZN3.18JUL25.111.C,,,111.0,C,0.0089436,,,,0,0,0.0,,,110649437.5,135334.375,adjtheor,0.0089436,18JUL25,,,20.0,20.0,,,,,,,,,,,,,,,True,,bachelier_v1.0
XCME.ZN3.18JUL25.111:25.C,,,111.25,C,3.36e-05,,,,0,0,0.0,,,110649437.5,135334.375,adjtheor,3.36e-05,18JUL25,,,,,,,,,,,,,,,,,,,False,Market price 0.000034 below minimum safeguard 0.001953,
XCME.ZN3.18JUL25.111:5.C,,,111.5,C,0.0,,,,0,0,0.0,,,110649437.5,135334.375,adjtheor,0.0,18JUL25,,,,,,,,,,,,,,,,,,,False,Market price 0.000000 below minimum safeguard 0.001953,
XCME.ZN3.18JUL25.111:75.C,,,111.75,C,0.0,,,,0,0,0.0,,,110649437.5,135334.375,adjtheor,0.0,18JUL25,,,,,,,,,,,,,,,,,,,False,Market price 0.000000 below minimum safeguard 0.001953,
XCME.ZN3.18JUL25.112.C,,,112.0,C,0.0,,,,0,0,0.0,,,110649437.5,135334.375,adjtheor,0.0,18JUL25,,,,,,,,,,,,,,,,,,,False,Market price 0.000000 below minimum safeguard 0.001953,
XCME.ZN3.18JUL25.112:25.C,,,112.25,C,0.0,,,,0,0,0.0,,,110649437.5,135334.375,adjtheor,0.0,18JUL25,,,,,,,,,,,,,,,,,,,False,Market price 0.000000 below minimum safeguard 0.001953,
XCME.ZN3.18JUL25.112:5.C,,,112.5,C,0.0,,,,0,0,0.0,,,110649437.5,135334.375,adjtheor,0.0,18JUL25,,,,,,,,,,,,,,,,,,,False,Market price 0.000000 below minimum safeguard 0.001953,
XCME.ZN3.18JUL25.112:75.C,,,112.75,C,0.0,,,,0,0,0.0,,,110649437.5,135334.375,adjtheor,0.0,18JUL25,,,,,,,,,,,,,,,,,,,False,Market price 0.000000 below minimum safeguard 0.001953,
XCME.ZN3.18JUL25.113.C,,,113.0,C,0.0,,,,0,0,0.0,,,110649437.5,135334.375,adjtheor,0.0,18JUL25,,,,,,,,,,,,,,,,,,,False,Market price 0.000000 below minimum safeguard 0.001953,
XCME.VY3.21JUL25.110.C,,,110.0,C,,,,,0,0,0.0,,,110649437.5,135334.375,missing,,21JUL25,,0.847917,20.0,20.0,0.5187782857110745,32.6830319997977,0.021638239894909556,2.264750974129409,0.36694862913944054,23.117763635784755,-17.173206265801234,0.04068065700457469,-0.9382205579433441,-11.065004687290669,0.05520235458727592,-1.8011301368345116,0.04499496409513886,-3.317048029203652,True,No valid price available,bachelier_v1.0
