key,bid,ask,strike,itype,adjtheor,ivbid,ivask,ivaverage,pos.position,pos.startofdaypos,pos.premium,pos.price,pos.marketvalue,utotal.premium,utotal.yesterdaypl,price_source,midpoint_price,expiry_date,vtexp,calc_vol,implied_vol,delta_F,delta_y,gamma_F,gamma_y,vega_price,vega_y,theta_F,volga_price,vanna_F_price,charm_F,speed_F,color_F,ultima,zomma,greek_calc_success,greek_calc_error,model_version
XCME.ZN.SEP25,110.8125,110.828125,,F,,,,,1000,1000,0.0,110.8203125,110820312.5,22.227,111023665.273,calculated,110.8203125,SEP25,,0.0,0.0,63.0,3.969,0.0042,1.66698e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,futures_hardcoded
XCME.ZN2.11JUL25.110:25.C,,,110.25,C,0.5703197,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.5703197,11JUL25,2.7557319223985893e-06,,,,,,,,,,,,,,,,,False,Failed to converge: final error 0.000007200 > tolerance 0.000001000,
XCME.ZN2.11JUL25.110:5.C,,,110.5,C,0.3213117,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.3213117,11JUL25,2.7557319223985893e-06,,,,,,,,,,,,,,,,,False,Failed to converge: final error 0.000999200 > tolerance 0.000001000,
XCME.ZN2.11JUL25.110:75.C,,,110.75,C,0.1019278,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.1019278,11JUL25,2.7557319223985893e-06,91.15773770070959,91.15773770070959,0.678906861910902,42.771132300386824,2.3665582976739983,12.244278703493888,0.0005944943247156199,0.03745314245708405,-39018.78555623061,0.0014079758630512462,-1.8253922760953702,-30191367.482576035,5697.710153576941,-555464735.838401,618853.7415870813,-1844187.0659734125,True,,bachelier_v1.0
XCME.ZN2.11JUL25.111.C,,,111.0,C,0.0099335,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.0099335,11JUL25,2.7557319223985893e-06,94.7936723907875,94.7936723907875,0.12675218766190766,7.985387822700182,1.3209205459626063,5.775092835105596,0.00034505872323699154,0.021738699563930465,-23550.756167599764,0.004746284106972399,2.5038898126466393,43065312.09974587,2912.8056268629516,464177903.5253787,-223013.06546318653,1541107.5280955357,True,,bachelier_v1.0
XCME.ZN2.11JUL25.111:25.C,,,111.25,C,0.0003244,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.0003244,11JUL25,2.7557319223985893e-06,,,,,,,,,,,,,,,,,False,Market price 0.000324 below minimum safeguard 0.001953,
XCME.VY2.14JUL25.110:25.C,,,110.25,C,0.5722183,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.5722183,14JUL25,0.003265542328042328,4.810514985016724,4.810514985016724,0.9809902462325958,61.80238551265353,0.16869674643422117,4.789716420774325,0.00265004711908836,0.16695296850256666,-7.745675773594908,2.371097124974876,-19.999909261364095,-14731.069687043982,-4206.692710395442,69886.34706575773,-44071.39850647568,7987.299970061682,True,,bachelier_v1.0
XCME.VY2.14JUL25.110:5.C,,,110.5,C,0.3352916,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.3352916,14JUL25,0.003265542328042328,4.671403178849375,4.671403178849375,0.8849129613686726,55.74951656622637,0.7275111218451995,6.604126080352022,0.011097938310666305,0.6991701135719772,-31.499510462655707,3.4205245141729894,-49.88456300906121,-35680.27647581298,-1438.1502770021677,-208539.1261670553,32770.50294827014,-23833.90499182261,True,,bachelier_v1.0
XCME.VY2.14JUL25.110:75.C,,,110.75,C,0.1454904,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.1454904,14JUL25,0.003265542328042328,4.678883510166072,4.678883510166072,0.6037146522377441,38.034023090977875,1.4413627619883362,8.256370341730234,0.02202271446261316,1.387431011144629,-62.60762463689108,0.3255021877519108,-21.660256978423416,-15517.456064190888,1319.6030109116484,-170095.74260594387,75889.86930674668,-19440.216535366068,True,,bachelier_v1.0
XCME.VY2.14JUL25.111.C,,,111.0,C,0.0428623,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.0428623,14JUL25,0.003265542328042328,4.83273152648278,4.83273152648278,0.25763617276199247,16.231078884005523,1.1689916341484081,5.7217997215354,0.018448429036001454,1.1622510292680917,-54.17091926057592,1.6160760611917606,43.46469136759951,32162.0673015388,-1588.1963888899434,300074.9867824325,-109160.22331784226,34295.52457060585,True,,bachelier_v1.0
XCME.VY2.14JUL25.111:25.C,,,111.25,C,0.009217,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.009217,14JUL25,0.003265542328042328,5.121285069015753,5.121285069015753,0.07101995332603289,4.474257059540072,0.4639219771439535,2.13959013125369,0.007758525912868392,0.48878713251070866,-24.14194810034109,3.2658218062047433,38.92411218427906,30521.95539500884,2689.904321597023,88052.67992345105,15190.657590607676,10063.527387612296,True,,bachelier_v1.0
XCME.WY3.16JUL25.110:25.C,,,110.25,C,0.609991,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.609991,16JUL25,0.011202050264550263,5.072847487472793,5.072847487472793,0.8559308965661894,53.92364648366993,0.4226707878086276,5.272490122390438,0.0240188138357313,1.5131852716510719,-21.581186022494396,5.342252400912764,-47.51856511897565,-10759.389039475345,-107.28554657775308,-37507.94309120364,7771.756113039642,-7939.661783554842,True,,bachelier_v1.0
XCME.WY3.16JUL25.110:5.C,,,110.5,C,0.4151076,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.4151076,16JUL25,0.011202050264550263,5.178022478651312,5.178022478651312,0.7205474634184701,45.394490195363616,0.6136476907460896,5.461867030928804,0.035594307888297795,2.2424413969627612,-32.644981790283396,2.3482212589116083,-37.960249642118846,-8773.350471570937,430.87875589448635,-42557.14984468404,13972.212517234642,-9008.475229293406,True,,bachelier_v1.0
