key,bid,ask,strike,itype,adjtheor,ivbid,ivask,ivaverage,pos.position,pos.startofdaypos,pos.premium,pos.price,pos.marketvalue,utotal.premium,utotal.yesterdaypl,price_source,midpoint_price,expiry_date,vtexp,calc_vol,implied_vol,delta_F,delta_y,gamma_F,gamma_y,vega_price,vega_y,theta_F,volga_price,vanna_F_price,charm_F,speed_F,color_F,ultima,zomma,greek_calc_success,greek_calc_error,model_version
XCME.ZN.SEP25,110.8125,110.828125,,F,,,,,1000,1000,0.0,110.8203125,110820312.5,22.227,111023665.273,calculated,110.8203125,SEP25,,0.0,0.0,63.0,3.969,0.0042,1.66698e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,futures_hardcoded
XCME.ZN2.11JUL25.108.C,,,108.0,C,2.8203124,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,2.8203124,11JUL25,2.7557319223985893e-06,50.0,50.0,1.0,63.0,9.369932153605722e-251,4.2,1.2910510573200127e-254,8.133621661116081e-253,-4.647783806352044e-247,2.981198555151492e-250,-5.285227355393227e-249,-4.7947582568127354e-242,-4.424843076840979e-242,6.652207429139343e-238,6.107031884330796e-238,2.2085857318150388e-240,True,,bachelier_v1.0
XCME.ZN2.11JUL25.108:25.C,,,108.25,C,2.5703124,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,2.5703124,11JUL25,2.7557319223985893e-06,50.0,50.0,1.0,63.0,2.811861885603762e-208,4.2,3.8743687797670887e-212,2.4408523312532657e-210,-1.3947727607161517e-204,7.43063335838957e-208,-1.4454727505681838e-206,-1.3113328793154563e-199,-1.004950557468061e-199,1.5102837655093743e-195,1.1501612326133089e-195,5.0142621243057815e-198,True,,bachelier_v1.0
XCME.ZN2.11JUL25.108:5.C,,,108.5,C,2.3203124,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,2.3203124,11JUL25,2.7557319223985893e-06,50.0,50.0,1.0,63.0,9.690183113593163e-170,4.2,1.335177347000822e-173,8.411617286105179e-172,-4.8066384492029584e-166,2.08681973209702e-169,-4.496850601151828e-168,-4.0795428653649375e-161,-2.5471902266879982e-161,3.826208048293701e-157,2.3706233168323385e-157,1.270331479051707e-159,True,,bachelier_v1.0
XCME.ZN2.11JUL25.108:75.C,,,108.75,C,2.0703124,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,2.0703124,11JUL25,2.7557319223985893e-06,20.0,20.0,1.0,63.0,0.0,4.2,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,True,,bachelier_v1.0
XCME.ZN2.11JUL25.109.C,,,109.0,C,1.8203124,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,1.8203124,11JUL25,2.7557319223985893e-06,20.0,20.0,1.0,63.0,0.0,4.2,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,True,,bachelier_v1.0
XCME.ZN2.11JUL25.109:25.C,,,109.25,C,1.5703125,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,1.5703125,11JUL25,2.7557319223985893e-06,20.0,20.0,1.0,63.0,0.0,4.2,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,True,,bachelier_v1.0
XCME.ZN2.11JUL25.109:5.C,,,109.5,C,1.3203124,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,1.3203124,11JUL25,2.7557319223985893e-06,20.0,20.0,1.0,63.0,0.0,4.2,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,True,,bachelier_v1.0
XCME.ZN2.11JUL25.109:75.C,,,109.75,C,1.070312,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,1.070312,11JUL25,2.7557319223985893e-06,20.0,20.0,1.0,63.0,2.5545077919488875e-225,4.2,1.4079077336578969e-229,8.86981872204475e-228,-2.0273871364673712e-222,7.315911368879498e-225,-1.367060810535147e-223,-4.960790269269941e-217,-2.5752951978217563e-216,1.5483571586095036e-212,7.991491431006372e-212,5.140668815104973e-215,True,,bachelier_v1.0
XCME.ZN2.11JUL25.110.C,,,110.0,C,0.8203005,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.8203005,11JUL25,2.7557319223985893e-06,,,,,,,,,,,,,,,,,False,Failed to converge: final error 0.000012000 > tolerance 0.000001000,
XCME.ZN2.11JUL25.110:25.C,,,110.25,C,0.5703197,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.5703197,11JUL25,2.7557319223985893e-06,,,,,,,,,,,,,,,,,False,Failed to converge: final error 0.000007200 > tolerance 0.000001000,
