key,bid,ask,strike,itype,adjtheor,ivbid,ivask,ivaverage,pos.position,pos.startofdaypos,pos.premium,pos.price,pos.marketvalue,utotal.premium,utotal.yesterdaypl,price_source,midpoint_price,expiry_date,vtexp,calc_vol,implied_vol,delta_F,delta_y,gamma_F,gamma_y,vega_price,vega_y,theta_F,volga_price,vanna_F_price,charm_F,speed_F,color_F,ultima,zomma,greek_calc_success,greek_calc_error,model_version
XCME.ZN.SEP25,110.8125,110.828125,,F,,,,,1000,1000,0.0,110.8203125,110820312.5,22.227,111023665.273,calculated,110.8203125,SEP25,,0.0,0.0,63.0,3.969,0.0042,1.66698e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,futures_hardcoded
XCME.ZN2.11JUL25.110:25.C,,,110.25,C,0.5703197,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.5703197,11JUL25,2.7557319223985893e-06,,,,,,,,,,,,,,,,,False,Failed to converge: final error 0.000007200 > tolerance 0.000001000,
XCME.ZN2.11JUL25.110:5.C,,,110.5,C,0.3213117,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.3213117,11JUL25,2.7557319223985893e-06,,,,,,,,,,,,,,,,,False,Failed to converge: final error 0.000999200 > tolerance 0.000001000,
XCME.ZN2.11JUL25.110:75.C,,,110.75,C,0.1019278,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.1019278,11JUL25,2.7557319223985893e-06,91.15773770070959,91.15773770070959,0.678906861910902,42.771132300386824,2.3665582976739983,12.244278703493888,0.0005944943247156199,0.03745314245708405,-39018.78555623061,0.0014079758630512462,-1.8253922760953702,-30191367.482576035,5697.710153576941,-555464735.838401,618853.7415870813,-1844187.0659734125,True,,bachelier_v1.0
XCME.ZN2.11JUL25.111.C,,,111.0,C,0.0099335,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.0099335,11JUL25,2.7557319223985893e-06,94.7936723907875,94.7936723907875,0.12675218766190766,7.985387822700182,1.3209205459626063,5.775092835105596,0.00034505872323699154,0.021738699563930465,-23550.756167599764,0.004746284106972399,2.5038898126466393,43065312.09974587,2912.8056268629516,464177903.5253787,-223013.06546318653,1541107.5280955357,True,,bachelier_v1.0
XCME.ZN2.11JUL25.111:25.C,,,111.25,C,0.0003244,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.0003244,11JUL25,2.7557319223985893e-06,,,,,,,,,,,,,,,,,False,Market price 0.000324 below minimum safeguard 0.001953,
XCME.VY2.14JUL25.110:25.C,,,110.25,C,0.5722998,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.5722998,14JUL25,0.0033013668430335098,4.814495903453043,4.814495903453043,0.9803795187907705,61.76390968381854,0.172206107528849,4.801080019703237,0.0027371157073913985,0.17243828956565813,-7.919899248388369,2.416421483208788,-20.39908178748429,-14874.338473970343,-4171.608472642051,67234.28331139399,-43787.811195944334,7726.230635162696,True,,bachelier_v1.0
XCME.VY2.14JUL25.110:5.C,,,110.5,C,0.3356171,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.3356171,14JUL25,0.0033013668430335098,4.675028159050971,4.675028159050971,0.8834589685539965,55.657915018901775,0.7294668639515783,6.6057816509505995,0.011258579144129581,0.7092904860801637,-31.63322676242991,3.424403094144604,-49.979881812502775,-35387.97200810172,-1366.413825886511,-207895.08815923784,33784.56456006173,-23890.273234511416,True,,bachelier_v1.0
XCME.VY2.14JUL25.110:75.C,,,110.75,C,0.1461341,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.1461341,14JUL25,0.0033013668430335098,4.682491652597622,4.682491652597622,0.6030854764390494,37.99438501566011,1.4330294712974871,8.220652972623734,0.022152661892795654,1.3956176992461262,-62.341695463271975,0.32312173936688166,-21.518433384650635,-15260.328447477208,1296.9289962600112,-166287.4921508568,74098.53431018554,-19108.934502208034,True,,bachelier_v1.0
XCME.VY2.14JUL25.111.C,,,111.0,C,0.04342,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.04342,14JUL25,0.0033013668430335098,4.836465248783003,4.836465248783003,0.25894195826194477,16.313343370502523,1.1647820299542329,5.7105761015885195,0.018598011785483138,1.1716747424854377,-54.05928142053512,1.6077712238849446,43.27473893461065,31698.502614009078,-1577.0915573921197,294511.52048077004,-107221.97529267275,33843.804378907626,True,,bachelier_v1.0
XCME.VY2.14JUL25.111:25.C,,,111.25,C,0.0094663,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.0094663,14JUL25,0.0033013668430335098,5.125165289701102,5.125165289701102,0.07226283270786528,4.552558460595512,0.46722629277878414,2.1579250534120287,0.007905492586712652,0.4980460329628971,-24.350758319244182,3.284104452601533,39.17167278132646,30405.784516499127,2613.9818413682965,89922.86203842775,13820.283620866096,10333.489661294114,True,,bachelier_v1.0
XCME.WY3.16JUL25.110:25.C,,,110.25,C,0.6102152,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.6102152,16JUL25,0.011237874779541445,5.0740645370108,5.0740645370108,0.8554881846010877,53.895755629868525,0.4227687758884652,5.271019646825886,0.024106995107213456,1.5187406917544477,-21.59654812568204,5.340927860001428,-47.51818108346956,-10727.576264590158,-103.47009193832211,-37410.92347169934,7780.498242198723,-7931.777420420198,True,,bachelier_v1.0
XCME.WY3.16JUL25.110:5.C,,,110.5,C,0.4154464,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.4154464,16JUL25,0.011237874779541445,5.179262466997737,5.179262466997737,0.7201868174128634,45.37176949701039,0.6129056844167269,5.457407294584015,0.03567350303734282,2.2474306913525974,-32.62112639781766,2.3442589523147794,-37.9052718974357,-8734.807776873255,429.5958203452851,-42312.39144796506,13892.504803732587,-8970.975318073462,True,,bachelier_v1.0
