key,bid,ask,strike,itype,adjtheor,ivbid,ivask,ivaverage,pos.position,pos.startofdaypos,pos.premium,pos.price,pos.marketvalue,utotal.premium,utotal.yesterdaypl,price_source,midpoint_price,expiry_date,vtexp,calc_vol,implied_vol,delta_F,delta_y,gamma_F,gamma_y,vega_price,vega_y,theta_F,volga_price,vanna_F_price,charm_F,speed_F,color_F,ultima,zomma,greek_calc_success,greek_calc_error,model_version
XCME.ZN.SEP25,110.8125,110.828125,,F,,,,,1000,1000,0.0,110.8203125,110820312.5,22.227,111023665.273,calculated,110.8203125,SEP25,,0.0,0.0,63.0,3.969,0.0042,1.66698e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,futures_hardcoded
XCME.ZN2.11JUL25.110:25.C,,,110.25,C,0.5703197,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.5703197,11JUL25,2.7557319223985893e-06,,,,,,,,,,,,,,,,,False,Failed to converge: final error 0.000007200 > tolerance 0.000001000,
XCME.ZN2.11JUL25.110:5.C,,,110.5,C,0.3213117,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.3213117,11JUL25,2.7557319223985893e-06,,,,,,,,,,,,,,,,,False,Failed to converge: final error 0.000999200 > tolerance 0.000001000,
XCME.ZN2.11JUL25.110:75.C,,,110.75,C,0.1019278,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.1019278,11JUL25,2.7557319223985893e-06,91.15773770070959,91.15773770070959,0.678906861910902,42.771132300386824,2.3665582976739983,12.244278703493888,0.0005944943247156199,0.03745314245708405,-39018.78555623061,0.0014079758630512462,-1.8253922760953702,-30191367.482576035,5697.710153576941,-555464735.838401,618853.7415870813,-1844187.0659734125,True,,bachelier_v1.0
XCME.ZN2.11JUL25.111.C,,,111.0,C,0.0099335,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.0099335,11JUL25,2.7557319223985893e-06,94.7936723907875,94.7936723907875,0.12675218766190766,7.985387822700182,1.3209205459626063,5.775092835105596,0.00034505872323699154,0.021738699563930465,-23550.756167599764,0.004746284106972399,2.5038898126466393,43065312.09974587,2912.8056268629516,464177903.5253787,-223013.06546318653,1541107.5280955357,True,,bachelier_v1.0
XCME.ZN2.11JUL25.111:25.C,,,111.25,C,0.0003244,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.0003244,11JUL25,2.7557319223985893e-06,,,,,,,,,,,,,,,,,False,Market price 0.000324 below minimum safeguard 0.001953,
XCME.VY2.14JUL25.110:25.C,,,110.25,C,0.5721387,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.5721387,14JUL25,0.003251763668430335,4.790212611793529,4.790212611793529,0.981594168581856,61.84043262065693,0.16516894330495754,4.778251044021171,0.0025727770592187536,0.16208495473078147,-7.51981979983896,2.3412327556007777,-19.664662221190948,-14484.126551558262,-4240.686541173237,72066.0489369096,-44318.31026624088,8219.02298807964,True,,bachelier_v1.0
XCME.VY2.14JUL25.110:5.C,,,110.5,C,0.3349669,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.3349669,14JUL25,0.003251763668430335,4.651836523787545,4.651836523787545,0.8863816842993228,55.84204611085734,0.725452758322467,6.602125071839027,0.010973686651750738,0.6913422590602964,-31.147807952876303,3.439600647451847,-49.95265535706471,-35730.08532356439,-1512.6968494050097,-207688.919425561,31685.351625747146,-23686.604556640854,True,,bachelier_v1.0
XCME.VY2.14JUL25.110:75.C,,,110.75,C,0.1448429,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.1448429,14JUL25,0.003251763668430335,4.65931579306106,4.65931579306106,0.604355523093775,38.07439795490783,1.4498430516366976,8.292720268939908,0.02196656310896669,1.3838934758649015,-62.450331506164666,0.330173169027087,-21.879197310477156,-15674.8921451315,1342.9439001311198,-172856.48538894445,77746.99679913378,-19714.01857057756,True,,bachelier_v1.0
XCME.VY2.14JUL25.111.C,,,111.0,C,0.0423027,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.0423027,14JUL25,0.003251763668430335,4.812521441726226,4.812521441726226,0.2563094151058294,16.147493151667252,1.1732296709235017,5.733048107339862,0.018360085091266347,1.1566853607497798,-53.913540919507504,1.6355861168110413,43.805458125595095,32415.44097142667,-1599.1431841085844,303717.3006786104,-111146.62869817004,34638.49500532977,True,,bachelier_v1.0
XCME.VY2.14JUL25.111:25.C,,,111.25,C,0.0089693,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.0089693,14JUL25,0.003251763668430335,5.099914512142603,5.099914512142603,0.06976953202889195,4.395480517820193,0.4605191384533394,2.1208324950426505,0.007637118937485563,0.48113849306159046,-23.765280223876303,3.2690934141375827,38.80051652493978,30426.460450566505,2767.9177579791176,85473.71299062642,16610.847026580992,9748.146628122959,True,,bachelier_v1.0
XCME.WY3.16JUL25.110:25.C,,,110.25,C,0.6097668,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.6097668,16JUL25,0.011188271604938273,5.066621111325262,5.066621111325262,0.8563752348381721,53.95163979480484,0.42256920486367205,5.273953160424237,0.023954067737804053,1.5091062674816553,-21.523067344280996,5.354103575851623,-47.565526285381964,-10770.050467064191,-111.15313685169924,-37530.63142991332,7762.476698465242,-7939.577041389572,True,,bachelier_v1.0
XCME.WY3.16JUL25.110:5.C,,,110.5,C,0.4147683,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.4147683,16JUL25,0.011188271604938273,5.171668993935336,5.171668993935336,0.7209099705568209,45.41732814507972,0.6143921038951002,5.466344136698301,0.03554997886618697,2.2396486685697794,-32.60442386080475,2.3568500834496713,-38.05299043880765,-8794.811107912188,432.16498532293184,-42719.670304635045,14052.599930946055,-9037.314338817017,True,,bachelier_v1.0
