symbol,vtexp
XCME.ZN.N.G.30JUL25,0.008333
XCME.ZN.N.G.31JUL25,1.008333
XCME.ZN.N.G.01AUG25,2.112500
XCME.ZN.N.G.04AUG25,3.008333
XCME.ZN.N.G.05AUG25,4.008333
XCME.ZN.N.G.06AUG25,5.007639
XCME.ZN.N.G.07AUG25,6.007639
XCME.ZN.N.G.08AUG25,7.111806
XCME.ZN.N.G.11AUG25,8.007639
XCME.ZN.N.G.12AUG25,9.007639
