symbol,vtexp
XCME.ZN.N.G.04AUG25,0.794444
XCME.ZN.N.G.05AUG25,1.794444
XCME.ZN.N.G.06AUG25,2.794444
XCME.ZN.N.G.07AUG25,3.794444
XCME.ZN.N.G.08AUG25,4.898611
XCME.ZN.N.G.11AUG25,5.794444
XCME.ZN.N.G.12AUG25,6.793750
XCME.ZN.N.G.13AUG25,7.793750
XCME.ZN.N.G.14AUG25,8.793750
XCME.ZN.N.G.15AUG25,9.897917
