symbol,vtexp
XCME.ZN.N.G.23JUL25,0.313194
XCME.ZN.N.G.24JUL25,1.313194
XCME.ZN.N.G.AUG25,2.417361
XCME.ZN.N.G.28JUL25,3.312500
XCME.ZN.N.G.29JUL25,4.312500
XCME.ZN.N.G.30JUL25,5.312500
XCME.ZN.N.G.31JUL25,6.312500
XCME.ZN.N.G.01AUG25,7.416667
XCME.ZN.N.G.04AUG25,8.312500
XCME.ZN.N.G.05AUG25,9.312500
