symbol,vtexp
XCME.ZN.N.G.24JUL25,0.087500
XCME.ZN.N.G.AUG25,1.191667
XCME.ZN.N.G.28JUL25,2.087500
XCME.ZN.N.G.29JUL25,3.087500
XCME.ZN.N.G.30JUL25,4.086806
XCME.ZN.N.G.31JUL25,5.086806
XCME.ZN.N.G.01AUG25,6.190972
XCME.ZN.N.G.04AUG25,7.086806
XCME.ZN.N.G.05AUG25,8.086806
XCME.ZN.N.G.06AUG25,9.086806
