symbol,vtexp
XCME.ZN.N.G.01AUG25,0.163194
XCME.ZN.N.G.04AUG25,1.059028
XCME.ZN.N.G.05AUG25,2.059028
XCME.ZN.N.G.06AUG25,3.059028
XCME.ZN.N.G.07AUG25,4.059028
XCME.ZN.N.G.08AUG25,5.162500
XCME.ZN.N.G.11AUG25,6.058333
XCME.ZN.N.G.12AUG25,7.058333
XCME.ZN.N.G.13AUG25,8.058333
XCME.ZN.N.G.14AUG25,9.058333
