symbol,vtexp
XCME.ZN.N.G.23JUL25,0.611111
XCME.ZN.N.G.24JUL25,1.611111
XCME.ZN.N.G.AUG25,2.715278
XCME.ZN.N.G.28JUL25,3.611111
XCME.ZN.N.G.29JUL25,4.611111
XCME.ZN.N.G.30JUL25,5.610417
XCME.ZN.N.G.31JUL25,6.610417
XCME.ZN.N.G.01AUG25,7.714583
XCME.ZN.N.G.04AUG25,8.610417
XCME.ZN.N.G.05AUG25,9.610417
