symbol,vtexp
XCME.ZN.N.G.30JUL25,0.968750
XCME.ZN.N.G.31JUL25,1.968750
XCME.ZN.N.G.01AUG25,3.072917
XCME.ZN.N.G.04AUG25,3.968750
XCME.ZN.N.G.05AUG25,4.968056
XCME.ZN.N.G.06AUG25,5.968056
XCME.ZN.N.G.07AUG25,6.968056
XCME.ZN.N.G.08AUG25,8.072222
XCME.ZN.N.G.11AUG25,8.968056
XCME.ZN.N.G.12AUG25,9.967361
