symbol,vtexp
XCME.ZN.N.G.23JUL25,0.714583
XCME.ZN.N.G.24JUL25,1.714583
XCME.ZN.N.G.AUG25,2.818750
XCME.ZN.N.G.28JUL25,3.713889
XCME.ZN.N.G.29JUL25,4.713889
XCME.ZN.N.G.30JUL25,5.713889
XCME.ZN.N.G.31JUL25,6.713889
XCME.ZN.N.G.01AUG25,7.818056
XCME.ZN.N.G.04AUG25,8.713889
XCME.ZN.N.G.05AUG25,9.713889
