symbol,vtexp
XCME.ZN.N.G.30JUL25,0.580556
XCME.ZN.N.G.31JUL25,1.580556
XCME.ZN.N.G.01AUG25,2.684028
XCME.ZN.N.G.04AUG25,3.579861
XCME.ZN.N.G.05AUG25,4.579861
XCME.ZN.N.G.06AUG25,5.579861
XCME.ZN.N.G.07AUG25,6.579861
XCME.ZN.N.G.08AUG25,7.684028
XCME.ZN.N.G.11AUG25,8.579861
XCME.ZN.N.G.12AUG25,9.579167
