symbol,vtexp
XCME.ZN.N.G.30JUL25,0.614583
XCME.ZN.N.G.31JUL25,1.614583
XCME.ZN.N.G.01AUG25,2.718750
XCME.ZN.N.G.04AUG25,3.614583
XCME.ZN.N.G.05AUG25,4.614583
XCME.ZN.N.G.06AUG25,5.614583
XCME.ZN.N.G.07AUG25,6.614583
XCME.ZN.N.G.08AUG25,7.718056
XCME.ZN.N.G.11AUG25,8.613889
XCME.ZN.N.G.12AUG25,9.613889
