symbol,vtexp
XCME.ZN.N.G.23JUL25,0.415972
XCME.ZN.N.G.24JUL25,1.415972
XCME.ZN.N.G.AUG25,2.520139
XCME.ZN.N.G.28JUL25,3.415972
XCME.ZN.N.G.29JUL25,4.415972
XCME.ZN.N.G.30JUL25,5.415972
XCME.ZN.N.G.31JUL25,6.415972
XCME.ZN.N.G.01AUG25,7.520139
XCME.ZN.N.G.04AUG25,8.415278
XCME.ZN.N.G.05AUG25,9.415278
