symbol,vtexp
XCME.ZN.N.G.24JUL25,0.790278
XCME.ZN.N.G.AUG25,1.894444
XCME.ZN.N.G.28JUL25,2.790278
XCME.ZN.N.G.29JUL25,3.789583
XCME.ZN.N.G.30JUL25,4.789583
XCME.ZN.N.G.31JUL25,5.789583
XCME.ZN.N.G.01AUG25,6.893750
XCME.ZN.N.G.04AUG25,7.789583
XCME.ZN.N.G.05AUG25,8.789583
XCME.ZN.N.G.06AUG25,9.789583
