symbol,vtexp
XCME.ZN.N.G.30JUL25,0.833333
XCME.ZN.N.G.31JUL25,1.832639
XCME.ZN.N.G.01AUG25,2.936806
XCME.ZN.N.G.04AUG25,3.832639
XCME.ZN.N.G.05AUG25,4.832639
XCME.ZN.N.G.06AUG25,5.831944
XCME.ZN.N.G.07AUG25,6.831944
XCME.ZN.N.G.08AUG25,7.936111
XCME.ZN.N.G.11AUG25,8.831944
XCME.ZN.N.G.12AUG25,9.831250
