symbol,vtexp
XCME.ZN.N.G.28JUL25,0.583333
XCME.ZN.N.G.29JUL25,1.583333
XCME.ZN.N.G.30JUL25,2.583333
XCME.ZN.N.G.31JUL25,3.583333
XCME.ZN.N.G.01AUG25,4.687500
XCME.ZN.N.G.04AUG25,5.583333
XCME.ZN.N.G.05AUG25,6.583333
XCME.ZN.N.G.06AUG25,7.583333
XCME.ZN.N.G.07AUG25,8.583333
XCME.ZN.N.G.08AUG25,9.687500
