symbol,vtexp
XCME.ZN.N.G.28JUL25,0.308333
XCME.ZN.N.G.29JUL25,1.308333
XCME.ZN.N.G.30JUL25,2.308333
XCME.ZN.N.G.31JUL25,3.308333
XCME.ZN.N.G.01AUG25,4.411806
XCME.ZN.N.G.04AUG25,5.307639
XCME.ZN.N.G.05AUG25,6.307639
XCME.ZN.N.G.06AUG25,7.307639
XCME.ZN.N.G.07AUG25,8.307639
XCME.ZN.N.G.08AUG25,9.411111
