symbol,vtexp
XCME.ZN.N.G.31JUL25,0.911806
XCME.ZN.N.G.01AUG25,2.015972
XCME.ZN.N.G.04AUG25,2.911806
XCME.ZN.N.G.05AUG25,3.911806
XCME.ZN.N.G.06AUG25,4.911111
XCME.ZN.N.G.07AUG25,5.911111
XCME.ZN.N.G.08AUG25,7.015278
XCME.ZN.N.G.11AUG25,7.911111
XCME.ZN.N.G.12AUG25,8.911111
XCME.ZN.N.G.13AUG25,9.910417
