symbol,vtexp
XCME.ZN.N.G.30JUL25,0.893750
XCME.ZN.N.G.31JUL25,1.893750
XCME.ZN.N.G.01AUG25,2.997917
XCME.ZN.N.G.04AUG25,3.893750
XCME.ZN.N.G.05AUG25,4.893056
XCME.ZN.N.G.06AUG25,5.893056
XCME.ZN.N.G.07AUG25,6.893056
XCME.ZN.N.G.08AUG25,7.997222
XCME.ZN.N.G.11AUG25,8.893056
XCME.ZN.N.G.12AUG25,9.892361
