symbol,vtexp
XCME.ZN.N.G.30JUL25,0.895833
XCME.ZN.N.G.31JUL25,1.895833
XCME.ZN.N.G.01AUG25,3.000000
XCME.ZN.N.G.04AUG25,3.895833
XCME.ZN.N.G.05AUG25,4.895139
XCME.ZN.N.G.06AUG25,5.895139
XCME.ZN.N.G.07AUG25,6.895139
XCME.ZN.N.G.08AUG25,7.999306
XCME.ZN.N.G.11AUG25,8.895139
XCME.ZN.N.G.12AUG25,9.895139
