symbol,vtexp
XCME.ZN.N.G.21JUL25,0.109028
XCME.ZN.N.G.22JUL25,1.109028
XCME.ZN.N.G.23JUL25,2.108333
XCME.ZN.N.G.24JUL25,3.108333
XCME.ZN.N.G.AUG25,4.212500
XCME.ZN.N.G.28JUL25,5.108333
XCME.ZN.N.G.29JUL25,6.108333
XCME.ZN.N.G.30JUL25,7.108333
XCME.ZN.N.G.31JUL25,8.108333
XCME.ZN.N.G.01AUG25,9.211806
