symbol,vtexp
XCME.ZN.N.G.21JUL25,0.154861
XCME.ZN.N.G.22JUL25,1.154861
XCME.ZN.N.G.23JUL25,2.154861
XCME.ZN.N.G.24JUL25,3.154861
XCME.ZN.N.G.AUG25,4.258333
XCME.ZN.N.G.28JUL25,5.154167
XCME.ZN.N.G.29JUL25,6.154167
XCME.ZN.N.G.30JUL25,7.154167
XCME.ZN.N.G.31JUL25,8.154167
XCME.ZN.N.G.01AUG25,9.258333
