symbol,vtexp
XCME.ZN.N.G.21JUL25,0.177778
XCME.ZN.N.G.22JUL25,1.177778
XCME.ZN.N.G.23JUL25,2.177778
XCME.ZN.N.G.24JUL25,3.177778
XCME.ZN.N.G.AUG25,4.281250
XCME.ZN.N.G.28JUL25,5.177083
XCME.ZN.N.G.29JUL25,6.177083
XCME.ZN.N.G.30JUL25,7.177083
XCME.ZN.N.G.31JUL25,8.177083
XCME.ZN.N.G.01AUG25,9.281250
