symbol,vtexp
XCME.ZN.N.G.30JUL25,0.808333
XCME.ZN.N.G.31JUL25,1.807639
XCME.ZN.N.G.01AUG25,2.911806
XCME.ZN.N.G.04AUG25,3.807639
XCME.ZN.N.G.05AUG25,4.807639
XCME.ZN.N.G.06AUG25,5.806944
XCME.ZN.N.G.07AUG25,6.806944
XCME.ZN.N.G.08AUG25,7.911111
XCME.ZN.N.G.11AUG25,8.806944
XCME.ZN.N.G.12AUG25,9.806250
