symbol,vtexp
XCME.ZN.N.G.30JUL25,0.932639
XCME.ZN.N.G.31JUL25,1.931944
XCME.ZN.N.G.01AUG25,3.036111
XCME.ZN.N.G.04AUG25,3.931944
XCME.ZN.N.G.05AUG25,4.931944
XCME.ZN.N.G.06AUG25,5.931944
XCME.ZN.N.G.07AUG25,6.931250
XCME.ZN.N.G.08AUG25,8.035417
XCME.ZN.N.G.11AUG25,8.931250
XCME.ZN.N.G.12AUG25,9.931250
