symbol,vtexp
XCME.ZN.N.G.23JUL25,0.702778
XCME.ZN.N.G.24JUL25,1.702778
XCME.ZN.N.G.AUG25,2.806944
XCME.ZN.N.G.28JUL25,3.702778
XCME.ZN.N.G.29JUL25,4.702778
XCME.ZN.N.G.30JUL25,5.702778
XCME.ZN.N.G.31JUL25,6.702778
XCME.ZN.N.G.01AUG25,7.806250
XCME.ZN.N.G.04AUG25,8.702083
XCME.ZN.N.G.05AUG25,9.702083
