symbol,vtexp
XCME.ZN.N.G.30JUL25,0.626389
XCME.ZN.N.G.31JUL25,1.626389
XCME.ZN.N.G.01AUG25,2.730556
XCME.ZN.N.G.04AUG25,3.625694
XCME.ZN.N.G.05AUG25,4.625694
XCME.ZN.N.G.06AUG25,5.625694
XCME.ZN.N.G.07AUG25,6.625694
XCME.ZN.N.G.08AUG25,7.729861
XCME.ZN.N.G.11AUG25,8.625694
XCME.ZN.N.G.12AUG25,9.625694
