symbol,vtexp
XCME.ZN.N.G.30JUL25,0.748611
XCME.ZN.N.G.31JUL25,1.747917
XCME.ZN.N.G.01AUG25,2.852083
XCME.ZN.N.G.04AUG25,3.747917
XCME.ZN.N.G.05AUG25,4.747917
XCME.ZN.N.G.06AUG25,5.747917
XCME.ZN.N.G.07AUG25,6.747917
XCME.ZN.N.G.08AUG25,7.852083
XCME.ZN.N.G.11AUG25,8.747917
XCME.ZN.N.G.12AUG25,9.747917
