symbol,vtexp
XCME.ZN.N.G.23JUL25,0.220833
XCME.ZN.N.G.24JUL25,1.220833
XCME.ZN.N.G.AUG25,2.325000
XCME.ZN.N.G.28JUL25,3.220833
XCME.ZN.N.G.29JUL25,4.220833
XCME.ZN.N.G.30JUL25,5.220833
XCME.ZN.N.G.31JUL25,6.220833
XCME.ZN.N.G.01AUG25,7.324306
XCME.ZN.N.G.04AUG25,8.220139
XCME.ZN.N.G.05AUG25,9.220139
