symbol,vtexp
XCME.ZN.N.G.30JUL25,0.591667
XCME.ZN.N.G.31JUL25,1.591667
XCME.ZN.N.G.01AUG25,2.695833
XCME.ZN.N.G.04AUG25,3.591667
XCME.ZN.N.G.05AUG25,4.591667
XCME.ZN.N.G.06AUG25,5.591667
XCME.ZN.N.G.07AUG25,6.591667
XCME.ZN.N.G.08AUG25,7.695139
XCME.ZN.N.G.11AUG25,8.590972
XCME.ZN.N.G.12AUG25,9.590972
