symbol,vtexp
XCME.ZN.N.G.01AUG25,0.175000
XCME.ZN.N.G.04AUG25,1.070139
XCME.ZN.N.G.05AUG25,2.070139
XCME.ZN.N.G.06AUG25,3.070139
XCME.ZN.N.G.07AUG25,4.070139
XCME.ZN.N.G.08AUG25,5.174306
XCME.ZN.N.G.11AUG25,6.070139
XCME.ZN.N.G.12AUG25,7.070139
XCME.ZN.N.G.13AUG25,8.070139
XCME.ZN.N.G.14AUG25,9.069444
