symbol,vtexp
XCME.ZN.N.G.30JUL25,0.857639
XCME.ZN.N.G.31JUL25,1.856944
XCME.ZN.N.G.01AUG25,2.961111
XCME.ZN.N.G.04AUG25,3.856944
XCME.ZN.N.G.05AUG25,4.856944
XCME.ZN.N.G.06AUG25,5.856944
XCME.ZN.N.G.07AUG25,6.856250
XCME.ZN.N.G.08AUG25,7.960417
XCME.ZN.N.G.11AUG25,8.856250
XCME.ZN.N.G.12AUG25,9.856250
