symbol,vtexp
XCME.ZN.N.G.AUG25,0.050000
XCME.ZN.N.G.28JUL25,0.945833
XCME.ZN.N.G.29JUL25,1.945833
XCME.ZN.N.G.30JUL25,2.945833
XCME.ZN.N.G.31JUL25,3.945833
XCME.ZN.N.G.01AUG25,5.050000
XCME.ZN.N.G.04AUG25,5.945833
XCME.ZN.N.G.05AUG25,6.945139
XCME.ZN.N.G.06AUG25,7.945139
XCME.ZN.N.G.07AUG25,8.945139
