symbol,vtexp
XCME.ZN.N.G.04AUG25,0.863889
XCME.ZN.N.G.05AUG25,1.863194
XCME.ZN.N.G.06AUG25,2.863194
XCME.ZN.N.G.07AUG25,3.863194
XCME.ZN.N.G.08AUG25,4.967361
XCME.ZN.N.G.11AUG25,5.863194
XCME.ZN.N.G.12AUG25,6.863194
XCME.ZN.N.G.13AUG25,7.863194
XCME.ZN.N.G.14AUG25,8.863194
XCME.ZN.N.G.15AUG25,9.966667
