symbol,vtexp
XCME.ZN.N.G.11AUG25,0.583333
XCME.ZN.N.G.12AUG25,1.583333
XCME.ZN.N.G.13AUG25,2.583333
XCME.ZN.N.G.14AUG25,3.583333
XCME.ZN.N.G.15AUG25,4.687500
XCME.ZN.N.G.18AUG25,5.583333
XCME.ZN.N.G.19AUG25,6.583333
XCME.ZN.N.G.20AUG25,7.583333
XCME.ZN.N.G.21AUG25,8.583333
XCME.ZN.N.G.22AUG25,9.687500
