symbol,vtexp
XCME.ZN.N.G.28JUL25,0.492361
XCME.ZN.N.G.29JUL25,1.492361
XCME.ZN.N.G.30JUL25,2.492361
XCME.ZN.N.G.31JUL25,3.491667
XCME.ZN.N.G.01AUG25,4.595833
XCME.ZN.N.G.04AUG25,5.491667
XCME.ZN.N.G.05AUG25,6.491667
XCME.ZN.N.G.06AUG25,7.491667
XCME.ZN.N.G.07AUG25,8.490972
XCME.ZN.N.G.08AUG25,9.595139
