symbol,vtexp
XCME.ZN.N.G.21JUL25,0.823611
XCME.ZN.N.G.22JUL25,1.822917
XCME.ZN.N.G.23JUL25,2.822917
XCME.ZN.N.G.24JUL25,3.822917
XCME.ZN.N.G.AUG25,4.927083
XCME.ZN.N.G.28JUL25,5.822917
XCME.ZN.N.G.29JUL25,6.822222
XCME.ZN.N.G.30JUL25,7.822222
XCME.ZN.N.G.31JUL25,8.822222
XCME.ZN.N.G.01AUG25,9.926389
