symbol,vtexp
XCME.ZN.N.G.23JUL25,0.081250
XCME.ZN.N.G.24JUL25,1.081250
XCME.ZN.N.G.AUG25,2.185417
XCME.ZN.N.G.28JUL25,3.081250
XCME.ZN.N.G.29JUL25,4.081250
XCME.ZN.N.G.30JUL25,5.081250
XCME.ZN.N.G.31JUL25,6.080556
XCME.ZN.N.G.01AUG25,7.184722
XCME.ZN.N.G.04AUG25,8.080556
XCME.ZN.N.G.05AUG25,9.080556
