ACCOUNT,UNDERLYING,ASSET,RUN_DATE,PRODUCT_CODE,LONG_SHORT,PUT_CALL,STRIKE_PRICE,QUANTITY,EXPIRE_DATE,LOT_SIZE,PRICE_TODAY,IS_AMERICAN
SHAH,ZN,ZN,05/26/2025,FUTURE,L,,,-1000,06/18/2025,1000,110.078125,
SHAH,ZN,VY4,05/26/2025,FUTR-OP,S,P,110.0,100,05/27/2025,1000,0.0953125,Y
SHAH,ZN,VY4,05/26/2025,FUTR-OP,L,P,109.75,200,05/27/2025,1000,0.03125,Y
SHAH,ZN,WY4,05/26/2025,FUTR-OP,L,P,110.0,150,05/28/2025,1000,0.1609375,Y
SHAH,ZN,WY4,05/26/2025,FUTR-OP,L,P,109.75,100,05/28/2025,1000,0.0859375,Y
SHAH,ZN,WY4,05/26/2025,FUTR-OP,L,P,109.25,200,05/28/2025,1000,0.0203125,Y
SHAH,ZN,ZN5,05/26/2025,FUTR-OP,L,P,110.0,50,05/30/2025,1000,0.2484375,Y
SHAH,ZN,ZN5,05/26/2025,FUTR-OP,L,P,109.5,100,05/30/2025,1000,0.096875,Y
