Date,Time,InstrumentId,InstrumentName,Side,SideName,Quantity,Price,OrderId,AccountId,MarketId,TransactTime,TimeStamp,ExecId,OrderStatus,Exchange,Contract,Originator,CurrentUser,SignedQuantity,NetPosition
2025-07-30,08:42:47.036,1375333834396392980,Unknown_1375333834396392980,1,BUY,1.0,111.109375,a41c7a2a-7b1f-4ad8-8596-64b0044fcf6e,1345406,7,1753879367034641763,1753879367036682250,,3,CME,ZN Sep25,,JDas,1.0,1.0
2025-07-30,08:46:12.660,1375333834396392980,Unknown_1375333834396392980,2,SELL,1.0,111.140625,7f0e3ef1-beff-4e55-8078-a9e1329ed89e,1345406,7,1753879572656258161,1753879572660149024,,3,CME,ZN Sep25,,JDas,-1.0,0.0
2025-07-30,09:03:29.991,1375333834396392980,Unknown_1375333834396392980,1,BUY,1.0,111.125,48ed5a1d-8620-4711-9ea3-df02b1042ecb,1345406,7,1753880609972477897,1753880609991104540,,3,CME,ZN Sep25,,user_id:1174640,1.0,1.0
2025-07-30,09:03:31.473,1375333834396392980,Unknown_1375333834396392980,1,BUY,1.0,111.109375,76bd1888-75f2-4333-9016-cacb1eadba10,1345406,7,1753880611473052499,1753880611473452742,,3,CME,ZN Sep25,,user_id:1174640,1.0,2.0
2025-07-30,09:18:55.097,1375333834396392980,Unknown_1375333834396392980,1,BUY,1.0,111.0625,95fa8bcf-a00a-485c-934d-2e68ba17caf8,1345406,7,1753881535087523993,1753881535097311928,,3,CME,ZN Sep25,,JDas,1.0,3.0
2025-07-30,09:39:19.204,1375333834396392980,Unknown_1375333834396392980,1,BUY,1.0,111.03125,1a779443-8788-4052-b8ec-40c239a9324e,1345406,7,1753882759199974709,1753882759204882947,,3,CME,ZN Sep25,,JDas,1.0,4.0
2025-07-30,09:47:10.416,1375333834396392980,Unknown_1375333834396392980,2,SELL,1.0,111.078125,b53470e1-71fe-4500-bf50-da3ab6e7a55c,1345406,7,1753883230414723985,1753883230416647920,,3,CME,ZN Sep25,,JDas,-1.0,3.0
2025-07-30,09:48:05.367,1375333834396392980,Unknown_1375333834396392980,2,SELL,1.0,111.09375,dd7b945d-e3a1-4ddb-beec-01409d9da199,1345406,7,1753883285322639791,1753883285367995702,,3,CME,ZN Sep25,,JDas,-1.0,2.0
2025-07-30,09:52:22.838,1375333834396392980,Unknown_1375333834396392980,1,BUY,1.0,111.03125,d7ee541f-c1bb-47c6-9cca-fe7f3a37793f,1345406,7,1753883542833193859,1753883542838713084,,3,CME,ZN Sep25,,JDas,1.0,3.0
2025-07-30,10:02:49.862,1375333834396392980,Unknown_1375333834396392980,2,SELL,1.0,111.0625,919ac762-ad73-49d6-ab6e-c25c50d1743c,1345406,7,1753884169860152401,1753884169862116952,,3,CME,ZN Sep25,,JDas,-1.0,2.0
2025-07-30,10:06:34.828,1375333834396392980,Unknown_1375333834396392980,2,SELL,1.0,111.078125,a4dc8c60-db4b-49c0-87ea-9f662aec4f79,1345406,7,1753884394827061255,1753884394828371642,,3,CME,ZN Sep25,,JDas,-1.0,1.0
