Key,STRIKE,BID,ASK,ADJTHEOR,ITYPE,BloombergKey
Type,,,,,,
XCME.ZN.SEP25,,111.5625,111.578125,111.578125,F,TYU5 Comdty
XCME.ZT.SEP25,,103.81640625,103.8203125,103.8203125,F,TUU5 Comdty
XCME.ZF.SEP25,,108.671875,108.6796875,108.6796875,F,FVU5 Comdty
XCME.ZB.SEP25,,113.8125,113.84375,113.84375,F,USU5 Comdty
XCME.HY4.28AUG25.111:25.C,111.25,0.515625,0.53125,0.509999388489,C,TJWQ25C4 111.25 Comdty
XCME.HY4.28AUG25.111:5.C,111.5,0.359375,0.390625,0.359963731278391,C,TJWQ25C4 111.5 Comdty
XCME.HY4.28AUG25.111:75.C,111.75,0.25,0.28125,0.242712735522943,C,TJWQ25C4 111.75 Comdty
XCME.HY4.28AUG25.112.C,112.0,0.171875,0.1875,0.158441624830914,C,TJWQ25C4 112 Comdty
XCME.HY4.28AUG25.112:25.C,112.25,0.109375,0.125,0.100266742062132,C,TJWQ25C4 112.25 Comdty
XCME.HY4.28AUG25.112:5.C,112.5,0.078125,0.09375,0.0629702155252261,C,TJWQ25C4 112.5 Comdty
XCME.HY4.28AUG25.112:75.C,112.75,0.046875,0.0625,0.0400191368131146,C,TJWQ25C4 112.75 Comdty
XCME.HY4.28AUG25.113.C,113.0,0.03125,0.046875,0.0259875576033721,C,TJWQ25C4 113 Comdty
XCME.HY4.28AUG25.113:25.C,113.25,0.015625,0.046875,0.0174679869185752,C,TJWQ25C4 113.25 Comdty
XCME.HY4.28AUG25.113:5.C,113.5,0.015625,0.03125,0.0125350846015664,C,TJWQ25C4 113.5 Comdty
XCME.HY4.28AUG25.113:75.C,113.75,0.015625,0.03125,0.00958198543156641,C,TJWQ25C4 113.75 Comdty
XCME.HY4.28AUG25.114.C,114.0,0.015625,0.03125,0.00781871848414539,C,TJWQ25C4 114 Comdty
XCME.HY4.28AUG25.110.P,110.0,0.015625,0.03125,0.0165033422879333,P,TJWQ25P4 110 Comdty
XCME.HY4.28AUG25.110:25.P,110.25,0.03125,0.046875,0.0254844918687809,P,TJWQ25P4 110.25 Comdty
XCME.HY4.28AUG25.110:5.P,110.5,0.046875,0.0625,0.0412886774160484,P,TJWQ25P4 110.5 Comdty
XCME.HY4.28AUG25.110:75.P,110.75,0.0625,0.09375,0.068572245550456,P,TJWQ25P4 110.75 Comdty
XCME.HY4.28AUG25.111.P,111.0,0.109375,0.140625,0.113232066802468,P,TJWQ25P4 111 Comdty
XCME.HY4.28AUG25.111:25.P,111.25,0.1875,0.21875,0.182311234136534,P,TJWQ25P4 111.25 Comdty
XCME.HY4.28AUG25.111:5.P,111.5,0.296875,0.3125,0.281935762674912,P,TJWQ25P4 111.5 Comdty
XCME.HY4.28AUG25.111:75.P,111.75,0.421875,0.453125,0.414372539712744,P,TJWQ25P4 111.75 Comdty
XCME.HY4.28AUG25.112.P,112.0,0.59375,0.625,0.579768415948848,P,TJWQ25P4 112 Comdty
