timestamp,underlying_future_price,expiry,vtexp,strike,itype,bid,ask,adjtheor,key,source_file
2025-08-18 14:34:26,111.53125,20AUG25,0.0080109126984126,110.0,P,,0.007,7.01674281344822e-07,XCME.WY3.20AUG25.110.P,five_min_market_20250818_1334.csv
2025-08-18 14:34:26,111.53125,20AUG25,0.0080109126984126,110.25,P,,0.007,1.51907820367114e-05,XCME.WY3.20AUG25.110:25.P,five_min_market_20250818_1334.csv
2025-08-18 14:34:26,111.53125,20AUG25,0.0080109126984126,110.5,P,,0.007,0.0002092414960372,XCME.WY3.20AUG25.110:5.P,five_min_market_20250818_1334.csv
2025-08-18 14:34:26,111.53125,20AUG25,0.0080109126984126,110.75,P,,0.015625,0.0018661286783299,XCME.WY3.20AUG25.110:75.P,five_min_market_20250818_1334.csv
2025-08-18 14:34:26,111.53125,20AUG25,0.0080109126984126,111.0,P,0.007,0.03125,0.0082462000089975,XCME.WY3.20AUG25.111.P,five_min_market_20250818_1334.csv
2025-08-18 14:34:26,111.53125,20AUG25,0.0080109126984126,111.25,P,0.03125,0.0625,0.0339897929471817,XCME.WY3.20AUG25.111:25.P,five_min_market_20250818_1334.csv
2025-08-18 14:34:26,111.53125,20AUG25,0.0080109126984126,111.5,P,0.125,0.140625,0.109352547542777,XCME.WY3.20AUG25.111:5.P,five_min_market_20250818_1334.csv
2025-08-18 14:34:26,111.53125,20AUG25,0.0080109126984126,111.75,P,0.28125,0.296875,0.260833901778835,XCME.WY3.20AUG25.111:75.P,five_min_market_20250818_1334.csv
2025-08-18 14:34:26,111.53125,20AUG25,0.0080109126984126,112.0,P,0.484375,0.515625,0.475233769410074,XCME.WY3.20AUG25.112.P,five_min_market_20250818_1334.csv
2025-08-18 14:34:26,111.53125,20AUG25,0.0080109126984126,112.25,P,0.71875,0.75,0.71875,XCME.WY3.20AUG25.112:25.P,five_min_market_20250818_1334.csv
2025-08-18 14:34:26,111.53125,20AUG25,0.0080109126984126,112.5,P,0.96875,1.0,0.96875,XCME.WY3.20AUG25.112:5.P,five_min_market_20250818_1334.csv
2025-08-18 14:34:26,111.53125,20AUG25,0.0080109126984126,112.75,P,1.21875,1.234375,1.21875,XCME.WY3.20AUG25.112:75.P,five_min_market_20250818_1334.csv
2025-08-18 14:34:26,111.53125,20AUG25,0.0080109126984126,113.0,P,1.46875,1.484375,1.46875,XCME.WY3.20AUG25.113.P,five_min_market_20250818_1334.csv
