timestamp,underlying_future_price,expiry,vtexp,strike,itype,bid,ask,adjtheor,key,source_file
2025-08-18 14:34:26,111.53125,SEP25,0.0163607817460317,110.0,P,0.007,0.015625,0.0039818013668622,XCME.OZN.SEP25.110.P,five_min_market_20250818_1334.csv
2025-08-18 14:34:26,111.53125,SEP25,0.0163607817460317,110.25,P,0.007,0.015625,0.0061661691209877,XCME.OZN.SEP25.110:25.P,five_min_market_20250818_1334.csv
2025-08-18 14:34:26,111.53125,SEP25,0.0163607817460317,110.5,P,0.015625,0.03125,0.0113734923077686,XCME.OZN.SEP25.110:5.P,five_min_market_20250818_1334.csv
2025-08-18 14:34:26,111.53125,SEP25,0.0163607817460317,110.75,P,0.03125,0.046875,0.0234358522176876,XCME.OZN.SEP25.110:75.P,five_min_market_20250818_1334.csv
2025-08-18 14:34:26,111.53125,SEP25,0.0163607817460317,111.0,P,0.0625,0.078125,0.0502508802719746,XCME.OZN.SEP25.111.P,five_min_market_20250818_1334.csv
2025-08-18 14:34:26,111.53125,SEP25,0.0163607817460317,111.25,P,0.125,0.140625,0.104442554806042,XCME.OZN.SEP25.111:25.P,five_min_market_20250818_1334.csv
2025-08-18 14:34:26,111.53125,SEP25,0.0163607817460317,111.5,P,0.234375,0.25,0.200147293630607,XCME.OZN.SEP25.111:5.P,five_min_market_20250818_1334.csv
2025-08-18 14:34:26,111.53125,SEP25,0.0163607817460317,111.75,P,0.375,0.390625,0.344524074385127,XCME.OZN.SEP25.111:75.P,five_min_market_20250818_1334.csv
2025-08-18 14:34:26,111.53125,SEP25,0.0163607817460317,112.0,P,0.5625,0.578125,0.531452216141076,XCME.OZN.SEP25.112.P,five_min_market_20250818_1334.csv
2025-08-18 14:34:26,111.53125,SEP25,0.0163607817460317,112.25,P,0.765625,0.796875,0.748162439078399,XCME.OZN.SEP25.112:25.P,five_min_market_20250818_1334.csv
2025-08-18 14:34:26,111.53125,SEP25,0.0163607817460317,112.5,P,1.0,1.015625,0.98109415562312,XCME.OZN.SEP25.112:5.P,five_min_market_20250818_1334.csv
