timestamp,underlying_future_price,expiry,vtexp,strike,itype,bid,ask,adjtheor,key,source_file
2025-08-18 14:34:26,111.53125,18AUG25,7.44047619047619e-05,111.5,P,,0.015625,0.0025251872925622,XCME.VY3.18AUG25.111:5.P,five_min_market_20250818_1334.csv
2025-08-18 14:34:26,111.53125,18AUG25,7.44047619047619e-05,111.75,P,0.203125,0.234375,0.21875,XCME.VY3.18AUG25.111:75.P,five_min_market_20250818_1334.csv
2025-08-18 14:34:26,111.53125,18AUG25,7.44047619047619e-05,112.0,P,0.453125,0.484375,0.46875,XCME.VY3.18AUG25.112.P,five_min_market_20250818_1334.csv
2025-08-18 14:34:26,111.53125,18AUG25,7.44047619047619e-05,112.25,P,0.703125,0.734375,0.71875,XCME.VY3.18AUG25.112:25.P,five_min_market_20250818_1334.csv
2025-08-18 14:34:26,111.53125,18AUG25,7.44047619047619e-05,112.5,P,0.953125,0.984375,0.96875,XCME.VY3.18AUG25.112:5.P,five_min_market_20250818_1334.csv
2025-08-18 14:34:26,111.53125,18AUG25,7.44047619047619e-05,112.75,P,1.203125,1.234375,1.21875,XCME.VY3.18AUG25.112:75.P,five_min_market_20250818_1334.csv
2025-08-18 14:34:26,111.53125,18AUG25,7.44047619047619e-05,113.0,P,1.453125,1.484375,1.46875,XCME.VY3.18AUG25.113.P,five_min_market_20250818_1334.csv
2025-08-18 14:34:26,111.53125,18AUG25,7.44047619047619e-05,113.25,P,1.703125,1.734375,1.71875,XCME.VY3.18AUG25.113:25.P,five_min_market_20250818_1334.csv
2025-08-18 14:34:26,111.53125,18AUG25,7.44047619047619e-05,113.5,P,1.953125,1.984375,1.96875,XCME.VY3.18AUG25.113:5.P,five_min_market_20250818_1334.csv
2025-08-18 14:34:26,111.53125,18AUG25,7.44047619047619e-05,113.75,P,2.203125,2.234375,2.21875,XCME.VY3.18AUG25.113:75.P,five_min_market_20250818_1334.csv
2025-08-18 14:34:26,111.53125,18AUG25,7.44047619047619e-05,114.0,P,2.453125,2.484375,2.46875,XCME.VY3.18AUG25.114.P,five_min_market_20250818_1334.csv
2025-08-18 14:39:27,111.515625,18AUG25,6.062698412698413e-05,111.5,P,,0.007,0.0058632824583497,XCME.VY3.18AUG25.111:5.P,five_min_market_20250818_1339.csv
2025-08-18 14:39:27,111.515625,18AUG25,6.062698412698413e-05,111.75,P,0.203125,0.234375,0.234375,XCME.VY3.18AUG25.111:75.P,five_min_market_20250818_1339.csv
2025-08-18 14:39:27,111.515625,18AUG25,6.062698412698413e-05,112.0,P,0.453125,0.484375,0.484375,XCME.VY3.18AUG25.112.P,five_min_market_20250818_1339.csv
2025-08-18 14:39:27,111.515625,18AUG25,6.062698412698413e-05,112.25,P,0.703125,0.734375,0.734375,XCME.VY3.18AUG25.112:25.P,five_min_market_20250818_1339.csv
2025-08-18 14:39:27,111.515625,18AUG25,6.062698412698413e-05,112.5,P,0.953125,0.984375,0.984375,XCME.VY3.18AUG25.112:5.P,five_min_market_20250818_1339.csv
2025-08-18 14:39:27,111.515625,18AUG25,6.062698412698413e-05,112.75,P,1.203125,1.234375,1.234375,XCME.VY3.18AUG25.112:75.P,five_min_market_20250818_1339.csv
2025-08-18 14:39:27,111.515625,18AUG25,6.062698412698413e-05,113.0,P,1.453125,1.484375,1.484375,XCME.VY3.18AUG25.113.P,five_min_market_20250818_1339.csv
2025-08-18 14:39:27,111.515625,18AUG25,6.062698412698413e-05,113.25,P,1.703125,1.734375,1.734375,XCME.VY3.18AUG25.113:25.P,five_min_market_20250818_1339.csv
2025-08-18 14:39:27,111.515625,18AUG25,6.062698412698413e-05,113.5,P,1.953125,1.984375,1.984375,XCME.VY3.18AUG25.113:5.P,five_min_market_20250818_1339.csv
2025-08-18 14:39:27,111.515625,18AUG25,6.062698412698413e-05,113.75,P,2.203125,2.234375,2.234375,XCME.VY3.18AUG25.113:75.P,five_min_market_20250818_1339.csv
2025-08-18 14:39:27,111.515625,18AUG25,6.062698412698413e-05,114.0,P,2.453125,2.484375,2.484375,XCME.VY3.18AUG25.114.P,five_min_market_20250818_1339.csv
2025-08-18 14:44:26,111.53125,18AUG25,6.062698412698413e-05,111.5,P,,0.007,0.0010510459672019,XCME.VY3.18AUG25.111:5.P,five_min_market_20250818_1344.csv
2025-08-18 14:44:26,111.53125,18AUG25,6.062698412698413e-05,111.75,P,0.21875,0.234375,0.21875,XCME.VY3.18AUG25.111:75.P,five_min_market_20250818_1344.csv
