tradeId,instrumentName,marketTradeTime,buySell,quantity,price
1436,XCMEFFDPSX20250930U0ZF,2025-08-25 18:11:18.000,S,1.0,108.90625
1437,XCMEFFDPSX20250919U0ZN,2025-08-25 19:03:22.000,S,1.0,111.984375
1438,XCMEFFDPSX20250919U0ZN,2025-08-25 19:03:43.000,S,1.0,112.0
1439,XCMEFFDPSX20250919U0ZN,2025-08-25 19:04:40.000,S,1.0,112.015625
1440,XCMEFFDPSX20250919U0ZN,2025-08-25 19:05:27.000,S,1.0,112.046875
1441,XCMEFFDPSX20250919U0ZN,2025-08-25 19:07:17.000,S,1.0,112.09375
1442,XCMEFFDPSX20250930U0ZF,2025-08-25 19:08:31.000,B,1.0,108.9921875
1443,XCMEFFDPSX20250919U0ZN,2025-08-25 19:09:00.000,B,1.0,112.0625
1444,XCMEFFDPSX20250919U0ZN,2025-08-25 19:14:03.000,S,1.0,112.09375
1445,XCMEFFDPSX20250919U0ZN,2025-08-25 19:14:21.000,S,1.0,112.109375
1446,XCMEFFDPSX20250919U0ZN,2025-08-25 19:18:08.000,B,1.0,112.0625
1447,XCMEFFDPSX20250919U0ZN,2025-08-25 19:20:36.000,B,1.0,112.015625
1448,XCMEFFDPSX20250919U0ZN,2025-08-25 19:43:50.000,B,1.0,112.0
1449,XCMEFFDPSX20250919U0ZN,2025-08-25 19:44:12.000,B,1.0,111.984375
1450,XCMEFFDPSX20250919U0ZN,2025-08-25 19:50:41.000,B,1.0,111.9375
1451,XCMEFFDPSX20250919U0ZN,2025-08-25 19:59:30.000,B,1.0,111.90625
1452,XCMEFFDPSX20250919U0ZN,2025-08-25 20:03:49.000,S,1.0,111.9375
1453,XCMEFFDPSX20250919U0ZN,2025-08-25 20:04:35.000,S,1.0,111.953125
1454,XCMEFFDPSX20250919U0ZN,2025-08-25 20:34:55.000,B,1.0,111.90625
1455,XCMEFFDPSX20250919U0ZN,2025-08-25 21:32:16.000,B,1.0,111.90625
1456,XCMEFFDPSX20250919U0ZN,2025-08-25 21:32:26.000,B,1.0,111.890625
1457,XCMEFFDPSX20250919U0ZN,2025-08-25 21:38:00.000,B,1.0,111.890625
1458,XCMEFFDPSX20250919U0ZN,2025-08-25 21:58:44.000,B,1.0,111.890625
1459,XCMEFFDPSX20250919U0ZN,2025-08-25 22:53:59.000,B,1.0,111.890625
1460,XCMEFFDPSX20250919U0ZN,2025-08-25 23:09:01.000,B,1.0,111.875
1461,XCMEFFDPSX20250919U0ZN,2025-08-25 23:09:01.000,B,1.0,111.875
1462,XCMEFFDPSX20250919U0ZN,2025-08-25 23:11:58.000,B,1.0,111.859375
1463,XCMEFFDPSX20250919U0ZN,2025-08-25 23:17:48.000,B,1.0,111.84375
1464,XCMEFFDPSX20250919U0ZN,2025-08-25 23:17:48.000,B,2.0,111.84375
1465,XCMEFFDPSX20250919U0ZN,2025-08-25 23:57:07.000,B,2.0,111.828125
1466,XCMEFFDPSX20250919U0ZN,2025-08-25 23:57:41.000,B,1.0,111.8125
1467,XCMEFFDPSX20250919U0ZN,2025-08-26 01:22:15.000,S,1.0,111.859375
1468,XCMEFFDPSX20250919U0ZN,2025-08-26 01:43:43.000,S,1.0,111.875
1469,XCMEFFDPSX20250919U0ZN,2025-08-26 02:01:16.000,B,1.0,111.828125
1470,XCMEFFDPSX20250919U0ZN,2025-08-26 02:02:42.000,B,1.0,111.8125
1471,XCMEFFDPSX20250919U0ZN,2025-08-26 02:11:26.000,B,2.0,111.796875
1472,XCMEFFDPSX20250919U0ZN,2025-08-26 02:14:21.000,S,1.0,111.828125
1473,XCMEFFDPSX20250919U0ZN,2025-08-26 02:14:59.000,S,1.0,111.84375
1474,XCMEFFDPSX20250919U0ZN,2025-08-26 02:18:19.000,S,1.0,111.84375
1475,XCMEFFDPSX20250919U0ZN,2025-08-26 02:26:07.000,S,1.0,111.84375
1476,XCMEFFDPSX20250919U0ZN,2025-08-26 02:29:01.000,S,1.0,111.859375
1477,XCMEFFDPSX20250919U0ZN,2025-08-26 02:31:47.000,S,1.0,111.875
1478,XCMEFFDPSX20250919U0ZN,2025-08-26 02:39:21.000,S,1.0,111.875
1479,XCMEFFDPSX20250919U0ZN,2025-08-26 02:52:37.000,S,1.0,111.875
1480,XCMEFFDPSX20250919U0ZN,2025-08-26 03:00:01.000,S,1.0,111.890625
1481,XCMEFFDPSX20250919U0ZN,2025-08-26 03:17:15.000,S,1.0,111.90625
1482,XCMEFFDPSX20250930U0ZF,2025-08-26 03:31:53.000,S,1.0,108.9140625
1483,XCMEFFDPSX20250919U0ZN,2025-08-26 03:34:02.000,S,1.0,111.890625
1484,XCMEFFDPSX20250919U0ZN,2025-08-26 04:41:24.000,S,1.0,111.875
1485,XCMEFFDPSX20250919U0ZN,2025-08-26 04:44:53.000,S,1.0,111.890625
1486,XCMEFFDPSX20250919U0ZN,2025-08-26 04:47:00.000,S,1.0,111.90625
1487,XCMEFFDPSX20250919U0ZN,2025-08-26 05:02:57.000,S,1.0,111.921875
1488,XCMEFFDPSX20250919U0ZN,2025-08-26 05:43:58.000,S,1.0,111.921875
1489,XCMEFFDPSX20250919U0ZN,2025-08-26 06:09:30.000,S,1.0,111.9375
1490,XCMEFFDPSX20250919U0ZN,2025-08-26 06:25:47.000,S,1.0,111.9375
1491,XCMEFFDPSX20250919U0ZN,2025-08-26 06:34:55.000,S,1.0,111.96875
1492,XCMEFFDPSX20250930U0ZF,2025-08-26 06:36:11.000,B,1.0,108.953125
1493,XCMEFFDPSX20250919U0ZN,2025-08-26 07:25:50.000,S,1.0,112.046875
1494,XCMEFFDPSX20250919U0ZN,2025-08-26 07:30:05.000,B,1.0,112.0
1495,XCMEFFDPSX20250919U0ZN,2025-08-26 07:38:45.000,B,1.0,111.984375
1496,XCMEFFDPSX20250919U0ZN,2025-08-26 07:40:08.000,S,1.0,112.03125
1497,XCMEFFDPSX20250919U0ZN,2025-08-26 07:48:56.000,B,1.0,112.015625
1498,XCMEFFDPSX20250919U0ZN,2025-08-26 07:49:00.000,B,1.0,112.0
1499,XCMEFFDPSX20250919U0ZN,2025-08-26 07:49:00.000,B,1.0,112.0
1500,XCMEFFDPSX20250919U0ZN,2025-08-26 07:50:14.000,S,1.0,112.03125
1501,XCMEFFDPSX20250919U0ZN,2025-08-26 07:52:30.000,S,1.0,112.046875
1502,XCMEFFDPSX20250919U0ZN,2025-08-26 07:56:53.000,B,1.0,112.015625
1503,XCMEFFDPSX20250919U0ZN,2025-08-26 08:00:15.000,B,1.0,112.0
1504,XCMEFFDPSX20250919U0ZN,2025-08-26 08:00:15.000,B,1.0,112.0
1505,XCMEFFDPSX20250919U0ZN,2025-08-26 08:04:00.000,B,1.0,112.0
1506,XCMEFFDPSX20250919U0ZN,2025-08-26 08:04:30.000,B,2.0,112.0
1507,XCMEFFDPSX20250919U0ZN,2025-08-26 08:05:01.000,S,2.0,112.015625
