tradeId,instrumentName,marketTradeTime,buySell,quantity,price
1207,XCMEFFDPSX20250919U0ZN,2025-08-20 05:59:35.000,S,1.0,111.796875
1208,XCMEFFDPSX20250919U0ZN,2025-08-20 07:10:02.000,S,1.0,111.8125
1209,XCMEFFDPSX20250919U0ZN,2025-08-20 07:32:44.000,B,1.0,111.75
1210,XCMEFFDPSX20250919U0ZN,2025-08-20 07:33:30.000,S,1.0,111.78125
1211,XCMEFFDPSX20250919U0ZN,2025-08-20 07:35:13.000,S,1.0,111.78125
1212,XCMEFFDPSX20250919U0ZN,2025-08-20 07:37:01.000,S,1.0,111.796875
1213,XCMEFFDPSX20250919U0ZN,2025-08-20 07:51:40.000,S,1.0,111.8125
1214,XCMEFFDPSX20250919U0ZN,2025-08-20 07:54:24.000,S,1.0,111.828125
1215,XCMEFFDPSX20250919U0ZN,2025-08-20 07:54:24.000,S,1.0,111.828125
1216,XCMEFFDPSX20250919U0ZN,2025-08-20 08:12:53.000,B,1.0,111.796875
1217,XCMEFFDPSX20250919U0ZN,2025-08-20 08:24:29.000,B,1.0,111.78125
1218,XCMEFFDPSX20250919U0ZN,2025-08-20 08:25:56.000,B,1.0,111.765625
1219,XCMEFFDPSX20250919U0ZN,2025-08-20 08:28:16.000,B,1.0,111.765625
1220,XCMEFFDPSX20250919U0ZN,2025-08-20 08:28:16.000,B,1.0,111.75
1221,XCMEFFDPSX20250919U0ZN,2025-08-20 08:33:32.000,B,1.0,111.765625
1222,XCMEFFDPSX20250919U0ZN,2025-08-20 08:51:55.000,S,1.0,111.828125
1223,XCMEFFDPSX20250919U0ZN,2025-08-20 08:53:42.000,S,1.0,111.859375
1224,XCMEFFDPSX20250919U0ZN,2025-08-20 08:56:19.000,S,1.0,111.875
1225,XCMEFFDPSX20250919U0ZN,2025-08-20 09:01:05.000,B,1.0,111.828125
1226,XCMEFFDPSX20250919U0ZN,2025-08-20 09:28:36.000,S,1.0,111.875
1227,XCMEFFDPSX20250919U0ZN,2025-08-20 09:30:44.000,S,1.0,111.890625
1228,XCMEFFDPSX20250919U0ZN,2025-08-20 09:39:32.000,S,1.0,111.890625
1229,XCMEFFDPSX20250919U0ZN,2025-08-20 09:45:47.000,S,1.0,111.90625
1230,XCMEFFDPSX20250919U0ZN,2025-08-20 09:46:42.000,S,1.0,111.921875
1231,XCMEFFDPSX20250919U0ZN,2025-08-20 09:52:31.000,S,2.0,111.9375
1232,XCMEFFDPSX20250919U0ZN,2025-08-20 09:52:52.000,S,1.0,111.953125
1233,XCMEFFDPSX20250919U0ZN,2025-08-20 09:53:51.000,S,1.0,111.953125
1234,XCMEFFDPSX20250919U0ZN,2025-08-20 10:03:13.000,S,2.0,111.96875
1235,XCMEFFDPSX20250919U0ZN,2025-08-20 10:20:16.000,B,1.0,111.9375
1236,XCMEFFDPSX20250919U0ZN,2025-08-20 10:24:27.000,B,1.0,111.921875
1237,XCMEFFDPSX20250919U0ZN,2025-08-20 10:25:41.000,B,1.0,111.90625
1238,XCMEFFDPSX20250919U0ZN,2025-08-20 10:37:58.000,B,1.0,111.90625
1239,XCMEFFDPSX20250919U0ZB,2025-08-20 10:37:58.000,B,1.0,114.46875
1240,XCMEFFDPSX20250919U0ZN,2025-08-20 10:56:01.000,S,1.0,111.953125
1241,XCMEFFDPSX20250919U0ZB,2025-08-20 11:03:45.000,S,1.0,114.59375
1242,XCMEFFDPSX20250919U0ZN,2025-08-20 11:11:22.000,S,1.0,111.96875
1243,XCMEFFDPSX20250919U0ZN,2025-08-20 11:51:55.000,B,2.0,111.921875
1244,XCMEFFDPSX20250919U0ZN,2025-08-20 12:05:18.000,S,2.0,111.96875
1245,XCMEFFDPSX20250919U0ZN,2025-08-20 12:16:25.000,S,1.0,111.984375
1246,XCMEFFDPSX20250919U0ZN,2025-08-20 12:16:25.000,S,1.0,111.984375
1247,XCMEFFDPSX20250919U0ZN,2025-08-20 12:26:26.000,S,2.0,112.0
1248,XCMEFFDPSX20250919U0ZN,2025-08-20 12:37:11.000,B,1.0,111.96875
1249,XCMEFFDPSX20250919U0ZN,2025-08-20 12:37:11.000,B,1.0,111.96875
1250,XCMEFFDPSX20250919U0ZN,2025-08-20 12:40:14.000,B,2.0,111.953125
1251,XCMEFFDPSX20250919U0ZN,2025-08-20 12:44:36.000,B,1.0,111.953125
1252,XCMEFFDPSX20250919U0ZN,2025-08-20 13:01:09.000,B,2.0,111.921875
1253,XCMEFFDPSX20250919U0ZN,2025-08-20 13:03:28.000,B,1.0,111.90625
1254,XCMEFFDPSX20250919U0ZN,2025-08-20 13:04:55.000,B,2.0,111.890625
1255,XCMEFFDPSX20250919U0ZN,2025-08-20 13:09:44.000,B,1.0,111.875
1256,XCMEFFDPSX20250919U0ZN,2025-08-20 13:19:11.000,B,1.0,111.875
1257,XCMEFFDPSX20250919U0ZN,2025-08-20 13:49:10.000,B,1.0,111.875
1258,XCMEFFDPSX20250919U0ZN,2025-08-20 14:13:13.000,S,1.0,111.890625
1259,XCMEFFDPSX20250919U0ZN,2025-08-20 15:23:41.000,B,1.0,111.859375
1260,XCMEFFDPSX20250919U0ZB,2025-08-20 15:32:01.000,S,1.0,114.53125
1261,XCMEFFDPSX20250919U0ZB,2025-08-20 15:54:15.000,B,1.0,114.5
