tradeId,instrumentName,marketTradeTime,buySell,quantity,price
1638,XCMEFFDPSX20251219Z0ZN,2025-08-27 19:12:07.000,B,1.0,112.421875
1639,XCMEFFDPSX20251219Z0ZB,2025-08-27 19:17:05.000,S,1.0,114.25
1640,XCMEFFDPSX20251219Z0ZN,2025-08-27 19:40:23.000,B,1.0,112.4375
1641,XCMEFFDPSX20251219Z0ZN,2025-08-27 20:24:55.000,B,1.0,112.421875
1642,XCMEFFDPSX20251219Z0ZN,2025-08-28 06:28:59.000,B,1.0,112.453125
1643,XCMEFFDPSX20251219Z0ZN,2025-08-28 06:47:12.000,B,1.0,112.4375
1644,XCMEFFDPSX20251219Z0ZN,2025-08-28 07:20:04.000,B,1.0,112.421875
1645,XCMEFFDPSX20251219Z0ZN,2025-08-28 07:20:04.000,B,1.0,112.40625
1646,XCMEFFDPSX20251219Z0ZN,2025-08-28 07:22:00.000,B,1.0,112.390625
1647,XCMEFFDPSX20251219Z0ZN,2025-08-28 07:24:01.000,B,1.0,112.390625
1648,XCMEFFDPSX20251219Z0ZN,2025-08-28 07:24:43.000,B,2.0,112.390625
1649,XCMEFFDPSX20251231Z0ZF,2025-08-28 07:29:25.000,B,1.0,109.3984375
1650,XCMEFFDPSX20251219Z0ZN,2025-08-28 07:30:25.000,B,2.0,112.34375
1651,XCMEFFDPSX20251219Z0ZN,2025-08-28 07:30:28.000,B,2.0,112.34375
1652,XCMEFFDPSX20251219Z0ZN,2025-08-28 07:30:48.000,B,2.0,112.328125
1653,XCMEFFDPSX20251219Z0ZN,2025-08-28 07:33:35.000,B,1.0,112.375
1654,XCMEFFDPSX20251219Z0ZN,2025-08-28 07:36:26.000,B,1.0,112.375
1655,XCMEFFDPSX20251219Z0ZN,2025-08-28 07:37:12.000,B,1.0,112.34375
1656,XCMEFFDPSX20251219Z0ZN,2025-08-28 07:40:41.000,S,1.0,112.390625
1657,XCMEFFDPSX20251219Z0ZN,2025-08-28 07:43:52.000,S,1.0,112.4375
1658,XCMEFFDPSX20251231Z0ZF,2025-08-28 07:49:14.000,B,1.0,109.40625
1659,XCMEFFDPSX20251219Z0ZN,2025-08-28 08:20:45.000,B,1.0,112.375
1660,XCMEFFDPSX20251231Z0ZF,2025-08-28 08:25:28.000,S,1.0,109.375
1661,XCMEFFDPSX20251219Z0ZN,2025-08-28 08:41:29.000,B,1.0,112.34375
1662,XCMEFFDPSX20251219Z0ZN,2025-08-28 09:20:20.000,B,1.0,112.421875
1663,XCMEFFDPSX20251231Z0ZF,2025-08-28 09:45:14.000,S,1.0,109.4375
1664,XCMEFFDPSX20251219Z0ZN,2025-08-28 11:01:18.000,S,1.0,112.546875
1665,XCMEFFDPSX20251219Z0ZN,2025-08-28 11:27:14.000,B,1.0,112.53125
1666,XCMEFFDPSX20251219Z0ZN,2025-08-28 11:39:37.000,B,1.0,112.515625
1667,XCMEFFDPSX20251219Z0ZN,2025-08-28 12:03:13.000,S,1.0,112.546875
1668,XCMEFFDPSX20251219Z0ZN,2025-08-28 12:05:33.000,S,1.0,112.609375
1669,XCMEFFDPSX20251219Z0ZN,2025-08-28 12:06:26.000,S,1.0,112.609375
1670,XCMEFFDPSX20251219Z0ZN,2025-08-28 12:12:31.000,S,2.0,112.625
1671,XCMEFFDPSX20251219Z0ZN,2025-08-28 12:12:31.000,S,1.0,112.625
1672,XCMEFFDPSX20251219Z0ZN,2025-08-28 12:19:25.000,S,1.0,112.609375
1673,XCMEFFDPSX20251219Z0ZN,2025-08-28 12:20:19.000,B,1.0,112.59375
1674,XCMEFFDPSX20251219Z0ZN,2025-08-28 12:23:04.000,B,1.0,112.578125
1675,XCMEFFDPSX20251219Z0ZN,2025-08-28 12:23:37.000,B,1.0,112.5625
1676,XCMEFFDPSX20251231Z0ZF,2025-08-28 12:34:00.000,B,1.0,109.4609375
1677,XCMEFFDPSX20251219Z0ZN,2025-08-28 12:39:22.000,B,1.0,112.5625
1678,XCMEFFDPSX20251219Z0ZN,2025-08-28 13:02:00.000,B,1.0,112.53125
1679,XCMEFFDPSX20251219Z0ZN,2025-08-28 13:07:59.000,B,1.0,112.53125
1680,XCMEFFDPSX20251219Z0ZN,2025-08-28 13:36:21.000,B,1.0,112.53125
1681,XCMEFFDPSX20251219Z0ZN,2025-08-28 13:44:41.000,S,1.0,112.5625
1682,XCMEFFDPSX20251231Z0ZF,2025-08-28 13:55:42.000,S,1.0,109.46875
1683,XCMEFFDPSX20251219Z0ZN,2025-08-28 14:00:00.000,S,2.0,112.59375
1684,XCMEFFDPSX20251219Z0ZN,2025-08-28 14:30:14.000,B,1.0,112.546875
1685,XCMEFFDPSX20251219Z0ZN,2025-08-28 14:48:37.000,B,1.0,112.5625
1686,XCMEFFDPSX20251219Z0ZN,2025-08-28 15:13:03.000,S,1.0,112.609375
1687,XCMEFFDPSX20251219Z0ZN,2025-08-28 15:31:31.000,S,2.0,112.609375
1688,XCMEFFDPSX20251219Z0ZN,2025-08-28 15:37:43.000,S,2.0,112.625
1689,XCMEFFDPSX20251219Z0ZN,2025-08-28 15:40:15.000,S,1.0,112.625
1690,XCMEFFDPSX20251219Z0ZN,2025-08-28 15:55:33.000,S,1.0,112.625
