tradeId,instrumentName,marketTradeTime,buySell,quantity,price
791,XCMEFFDPSX20250919U0ZN,2025-08-06 21:13:29.000,B,2.0,112.15625
792,XCMEFFDPSX20250919U0ZN,2025-08-06 21:23:58.000,B,3.0,112.140625
793,XCMEFFDPSX20250919U0ZB,2025-08-07 02:53:26.000,S,1.0,115.46875
794,XCMEFFDPSX20250919U0ZN,2025-08-07 03:01:59.000,S,3.0,112.203125
795,XCMEFFDPSX20250919U0ZN,2025-08-07 04:43:15.000,S,1.0,112.21875
796,XCMEFFDPSX20250919U0ZN,2025-08-07 04:49:08.000,S,1.0,112.234375
797,XCMEFFDPSX20250919U0ZN,2025-08-07 06:20:06.000,B,1.0,112.125
798,XCMEFFDPSX20250919U0ZN,2025-08-07 06:22:12.000,B,1.0,112.125
799,XCMEFFDPSX20250919U0ZN,2025-08-07 06:32:35.000,B,1.0,112.125
800,XCMEFFDPSX20250919U0ZN,2025-08-07 06:32:35.000,B,1.0,112.125
801,XCMEFFDPSX20250919U0ZN,2025-08-07 06:36:16.000,B,3.0,112.109375
802,XCMEFFDPSX20250919U0ZN,2025-08-07 07:05:43.000,B,3.0,112.09375
803,XCMEFFDPSX20250919U0ZN,2025-08-07 07:11:34.000,S,3.0,112.140625
804,XCMEFFDPSX20250919U0ZN,2025-08-07 07:24:56.000,S,5.0,112.21875
805,XCMEFFDPSX20250919U0ZN,2025-08-07 07:32:12.000,S,5.0,112.234375
806,XCMEFFDPSX20250919U0ZN,2025-08-07 07:56:11.000,B,5.0,112.1875
807,XCMEFFDPSX20250919U0ZN,2025-08-07 07:58:38.000,B,2.0,112.171875
808,XCMEFFDPSX20250919U0ZN,2025-08-07 07:58:53.000,B,1.0,112.15625
809,XCMEFFDPSX20250919U0ZN,2025-08-07 07:58:53.000,B,1.0,112.15625
810,XCMEOCADPS20250808Q0ZN2/112.5,2025-08-07 08:10:33.000,S,10.0,0.03125
811,XCMEFFDPSX20250919U0ZN,2025-08-07 08:21:42.000,B,2.0,112.171875
812,XCMEFFDPSX20250919U0ZN,2025-08-07 08:43:44.000,S,5.0,112.234375
813,XCMEFFDPSX20250919U0ZN,2025-08-07 09:00:08.000,S,5.0,112.21875
814,XCMEFFDPSX20250919U0ZN,2025-08-07 09:18:24.000,B,1.0,112.1875
815,XCMEFFDPSX20250919U0ZN,2025-08-07 09:18:24.000,B,1.0,112.1875
816,XCMEFFDPSX20250919U0ZN,2025-08-07 10:16:35.000,B,2.0,112.1875
817,XCMEFFDPSX20250919U0ZN,2025-08-07 10:17:36.000,B,2.0,112.1875
818,XCMEFFDPSX20250919U0ZN,2025-08-07 11:07:09.000,B,2.0,112.171875
819,XCMEFFDPSX20250919U0ZN,2025-08-07 11:09:04.000,B,2.0,112.171875
820,XCMEFFDPSX20250919U0ZN,2025-08-07 11:10:01.000,B,2.0,112.15625
821,XCMEFFDPSX20250919U0ZN,2025-08-07 12:02:05.000,B,2.0,112.125
822,XCMEFFDPSX20250919U0ZN,2025-08-07 12:02:17.000,B,2.0,112.09375
823,XCMEFFDPSX20250919U0ZN,2025-08-07 12:06:57.000,B,1.0,112.078125
824,XCMEFFDPSX20250919U0ZN,2025-08-07 12:36:55.000,S,3.0,112.125
825,XCMEFFDPSX20250919U0ZN,2025-08-07 12:50:16.000,B,2.0,112.078125
826,XCMEFFDPSX20250919U0ZN,2025-08-07 12:58:08.000,S,2.0,112.09375
827,XCMEFFDPSX20250919U0ZN,2025-08-07 13:21:28.000,B,2.0,112.078125
828,XCMEFFDPSX20250919U0ZN,2025-08-07 14:52:39.000,S,2.0,112.140625
829,XCMEFFDPSX20250919U0ZN,2025-08-07 15:03:36.000,S,1.0,112.15625
830,XCMEFFDPSX20250919U0ZN,2025-08-07 15:03:36.000,S,1.0,112.15625
831,XCMEFFDPSX20250919U0ZN,2025-08-07 15:03:36.000,S,1.0,112.15625
832,XCMEFFDPSX20250919U0ZN,2025-08-07 15:06:03.000,S,5.0,112.125
833,XCMEFFDPSX20250919U0ZN,2025-08-07 15:07:03.000,S,2.0,112.140625
834,XCMEFFDPSX20250919U0ZN,2025-08-07 15:07:03.000,S,2.0,112.140625
835,XCMEFFDPSX20250919U0ZN,2025-08-07 15:09:53.000,S,2.0,112.140625
836,XCMEFFDPSX20250919U0ZN,2025-08-07 15:20:29.000,S,2.0,112.140625
837,XCMEFFDPSX20250919U0ZN,2025-08-07 15:23:27.000,S,2.0,112.140625
838,XCMEFFDPSX20250919U0ZN,2025-08-07 15:45:21.000,B,5.0,112.09375
839,XCMEFFDPSX20250919U0ZN,2025-08-07 15:55:53.000,B,2.0,112.078125
840,XCMEFFDPSX20250919U0ZN,2025-08-07 15:55:57.000,B,5.0,112.078125
841,XCMEFFDPSX20250919U0ZN,2025-08-07 15:57:03.000,B,2.0,112.078125
842,XCMEFFDPSX20250919U0ZN,2025-08-07 15:59:56.000,B,2.0,112.078125
843,XCMEOCADPS20250807Q0HY1/113.25,2025-08-07 15:59:57.000,S,500.0,0.0
844,XCMEOCADPS20250807Q0HY1/112.5,2025-08-07 15:59:58.000,S,60.0,0.0
