tradeId,instrumentName,marketTradeTime,buySell,quantity,price
1381,XCMEFFDPSX20250919U0ZN,2025-08-24 20:02:58.000,B,1.0,112.078125
1382,XCMEFFDPSX20250919U0ZB,2025-08-25 06:26:25.000,S,1.0,114.53125
1383,XCMEFFDPSX20250919U0ZN,2025-08-25 06:37:57.000,B,1.0,112.03125
1384,XCMEFFDPSX20250919U0ZB,2025-08-25 06:46:00.000,B,1.0,114.5
1385,XCMEFFDPSX20250919U0ZN,2025-08-25 07:54:12.000,S,1.0,111.984375
1386,XCMEFFDPSX20250919U0ZN,2025-08-25 08:10:44.000,B,2.0,111.953125
1387,XCMEFFDPSX20250919U0ZN,2025-08-25 08:22:38.000,S,1.0,111.96875
1388,XCMEFFDPSX20250919U0ZN,2025-08-25 08:25:15.000,B,1.0,111.9375
1389,XCMEFFDPSX20250919U0ZN,2025-08-25 08:43:54.000,B,1.0,111.9375
1390,XCMEFFDPSX20250919U0ZN,2025-08-25 08:43:54.000,B,1.0,111.9375
1391,XCMEFFDPSX20250919U0ZN,2025-08-25 08:56:11.000,B,2.0,111.921875
1392,XCMEFFDPSX20250919U0ZN,2025-08-25 09:07:20.000,B,2.0,111.90625
1393,XCMEFFDPSX20250919U0ZN,2025-08-25 09:27:55.000,B,1.0,111.890625
1394,XCMEFFDPSX20250919U0ZN,2025-08-25 09:34:18.000,B,2.0,111.875
1395,XCMEFFDPSX20250919U0ZN,2025-08-25 09:48:32.000,B,2.0,111.875
1396,XCMEFFDPSX20250930U0ZF,2025-08-25 10:04:44.000,S,1.0,108.8671875
1397,XCMEFFDPSX20250919U0ZN,2025-08-25 10:04:54.000,S,1.0,111.90625
1398,XCMEFFDPSX20250930U0ZF,2025-08-25 10:13:31.000,S,1.0,108.890625
1399,XCMEFFDPSX20250919U0ZN,2025-08-25 10:13:31.000,S,2.0,111.9375
1400,XCMEFFDPSX20250919U0ZB,2025-08-25 10:19:16.000,S,1.0,114.625
1401,XCMEFFDPSX20250919U0ZN,2025-08-25 10:23:16.000,S,2.0,111.953125
1402,XCMEFFDPSX20250919U0ZN,2025-08-25 10:35:15.000,B,2.0,111.90625
1403,XCMEFFDPSX20250919U0ZN,2025-08-25 10:47:06.000,B,2.0,111.890625
1404,XCMEFFDPSX20250930U0ZF,2025-08-25 10:52:18.000,B,1.0,108.859375
1405,XCMEFFDPSX20250919U0ZN,2025-08-25 11:06:15.000,B,1.0,111.890625
1406,XCMEFFDPSX20250930U0ZF,2025-08-25 11:08:07.000,B,1.0,108.859375
1407,XCMEFFDPSX20250919U0ZN,2025-08-25 11:13:08.000,S,1.0,111.90625
1408,XCMEFFDPSX20250919U0ZN,2025-08-25 11:21:06.000,S,1.0,111.921875
1409,XCMEFFDPSX20250919U0ZN,2025-08-25 11:26:04.000,S,1.0,111.921875
1410,XCMEFFDPSX20250919U0ZN,2025-08-25 11:29:05.000,S,1.0,111.921875
1411,XCMEFFDPSX20250919U0ZB,2025-08-25 11:30:21.000,B,1.0,114.53125
1412,XCMEFFDPSX20250919U0ZN,2025-08-25 11:36:50.000,S,1.0,111.921875
1413,XCMEFFDPSX20250919U0ZN,2025-08-25 11:38:04.000,S,1.0,111.921875
1414,XCMEFFDPSX20250919U0ZN,2025-08-25 11:39:02.000,S,1.0,111.9375
1415,XCMEFFDPSX20250919U0ZN,2025-08-25 11:45:15.000,S,1.0,111.9375
1416,XCMEFFDPSX20250919U0ZN,2025-08-25 11:48:43.000,S,1.0,111.9375
1417,XCMEFFDPSX20250919U0ZN,2025-08-25 11:56:27.000,S,1.0,111.953125
1418,XCMEFFDPSX20250919U0ZN,2025-08-25 11:57:05.000,S,1.0,111.96875
1419,XCMEFFDPSX20250919U0ZN,2025-08-25 11:58:36.000,S,1.0,111.984375
1420,XCMEFFDPSX20250919U0ZN,2025-08-25 12:33:00.000,S,1.0,112.0
1421,XCMEFFDPSX20250919U0ZN,2025-08-25 12:40:51.000,S,1.0,112.03125
1422,XCMEFFDPSX20250919U0ZN,2025-08-25 12:48:58.000,S,1.0,112.046875
1423,XCMEFFDPSX20250919U0ZN,2025-08-25 13:02:28.000,S,1.0,112.03125
1424,XCMEFFDPSX20250919U0ZN,2025-08-25 13:05:00.000,B,1.0,112.015625
1425,XCMEFFDPSX20250919U0ZN,2025-08-25 13:08:43.000,B,1.0,112.0
1426,XCMEFFDPSX20250919U0ZN,2025-08-25 13:23:58.000,S,2.0,112.015625
1427,XCMEFFDPSX20250930U0ZF,2025-08-25 13:27:13.000,B,1.0,108.9296875
1428,XCMEFFDPSX20250919U0ZN,2025-08-25 13:45:52.000,B,1.0,112.0
1429,XCMEFFDPSX20250919U0ZN,2025-08-25 13:50:39.000,B,1.0,112.0
1430,XCMEFFDPSX20250919U0ZN,2025-08-25 13:59:23.000,B,1.0,111.984375
1431,XCMEFFDPSX20250919U0ZN,2025-08-25 14:00:51.000,B,1.0,111.96875
1432,XCMEFFDPSX20250919U0ZN,2025-08-25 14:03:22.000,B,1.0,111.953125
1433,XCMEFFDPSX20250919U0ZN,2025-08-25 14:35:08.000,B,1.0,111.9375
1434,XCMEFFDPSX20250930U0ZF,2025-08-25 14:37:22.000,S,1.0,108.8828125
1435,XCMEFFDPSX20250919U0ZN,2025-08-25 14:59:54.000,B,1.0,111.921875
