key,bid,ask,strike,itype,adjtheor,ivbid,ivask,ivaverage,pos.position,pos.startofdaypos,pos.premium,pos.price,pos.marketvalue,utotal.premium,utotal.yesterdaypl,price_source,midpoint_price,expiry_date,bloomberg_symbol,vtexp,calc_vol,implied_vol,delta_F,delta_y,gamma_F,gamma_y,vega_price,vega_y,theta_F,volga_price,vanna_F_price,charm_F,speed_F,color_F,ultima,zomma,greek_calc_success,greek_calc_error,model_version
XCME.ZN.SEP25,110.515625,110.53125,,F,,,,,1000,1000,110625000.0,110.5234375,110523437.5,110649437.5,-6065.625,calculated,110.5234375,SEP25,,,0.0,0.0,63.0,3.969,0.0042,1.66698e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,futures_hardcoded
XCME.ZN3.18JUL25.110.C,0.53125,0.546875,110.0,C,,,,,0,0,0.0,,,110649437.5,-6065.625,calculated,0.5390625,18JUL25,,0.125694,1.089550578016051,1.089550578016051,0.912301593589995,57.47500039616968,0.41236264458108907,5.468334029420321,0.056473051950126474,3.557802272857968,-0.9712780420027182,95.17309473214144,-198.10560072020263,-858.6172441521227,-1209.6110127149614,-2586.858930309242,36.02962882495251,-1834.2562820042979,True,Using calculated midpoint (adjtheor not available),bachelier_v1.0
XCME.ZN3.18JUL25.110:25.C,0.296875,0.328125,110.25,C,,,,,0,0,0.0,,,110649437.5,-6065.625,calculated,0.3125,18JUL25,,0.125694,0.9442364364847744,0.9442364364847744,0.7929809541937856,49.957800114208496,0.8536831655818528,6.718788491808273,0.10131926242211457,6.383113532593218,-1.5101764416139871,71.58983418565707,-247.21455513600256,-928.5605939376098,693.2566087453592,-6470.745033040228,54589.24126384584,-4588.19172048291,True,Using calculated midpoint (adjtheor not available),bachelier_v1.0
XCME.ZN3.18JUL25.110:5.C,0.109375,0.140625,110.5,C,,,,,0,0,0.0,,,110649437.5,-6065.625,calculated,0.125,18JUL25,,0.125694,0.79818779015889,0.79818779015889,0.5330037060869721,33.57923348347924,1.4049412766672063,7.814827492657425,0.1409541280549615,8.880110067462574,-1.7759788761678168,1.211352617339438,-41.25383973279374,-130.98601035804276,408.3714810290512,-1385.4461549434184,21696.23695453856,-982.3741385000352,True,Using calculated midpoint (adjtheor not available),bachelier_v1.0
XCME.ZN3.18JUL25.110:75.C,0.03125,0.046875,110.75,C,,,,,0,0,0.0,,,110649437.5,-6065.625,calculated,0.0390625,18JUL25,,0.125694,0.8467967110076371,0.8467967110076371,0.225226370381981,14.189261334064803,0.999552439427993,4.913174387694025,0.10638962866983256,6.702546606199452,-1.4221105950388528,71.55225327836187,267.4326631340237,900.8429183489452,-1081.6366288645092,7292.997127011719,-80588.93740203626,5171.223539917338,True,Using calculated midpoint (adjtheor not available),bachelier_v1.0
XCME.ZN3.18JUL25.111.C,,0.015625,111.0,C,,,,,0,0,0.0,,,110649437.5,-6065.625,missing,,18JUL25,,0.125694,20.0,20.0,0.4732073421740904,29.812062556967696,0.056136057502856426,2.2102748493600166,0.1411193122352807,8.890516670822684,-44.55242658956859,0.03187290496339856,1.337616995185251,106.41852396974008,-0.5296890739079595,44.95694568302293,-1.1222303080698441,31.87748627210721,True,No valid price available,bachelier_v1.0
XCME.ZN3.18JUL25.111:25.C,,0.0069999,111.25,C,,,,,0,0,0.0,,,110649437.5,-6065.625,missing,,18JUL25,,0.125694,20.0,20.0,0.45919284447268827,28.92914920177936,0.05596839391168501,2.1507485022207686,0.1406978260867067,8.863963043462523,-44.41936024736906,0.07386331770968076,2.0332268100729323,161.7600529916251,-0.8003082117976934,68.19972631458971,-1.6990175443674531,48.358174834278884,True,No valid price available,bachelier_v1.0
XCME.ZN3.18JUL25.111:5.C,,0.0069999,111.5,C,,,,,0,0,0.0,,,110649437.5,-6065.625,missing,,18JUL25,,0.125694,20.0,20.0,0.4452288811363989,28.049419511593133,0.05573190776768249,2.0911612427028072,0.14010332829902164,8.826509682838363,-44.23167283149404,0.13287522260590195,2.721284558968872,216.50075253941094,-1.0619706418659627,91.02040289340673,-2.2610860292768007,64.53956334520144,True,No valid price available,bachelier_v1.0
XCME.ZN3.18JUL25.111:75.C,,0.0069999,111.75,C,,,,,0,0,0.0,,,110649437.5,-6065.625,missing,,18JUL25,,0.125694,20.0,20.0,0.4313325533966041,27.173950863986057,0.055427476214722535,2.0315883773619707,0.13933802390666666,8.778295506120001,-43.99006048787503,0.2084704378077234,3.3992631897310304,270.4395746599703,-1.311736084802217,113.27933392174616,-2.803622388170977,80.3226366280384,True,No valid price available,bachelier_v1.0
XCME.ZN3.18JUL25.112.C,,0.0069999,112.0,C,,,,,0,0,0.0,,,110649437.5,-6065.625,missing,,18JUL25,,0.125694,20.0,20.0,0.4175207120268963,26.303804857694463,0.05505622474028693,1.9721051465071633,0.13840474225011248,8.719498761757087,-43.69541646054518,0.3000890203777755,4.064697842153996,323.3804192844524,-1.5467867870370828,134.84172947685803,-3.3220300870059587,95.61181959763213,True,No valid price available,bachelier_v1.0
